"dataset","method","split_id","X1.transaction.date","X2.house.age","X3.distance.to.the.nearest.MRT.station","X4.number.of.convenience.stores","X5.latitude","X6.longitude"
"real_estate","uni_loo",63,-0.0271493675287439,-0.239125469506391,-0.00729385974497598,2.7982572845002,615.181449213079,437.518302533367
"real_estate","uni_loo",64,3.34039285531422,-0.240550482304322,-0.00667746890441021,2.50045524612064,611.691019590341,466.379730518421
"real_estate","uni_loo",65,3.51615790167815,-0.2138339118586,-0.00710316731247634,2.93545494676707,569.883152570292,553.402122350852
"real_estate","uni_loo",66,5.19635703506262,-0.225228900000737,-0.00725458494532432,2.71859663837905,580.199923004823,446.786655564576
"real_estate","uni_loo",67,3.07811786175649,-0.252773366339764,-0.00715186806083135,2.81802720111241,590.973578598684,519.225523685097
"real_estate","uni_loo",68,4.36571412156319,-0.246976250224952,-0.00666888520994739,2.66209119347805,544.367441809422,479.451999487439
"real_estate","uni_loo",69,6.26321422023622,-0.240386437041562,-0.00734025295876961,2.64015818068176,650.163653908613,457.053757119532
"real_estate","uni_loo",70,4.33931786313473,-0.201407328382379,-0.0071449210878801,2.59412943790746,545.625847346029,467.097024340145
"real_estate","uni_loo",71,1.07153722064858,-0.253203462426658,-0.00794860831336664,2.64052800600809,609.939766380976,510.01853894799
"real_estate","uni_loo",72,4.34329042808943,-0.295103052338451,-0.00778060916983637,3.09240155218635,625.692188008152,527.395965108618
"real_estate","uni_loo",73,3.6273960647891,-0.358819797414619,-0.00691199700939199,2.60779363336992,580.488163499525,479.993765346094
"real_estate","uni_loo",74,4.06504612137529,-0.233019334406939,-0.0070593057850388,2.65892880628344,516.506734585933,443.096957702305
"real_estate","uni_loo",75,4.75545686986612,-0.20249743619646,-0.00710184364973472,2.69711993366824,529.111859418975,417.714889280101
"real_estate","uni_loo",76,4.01045582404679,-0.191682973093248,-0.00714272297266451,2.72025131826794,545.559980794268,529.043957720634
"real_estate","uni_loo",77,7.22660841455858,-0.334481862267726,-0.00735826804963629,2.31121179776505,612.645115601711,432.949645341037
"real_estate","uni_loo",78,2.44460810339954,-0.167328348318004,-0.0073158386321546,2.85144643702518,613.952672982377,455.455923135984
"real_estate","uni_loo",79,4.07194072327362,-0.241439280179807,-0.007393698584237,2.72974190344072,494.900043564041,491.227587305777
"real_estate","uni_loo",80,2.54994261323484,-0.178826067376755,-0.007053206457445,2.59816185267,571.620092161312,435.019858634235
"real_estate","uni_loo",81,6.33648778756935,-0.193321953120735,-0.00772006909326582,2.50900799775502,650.74903366569,523.352725918391
"real_estate","uni_loo",82,5.18531968491923,-0.201548543094578,-0.00822624897677837,2.45130986980929,619.537659607426,499.131079532139
"real_estate","uni_loo",83,3.72542724588039,-0.289350885705811,-0.00718217902693773,2.77645195353749,642.305281414874,441.14923382159
"real_estate","uni_loo",84,4.46246875481224,-0.146913217403349,-0.00745752342203548,2.59901149141233,559.441836699652,437.073847608556
"real_estate","uni_loo",85,3.50043239209536,-0.210186121720625,-0.00701937484618139,2.78785103723565,623.823123806886,452.204386659279
"real_estate","uni_loo",86,2.61560788920165,-0.267708265777078,-0.00749461391950665,2.75975895129674,589.264627598264,505.295238568205
"real_estate","uni_loo",87,7.35378595429536,-0.180953150330798,-0.00709009048783585,2.61176064759452,592.526806402055,504.038506901102
"real_estate","uni_loo",88,0.0350175123324396,-0.163427275976148,-0.00693940607434309,2.41049005232521,573.533517903265,450.996275419196
"real_estate","uni_loo",89,7.5854892301163,-0.274994411839722,-0.00727623254259362,2.91720181288297,621.187875277549,490.792869671556
"real_estate","uni_loo",90,5.80421612288427,-0.391858506190671,-0.00827025109447951,2.68018784549047,677.505460204343,492.983308919649
"real_estate","uni_loo",91,3.70225499614904,-0.202326600355668,-0.00664300391716361,2.51650071976968,545.085546145959,441.452232863116
"real_estate","uni_loo",92,2.8096009495574,-0.193142144936397,-0.00703768073992115,2.53381743077325,533.52177414993,461.533286529673
"real_estate","uni_loo",93,3.52873876538394,-0.215421170173596,-0.0075683333999529,2.62556562887466,594.361578186015,440.242017112193
"real_estate","uni_loo",94,3.68795392416336,-0.247395052308192,-0.00679840314167698,2.46343743200951,509.794813037257,434.742435567852
"real_estate","uni_loo",95,3.67891927928421,-0.204370307160084,-0.00692015088657376,2.82156432392008,661.429321347629,460.963554363423
"real_estate","uni_loo",96,5.29285090649763,-0.284532111977453,-0.00734152310765126,2.58003442744195,556.652055532054,459.36800958459
"real_estate","uni_loo",97,7.74026829416688,-0.269708252394378,-0.0077141577077658,2.88806317750677,773.278497460353,439.431878364651
"real_estate","uni_loo",98,4.40318134745266,-0.261835451869213,-0.00792726116390973,2.47346720972851,603.842884522065,425.721341325726
"real_estate","uni_loo",99,3.12466961823083,-0.300899731974808,-0.00711215959471673,2.48964466421343,645.468443532615,438.927222677971
"real_estate","uni_loo",100,3.47244490686526,-0.14815650050279,-0.00692809978095352,2.5239017975692,564.805435991798,427.193045412767
"real_estate","unilasso_loo_true",1,3.8116555458151,-0.223341680699694,-0.00462086406078522,1.02525130135994,256.430397512932,0
"real_estate","unilasso_loo_true",2,6.69776357518462,-0.151156590093409,-0.00437335067823847,1.07779335820464,218.121584072912,0
"real_estate","unilasso_loo_true",3,0,-0.166563814873285,-0.00419394675826217,1.35395824805591,190.426251216558,0
"real_estate","unilasso_loo_true",4,2.28779929220938,-0.21238106914096,-0.00435100853081398,1.05797255798703,181.695228515341,17.2756666940509
"real_estate","unilasso_loo_true",5,3.98641390597891,-0.196900721783996,-0.00438244913114885,0.986922435193744,178.40673622357,2.45574253705253
"real_estate","unilasso_loo_true",6,0,-0.193365347553745,-0.00415606148960494,1.24352023264329,157.943534931665,0.194608257875472
"real_estate","unilasso_loo_true",7,2.77482518902577,-0.277132860404901,-0.00469576055622104,1.01079757238059,164.49549293302,0
"real_estate","unilasso_loo_true",8,0,-0.249424922126542,-0.00444646469851404,1.2372537955194,256.423123648924,0
"real_estate","unilasso_loo_true",9,0,-0.217976424026009,-0.00441091072100943,0.956251416955788,311.184123391811,0
"real_estate","unilasso_loo_true",10,0,-0.162043041757781,-0.00424563162563267,0.999875339982265,167.824960108126,0
"real_estate","unilasso_loo_true",11,0,-0.294761399210273,-0.00441928644263794,1.26071007217889,209.333274277029,21.8715390112783
"real_estate","unilasso_loo_true",12,3.98590947847561,-0.213054427203593,-0.0049569158318666,1.27916037085659,170.283061665203,24.3295874875621
"real_estate","unilasso_loo_true",13,0,-0.189397473158318,-0.00402661824263588,1.26928212658408,219.671130265701,1.29127839896783
"real_estate","unilasso_loo_true",14,4.48205641600955,-0.285905708591785,-0.00519044094685371,0.648820957738668,251.800049659771,0
"real_estate","unilasso_loo_true",15,0,-0.202647428471422,-0.00378303073485104,1.30645071717132,240.221530910704,0
"real_estate","unilasso_loo_true",16,6.21719945952471,-0.242739644311673,-0.00498111767463706,0.785219328868277,235.220229214306,0
"real_estate","unilasso_loo_true",17,4.7744615937052,-0.216048316630448,-0.00406518842624347,1.51331540453481,242.810813815759,0
"real_estate","unilasso_loo_true",18,0,-0.24703819328647,-0.00433622965415097,0.809425373354146,286.678529631904,0
"real_estate","unilasso_loo_true",19,4.99113558287106,-0.236433166538167,-0.00542671105973967,0.828009118294809,179.669969921991,0
"real_estate","unilasso_loo_true",20,0,-0.213547296091782,-0.00405936409234026,1.16069565058336,240.490214267054,0
"real_estate","unilasso_loo_true",21,0,-0.221618615203886,-0.00371992611670065,1.25168989703231,268.339240490262,2.66554234121261
"real_estate","unilasso_loo_true",22,0,-0.249607975286996,-0.0037238522511567,1.07006821642952,289.416224773505,21.4330632483857
"real_estate","unilasso_loo_true",23,2.84004979938891,-0.242915056513057,-0.00402844894519551,1.44457051805418,187.855049202498,0
"real_estate","unilasso_loo_true",24,2.85096074941716,-0.24194616257048,-0.0040253617177057,1.18829953803394,201.330628603037,35.1008832753522
"real_estate","unilasso_loo_true",25,3.29280231238885,-0.126946942714496,-0.00427789312668421,1.25290941668671,193.399024403905,0
"real_estate","unilasso_loo_true",26,0,-0.252197652997,-0.00472348314038633,0.860108461011604,195.576558259342,0
"real_estate","unilasso_loo_true",27,4.10929217762989,-0.227184994733912,-0.00435806184218314,1.12387507323332,181.926767524867,0
"real_estate","unilasso_loo_true",28,5.44621439659987,-0.252276366856294,-0.00461134047636646,0.924276491711247,192.653960471693,0
"real_estate","unilasso_loo_true",29,0,-0.292997215930035,-0.00441194672396442,1.02600143216122,289.449223367085,0
"real_estate","unilasso_loo_true",30,4.11297386430979,-0.245729049576619,-0.00361030769096368,1.42373119817296,194.263694527443,74.8447365609087
"real_estate","unilasso_loo_true",31,4.60129536221196,-0.199531570467686,-0.00452737339403915,1.06092781122905,260.684501874129,21.6377158623086
"real_estate","unilasso_loo_true",32,0,-0.198880568342927,-0.00418907250907077,1.29890823882887,175.711903503078,0
"real_estate","unilasso_loo_true",33,2.841250317235,-0.248954368972061,-0.00405211141914014,1.21566972707541,231.742958273655,0
"real_estate","unilasso_loo_true",34,3.89668898196755,-0.265714317878441,-0.00450563482032809,1.02224445537611,232.42477269096,0
"real_estate","unilasso_loo_true",35,3.09216740498844,-0.193127153830332,-0.00428786172326437,0.972934254214235,355.85359740992,0
"real_estate","unilasso_loo_true",36,2.38880482922476,-0.282840301958911,-0.00483572917914985,0.959271125501487,143.74484236082,0
"real_estate","unilasso_loo_true",37,0,-0.180057812408778,-0.00340440149875864,1.61379549103971,234.803847186362,29.6911025751217
"real_estate","unilasso_loo_true",38,0,-0.298650127568934,-0.00436913982052248,1.03904545850341,243.182841546403,0
"real_estate","unilasso_loo_true",39,4.84299471016407,-0.195342767190223,-0.00451955387496237,1.2400391644618,180.210453493484,0
"real_estate","unilasso_loo_true",40,2.33952194148969,-0.239142993087616,-0.00485865363438285,0.865920503605198,206.4924991809,0
"real_estate","unilasso_loo_true",41,0,-0.256379570967857,-0.00350326359860537,1.34681017784031,188.509149978509,49.9088288475069
"real_estate","unilasso_loo_true",42,5.34369651325317,-0.250451686802859,-0.00443011051720043,0.858096979442324,317.227214758751,4.78132439155732
"real_estate","unilasso_loo_true",43,2.78730551832135,-0.227820179242726,-0.00437055529132636,0.934010056942831,236.400185647363,0
"real_estate","unilasso_loo_true",44,5.24438444389921,-0.228348630430973,-0.00462227397273323,1.29317143777562,74.3997103755346,0
"real_estate","unilasso_loo_true",45,0,-0.263478955051078,-0.00374628991199228,1.25279489402191,272.626144931739,10.2992872734972
"real_estate","unilasso_loo_true",46,4.56813567126286,-0.233360209788102,-0.00347726495510549,1.27298995072176,185.423611008719,20.7010209737446
"real_estate","unilasso_loo_true",47,3.22124369975959,-0.205918617996425,-0.00501445409348908,0.989331468727068,221.138391225624,0
"real_estate","unilasso_loo_true",48,2.523782603404,-0.277887333190356,-0.0045807252594064,0.926552791978549,239.68138389178,0
"real_estate","unilasso_loo_true",49,4.29874449708285,-0.213360934343345,-0.00223292060801876,1.32919659652801,332.249518495227,121.841435264356
"real_estate","unilasso_loo_true",50,0,-0.289873735215307,-0.00431183495889901,1.04664168237321,224.934931889222,0
"real_estate","unilasso_loo_true",51,0,-0.276317299814349,-0.00399188358685066,1.19627323103397,214.035448921709,22.0365529913205
"real_estate","unilasso_loo_true",52,0,-0.266217041422944,-0.00430832456506621,0.977815872574431,215.6665870571,0
"real_estate","unilasso_loo_true",53,0,-0.252131935700777,-0.00508919307595972,0.478111453792766,212.501670721157,0
"real_estate","unilasso_loo_true",54,3.15028813314289,-0.229585036530115,-0.00382826156371182,1.40081055171174,213.690474346444,31.3598026291518
"real_estate","unilasso_loo_true",55,2.37608088879738,-0.18210435656923,-0.00413876410250883,1.07403545881403,284.299490158383,26.4921626984547
"real_estate","unilasso_loo_true",56,7.36864090034861,-0.211071634441296,-0.00447577011836346,1.01916434880088,242.811289933202,0
"real_estate","unilasso_loo_true",57,0,-0.283972315512644,-0.00268366973143969,1.28586256762255,327.970935248938,32.771530435825
"real_estate","unilasso_loo_true",58,0,-0.148954632898136,-0.00445881185019987,1.03596789513714,183.545319169474,0
"real_estate","unilasso_loo_true",59,2.29588679247421,-0.203214700538029,-0.00423382010737202,1.14838776892,212.183653008697,0
"real_estate","unilasso_loo_true",60,0,-0.27168712146071,-0.00407621710012919,1.17565928475188,142.24498617268,0
"real_estate","unilasso_loo_true",61,4.4599828664914,-0.306273857880102,-0.00460116968659646,0.659656440825945,338.857513627442,0
"real_estate","unilasso_loo_true",62,0,-0.29351918230086,-0.00393858035581642,1.22630736421268,169.900538573194,24.5761914319246
"real_estate","unilasso_loo_true",63,0,-0.212585875678064,-0.00444879954191696,1.28894079764049,190.013583141003,0
"real_estate","unilasso_loo_true",64,0,-0.211035172836609,-0.00344007745237711,1.17765646767758,251.548609399337,9.93612686915358
"real_estate","unilasso_loo_true",65,0,-0.12109316647879,-0.00297848294174965,1.45338232207394,198.917053114619,91.1747731873642
"real_estate","unilasso_loo_true",66,3.20665453759794,-0.226529898399691,-0.00345836217073701,1.4606573342034,275.918873463144,51.4323793025526
"real_estate","unilasso_loo_true",67,0,-0.193806126931832,-0.00418175112802506,1.16488291418173,202.045610235307,2.26371065332751
"real_estate","unilasso_loo_true",68,0,-0.15753940536216,-0.0043685449447362,1.04055568091377,140.922969994859,0
"real_estate","unilasso_loo_true",69,4.92329304426142,-0.250609021265924,-0.00490829091930531,0.928426793674966,203.017161343494,0
"real_estate","unilasso_loo_true",70,0,-0.156796299250233,-0.00491045241168304,1.00623971879223,85.0458974514705,14.7314530917015
"real_estate","unilasso_loo_true",71,0,-0.156222849938663,-0.00555778347810547,0.847437374066224,160.165293766683,0
"real_estate","unilasso_loo_true",72,0,-0.238429400682159,-0.00422144867372894,1.40712445157119,224.826055317778,4.30361128328338
"real_estate","unilasso_loo_true",73,3.49529688643433,-0.347666224009715,-0.00338922347716559,1.21239312875805,222.982940531141,23.79589416375
"real_estate","unilasso_loo_true",74,1.77621138771706,-0.270479424942594,-0.00345011275420004,1.51378574531707,197.328554021322,47.4792372786009
"real_estate","unilasso_loo_true",75,5.14002820395309,-0.237639887821835,-0.00396540011838045,1.52950370182058,140.141633074743,5.71288860620743
"real_estate","unilasso_loo_true",76,2.37555637108695,-0.170801877973508,-0.00350756000961584,1.21887322325484,210.202916597983,73.2700893824121
"real_estate","unilasso_loo_true",77,5.88698269543448,-0.307417394502503,-0.00458145267757607,0.74879868383905,258.370279901061,0
"real_estate","unilasso_loo_true",78,0,-0.14234420033744,-0.00346847156972265,1.61373040439938,167.800367699631,35.9195130746121
"real_estate","unilasso_loo_true",79,2.45028683459734,-0.231753870311507,-0.00443426997214898,1.41132907437269,173.236921809334,0
"real_estate","unilasso_loo_true",80,0,-0.13443632367749,-0.00445571558137992,1.00693398156468,221.006977865876,0
"real_estate","unilasso_loo_true",81,6.05828099827568,-0.191339538238958,-0.00506299445857652,0.94832964842532,235.861543180299,10.4060169986457
"real_estate","unilasso_loo_true",82,0,-0.219294187017701,-0.00544743587088161,0.768778992169647,236.794682823278,0
"real_estate","unilasso_loo_true",83,0,-0.224423235429054,-0.00369944154371233,1.32020638479302,251.009988360651,0
"real_estate","unilasso_loo_true",84,2.54460864711012,-0.218995186703947,-0.00444223901319691,1.23303777508372,229.270039675494,0
"real_estate","unilasso_loo_true",85,0,-0.141671686425556,-0.00371449386894437,1.22474260292513,274.551295860389,0
"real_estate","unilasso_loo_true",86,0,-0.205292824196818,-0.00380478770337985,1.2955765062898,270.271059037751,41.252430813413
"real_estate","unilasso_loo_true",87,7.94137840717973,-0.176399496020623,-0.00489229254727061,1.09224371046772,136.245888537507,0
"real_estate","unilasso_loo_true",88,0,-0.152736455621132,-0.00443454109443645,0.974651632971604,212.551330922196,0
"real_estate","unilasso_loo_true",89,4.48679642746708,-0.229285065111769,-0.00348157717195949,1.48080480517006,169.391162154066,57.8258648216208
"real_estate","unilasso_loo_true",90,0,-0.335595490057581,-0.0043411879982784,1.03663387403238,292.843665494081,17.7804529762667
"real_estate","unilasso_loo_true",91,2.84526887860038,-0.199406469490999,-0.0042745628392561,1.17662430124672,164.012945855892,0
"real_estate","unilasso_loo_true",92,0,-0.131725505079663,-0.00425554637119333,1.039606312004,204.267603465382,7.9753829521782
"real_estate","unilasso_loo_true",93,3.00587627588103,-0.246803256758719,-0.00401094069143426,1.29799146176239,262.387634350691,13.5047057753344
"real_estate","unilasso_loo_true",94,3.7149594532252,-0.200805467528978,-0.0043938624300204,1.17908749016415,194.691211765698,0
"real_estate","unilasso_loo_true",95,0,-0.148675498787856,-0.00396355524402869,1.10423719723362,213.959336320824,0
"real_estate","unilasso_loo_true",96,2.90139397822952,-0.27907923879622,-0.00454887311572775,1.05329527674833,209.695207792507,0
"real_estate","unilasso_loo_true",97,5.24529391584566,-0.229764179814953,-0.00397518314284051,1.17729502010026,335.851602747428,0
"real_estate","unilasso_loo_true",98,0,-0.218562865462935,-0.00520974548646866,0.873142377850777,240.036085105437,0
"real_estate","unilasso_loo_true",99,0,-0.22605212773886,-0.00416163545596307,0.938852168702073,281.302288758181,0
"real_estate","unilasso_loo_true",100,2.81939750724925,-0.195420807484798,-0.00420618377991178,1.08385439724443,233.93871551082,7.90728302865561
"real_estate","unilasso_loo_false",1,6.41955569846959,-0.24783098929449,-0.00457609895444197,1.03732007838952,256.776251395039,0
"real_estate","unilasso_loo_false",2,7.61827036118241,-0.191442806888359,-0.00429705895460224,1.08504873852569,224.484331533316,0
"real_estate","unilasso_loo_false",3,3.44011991727811,-0.219751037322949,-0.00419476397762766,1.36528069667472,192.179420221196,0
"real_estate","unilasso_loo_false",4,3.46120801460015,-0.236925594130846,-0.00427633586685035,1.04663756494975,182.537786302027,20.8527830596492
"real_estate","unilasso_loo_false",5,5.45728461905739,-0.221638030214157,-0.00425547096031049,0.982031723849341,180.044814283022,8.89863358512174
"real_estate","unilasso_loo_false",6,2.65575814884229,-0.240927647297111,-0.00413682934172966,1.25711018712843,165.683720310124,3.22752756080839
"real_estate","unilasso_loo_false",7,6.20710870782438,-0.304698354797508,-0.00466457983916611,1.00195183564169,177.901057849577,0
"real_estate","unilasso_loo_false",8,0,-0.271352271758159,-0.00440799912714217,1.2498002167384,261.671179350295,0
"real_estate","unilasso_loo_false",9,4.21438777042993,-0.261687249578653,-0.00454354707282368,0.971575040764171,302.226772429556,0
"real_estate","unilasso_loo_false",10,5.43748671862292,-0.231037318051048,-0.00424448186488121,1.04188859827743,188.793047963088,4.54078901593901
"real_estate","unilasso_loo_false",11,0,-0.30687169344706,-0.00438730148189531,1.25092694120377,209.73352481005,23.5584058101221
"real_estate","unilasso_loo_false",12,5.51571221836496,-0.25301078440469,-0.00479951777974798,1.28461446780134,173.935931870494,29.4389590372115
"real_estate","unilasso_loo_false",13,5.07178348345342,-0.244700113163843,-0.00408751743214499,1.29013408864758,231.42639109051,15.2524235121218
"real_estate","unilasso_loo_false",14,5.78833411091158,-0.312409576737447,-0.0051232822966511,0.670260110816898,252.03346739895,0
"real_estate","unilasso_loo_false",15,4.80713469606747,-0.26063686099036,-0.00391155237947818,1.33151333365277,240.030332909596,0
"real_estate","unilasso_loo_false",16,8.07707863110539,-0.281103774068153,-0.00489831655083462,0.804649965042259,236.159793705137,0
"real_estate","unilasso_loo_false",17,7.1686696117303,-0.242606564382781,-0.00403147945122519,1.50320286025106,237.228587906833,0
"real_estate","unilasso_loo_false",18,4.07664087886496,-0.303310321779781,-0.00445189565860972,0.888397264487029,288.207939853747,0
"real_estate","unilasso_loo_false",19,6.16782575709782,-0.264783041484368,-0.00537959175746127,0.828337126883038,180.049651746299,0
"real_estate","unilasso_loo_false",20,0,-0.224468065418741,-0.00398289871044623,1.15345562878988,246.493412954611,0
"real_estate","unilasso_loo_false",21,2.89609574583799,-0.268180708733148,-0.00354412306701678,1.30970782251205,269.13399719847,14.015260232356
