"dataset","method","split_id","Week.of.the.month","Day.of.the.week","Non.urgent.order","Urgent.order","Order.type.A","Order.type.B","Order.type.C","Fiscal.sector.orders","Orders.from.the.traffic.controller.sector","Banking.orders..1.","Banking.orders..2.","Banking.orders..3."
"daily_demand","uni_loo",41,28.5565212064091,-23.40380324797,1.16854804480559,2.58242539413332,2.32310515509971,1.54060273522911,2.028725667874,-0.0184470240512866,0.00246903304351744,0.00137972430616254,0.00182610543735629,0.000400827900304922
"daily_demand","uni_loo",42,8.66533780760628,-29.3264813753582,1.19074686777393,2.2081269140418,2.7101439723007,1.52388361558038,1.53672884650159,-0.0199367509450836,0.00133089505429285,0.00121151594131268,0.00184354486081317,0.00106670445656234
"daily_demand","uni_loo",43,36.9007687165775,-37.9296479217604,1.22938113822987,3.34963226578838,3.73852632592219,1.73360579414592,2.06410763746713,-0.0810509414831895,0.00297833399354948,0.00175118969285217,0.00192435753694153,0.00159264985884885
"daily_demand","uni_loo",44,13.4574460694698,-23.1676800894854,1.21862780260549,2.46281420264789,2.2461110130402,1.84913812842327,1.64109861140825,-0.0114697427518897,0.00269984312023325,0.00119551571511778,0.00185812534595126,0.000322563951822325
"daily_demand","uni_loo",45,26.7670526315789,-32.2105525910724,1.20979815100138,2.21681905970869,2.43089989502001,1.60754650651992,1.84670724673326,-0.00954043981079618,0.00138825573112072,0.000988873685458529,0.00159214376304668,0.00209658482311999
"daily_demand","uni_loo",46,-3.897202970297,-22.0131288863765,1.36981123138989,2.0552485173251,1.98963720167341,1.78156725881746,1.67671916944729,0.000763037283609237,0.00131891388925476,0.00103459888034407,0.00159035901875777,-0.000403834145982273
"daily_demand","uni_loo",47,10.7346155015197,-14.1041456483126,1.20982030144648,1.92479335121711,2.14982557391883,1.61667668089955,1.48483174317668,-0.0505099025220229,-0.000121957654815608,0.00133238154471633,0.00181648852314144,0.000197278040111261
"daily_demand","uni_loo",48,26.0530075471698,-15.5907580645161,1.04446176699142,1.84827304547159,2.33158448237308,1.22874910017524,1.37218420076955,-0.00936012716037295,-0.000752923331502153,0.00119678335103634,0.00134842498173773,0.00114053560536699
"daily_demand","uni_loo",49,40.6101121495327,-42.0180235426009,1.17790249915001,2.78510899915281,3.39631522183353,1.52111778611542,2.17070912108095,-0.0424372004250036,0.0021253164307753,0.00164796629604099,0.00191485100040146,0.0011452247968885
"daily_demand","uni_loo",50,28.583612462006,-30.7085452841974,1.1053311942536,1.88415834127891,2.67425917782265,1.29394930842303,1.70564142814513,0.00281341815546781,0.00103263067173135,0.00112221286357085,0.00165465395015441,0.00116722312448239
"daily_demand","uni_loo",51,10.4871955445545,-21.2694513274336,1.20620504914627,2.22727759827695,2.99056693947905,1.45339416934958,1.65247889111883,-0.0369479592912571,0.000774777492193453,0.00110091578160459,0.00183407898220051,0.000526415862155603
"daily_demand","uni_loo",52,19.3926371018114,-40.1290897896357,1.246988963909,2.97209166903394,3.31071761061189,1.76479821529457,1.82702752406379,-0.077403576893426,0.00329792318094217,0.00137078298291061,0.0019934098536029,0.00280992047845019
"daily_demand","uni_loo",53,24.2840491206792,-39.8516678507993,1.17513611976097,3.24835818948863,3.53908715937987,1.65318830561796,1.97876346352019,-0.0576499420197333,0.00113428002187811,0.00146215059601371,0.00178255759922616,0.00178015569940078
"daily_demand","uni_loo",54,12.0895801104972,-26.7620515759313,1.19111235788058,2.42409288066314,2.86880827274007,1.41921932240373,1.92720560790547,0.046334315476919,0.00155914807744444,0.000959735379023273,0.00156863716959423,0.000620414182280339
"daily_demand","uni_loo",55,5.95829429206816,-31.6799144284822,1.28146140321398,2.54222959103609,3.16785390163928,1.73449733240322,1.68795035014017,-0.00750221163078564,0.000930601007263322,0.00114407249616939,0.00187586929017921,0.00150258138416587
"daily_demand","uni_loo",56,23.4677406749556,-35.9252334698654,1.21891564654449,3.05138916716218,2.83526329658349,1.71843608029087,1.88783937858938,-0.0176126739692053,-0.000194832668539887,0.0014439498522,0.00172479093341949,0.0011989013363075
"daily_demand","uni_loo",57,15.6134854682454,-9.94745760598511,1.10616562098939,1.70968551489112,2.22906863353619,1.24712253554015,1.43075480978198,-0.0315217613034358,-0.00261818215135033,0.000910993642042388,0.001171123242538,-0.000928088537025721
"daily_demand","uni_loo",58,13.838476963011,-36.4318703703704,1.25691856031617,2.54789656683984,3.90125776665291,1.64733049654447,1.88749752864832,0.0147424469760936,0.00423355604587691,0.00178312579357847,0.00207882187476903,3.83415539206597e-05
"daily_demand","uni_loo",59,29.2450503335355,-25.2342950819672,1.1658065338065,2.91604410177778,2.99622037147632,1.50571920592911,1.78410879508175,-0.0186416897851124,0.00155179993598864,0.00116807283279552,0.00173317540915793,-3.3170019195977e-05
"daily_demand","uni_loo",60,10.7030354330708,-30.0949146039604,1.27268815811361,2.49864476515566,3.31992137021691,1.76939319721468,1.61619827343025,-0.0274938942113244,0.00112244354727202,0.00113088130477024,0.00169533913714964,0.00191051782324159
"daily_demand","uni_loo",61,15.2156765285996,-28.0984362980769,1.22566549247103,2.53638038924442,2.4696078793321,1.852219685721,1.88293672179908,-0.024468089786896,0.00189769037400738,0.00136989175264253,0.00178853161008146,7.61905153413773e-05
"daily_demand","uni_loo",62,26.0082606671839,-25.1162071428571,1.16066951964251,2.34343917267109,2.44003352985752,1.44249627178655,1.90703504609709,-0.0326867470185749,0.00201918794706285,0.00122289096144824,0.00177696669973954,0.000191529144259958
"daily_demand","uni_loo",63,26.426163946061,-15.8881985559567,1.13070415471589,2.49134498808514,2.01162447799687,1.49251795507264,1.87807754119589,-0.032245763779346,0.00197987305897475,0.00122168808068888,0.00160189363437336,0.000426270565150781
"daily_demand","uni_loo",64,6.39759677419358,-21.6900538116593,1.31615142628621,2.35575707868568,2.40271924209322,1.7865188688315,1.6979605017826,-0.00830340292195548,0.00343559539366817,0.00105016493460242,0.00169597776004647,0.000273141120007047
"daily_demand","uni_loo",65,24.2286682926829,-44.4105186246419,1.24703923152474,3.03759742392035,5.33829655117899,1.75318587299457,2.02827407359537,-0.0874431252338398,0.00356391842846677,0.00160167095250813,0.00199066600211866,0.00191433100061209
"daily_demand","uni_loo",66,4.17352173913043,-26.0887827529022,1.23963620015574,2.1742993208526,2.54332599050218,1.64397053435295,1.58978662272059,-0.042799991608712,0.000607488708731646,0.00110820446777347,0.00163367499316326,0.0003623935310423
"daily_demand","uni_loo",67,11.5769605173588,-27.0489930795848,1.20244553765397,2.6548655930518,2.18941098326857,1.64479458838194,1.6556114218109,-0.0189132929248821,0.00371577997330101,0.00129272416054827,0.00183754902002593,0.000393099017566858
"daily_demand","uni_loo",68,13.7608773424191,-24.7694093078759,1.26682964509484,2.22074643645779,3.07052969647556,1.61723568184793,1.69985176295977,0.00659108566839948,0.000630712184541914,0.00116383217981169,0.00179600102562399,0.000791582742163771
"daily_demand","uni_loo",69,6.4289064417178,-11.4755056603774,1.15176499987069,1.95675404723952,1.92973414821853,1.26442094687778,1.39015283255566,-0.00945268917379635,0.000586118639199123,0.00103719911382416,0.00135221019866639,0.000431231286200582
"daily_demand","uni_loo",70,32.5392996389892,-32.5949353846154,1.15671532783243,2.97826514054294,3.12894682900868,1.73899525985851,2.01127081753931,0.00175601545865728,0.00251773873535264,0.00143011441899261,0.00220241064646635,0.00234569798235279
"daily_demand","uni_loo",71,13.6356998037933,-34.9775414364641,1.28613597813733,2.20221992461672,2.99616302990791,1.57564700293523,1.59481905444729,-0.0190932101387074,0.00194663242825449,0.00131575559995214,0.00199255523024982,0.000811716830319895
"daily_demand","uni_loo",72,26.1120801859384,-40.4010415512466,1.23401657756816,2.49566824373056,3.18285132257275,1.54392558047634,2.17359097933574,0.012915752068853,0.00102308945934978,0.00166961857717468,0.00170420878932112,0.000896079222433071
"daily_demand","uni_loo",73,8.8903430232558,-10.8121878453039,1.19528192453167,1.95317770553822,1.83163158460151,1.46040923805973,1.47226091162043,-0.0531553071645167,0.00200303462838587,0.0011687037288967,0.00145294513285543,-0.000858202471928964
"daily_demand","uni_loo",74,25.4983592167454,-29.145245603396,1.12474038099085,1.84183867339419,2.23883163538512,1.55199742140411,1.42031363993641,0.00777761157583585,-0.00045581658384958,0.00103002562956613,0.00186491548821115,0.00132214748847732
"daily_demand","uni_loo",75,3.81876386036962,-22.4735458515284,1.20664074507399,2.45701385531076,2.71470609529376,1.6404636993339,1.73927249871735,-0.0725973112080277,0.00204708586606158,0.00141685508741894,0.00166528787964103,-0.000248145005488491
"daily_demand","uni_loo",76,25.9099415749365,-33.9021291759465,1.21027493088069,2.7848460898108,4.06466313564202,1.63188847421648,1.7327197492106,-0.078178899959655,0.0028884815476357,0.00168796292468934,0.00215809542650507,0.00189744507888173
"daily_demand","uni_loo",77,34.1417967581047,-38.1383125,1.16956908947921,2.7953672431,2.58647392461663,1.65196434352577,2.15538407730787,-0.0366503213006479,0.0027102086229976,0.00138304490825468,0.00192090352084129,0.00159704718337805
"daily_demand","uni_loo",78,14.45475,-22.6333462837839,1.18768937744762,2.08617208253543,2.94532720466174,1.41859496761222,1.46912877152828,-0.00166979894721456,-0.000376836123200606,0.00103270775098364,0.00203692989328098,0.000705669269908541
"daily_demand","uni_loo",79,29.3761880222842,-31.2058485576924,1.19292316014623,3.06676290350806,2.9564842778916,1.67354972698782,1.94227343200075,0.0490508350965417,-0.000216478581789751,0.00121004582665606,0.00159648501423998,0.00124831351982333
"daily_demand","uni_loo",80,3.81829359430605,-27.7177291169451,1.21801226876248,2.78675434715555,2.89275000038001,1.81205771647725,1.79779347648833,-0.0940839944755334,0.00240232640444165,0.00125593341185027,0.00185971066373937,0.00156516429600693
"daily_demand","uni_loo",81,18.2484583333333,-30.9062431218417,1.27730928795238,2.58097122675327,2.94765619005957,1.76213071720742,1.66185433757268,-0.140835649149718,0.000713733851065969,0.0014827893293549,0.002130858694104,-0.000181243118324639
"daily_demand","uni_loo",82,14.3034215418261,-24.6891252545825,1.2298311101119,2.36294465641024,2.59413684272578,1.59287703516103,1.62442542191365,-0.0374297986624681,0.000193680137075405,0.00112139280399422,0.00180439147676343,-0.000234381087005129
"daily_demand","uni_loo",83,2.23866268093142,-23.8192731958762,1.29928753019386,1.9909182410314,1.87397614470419,1.72967292591046,1.41013971330905,-0.0342978164069725,0.00289854687681023,0.000830669869389821,0.00147376181380482,-0.000202991713046032
"daily_demand","uni_loo",84,9.34942707652059,-30.6188712296984,1.27957569845416,2.49975341783702,2.54785441446752,1.66623507989451,1.65016497302923,-0.168862103984024,0.0022280410066797,0.00130759255541642,0.00172058766262664,0.00026063722955973
"daily_demand","uni_loo",85,1.98845833333337,-14.7864489051095,1.2704367577179,1.8354240341127,2.22231587011742,1.9280343729102,1.66399363483467,-0.0183239002265641,0.000179309403863042,0.000886605456769208,0.00145953529654796,-0.00120056715756008
"daily_demand","uni_loo",86,26.2942321428571,-41.4628624926858,1.21564206156207,2.78413615989139,3.64954768465415,1.60595239364675,1.81680748886377,0.0405317204055237,0.00297968091314608,0.0014358784511006,0.00208775035008245,0.00101928987269461
"daily_demand","uni_loo",87,4.8760537780803,-20.8303143939394,1.33948177760582,2.21159061129898,2.2876346280379,1.75960040963115,1.63195008017004,0.0930429887244782,0.00208399356689506,0.000925575287398388,0.00171877509930312,0.000700597435715738
"daily_demand","uni_loo",88,26.1298969594595,-29.5995342631898,1.24123313789789,2.37938595820415,3.90572303635762,1.60051080296461,1.93519053717693,-0.0448399355619265,0.00223449094142767,0.00125487126026616,0.0017423667646424,0.000525889838584466
"daily_demand","uni_loo",89,6.15001565690944,-10.2084018296974,1.09889060940894,1.74631130146402,1.72054104890083,1.44968620998946,1.36152038395793,0.00876833743320094,0.000207431952954316,0.000809346104412676,0.00144522505573966,-0.000317917318739596
"daily_demand","uni_loo",90,13.5198434004474,-26.8528898254064,1.21988301812511,2.00493833488255,2.69241937312959,1.65972956135393,1.9490294272035,0.0162884314332923,0.00307325591180515,0.0010122861970637,0.00164419786747839,0.00117576676158608
"daily_demand","uni_loo",91,15.2027540558079,-25.2234896331738,1.07871467537095,2.10581057072623,1.95203195785665,1.34838452907508,1.67724705667954,-0.00504012151429945,-0.00011250836284318,0.00102840008883916,0.00148585730755285,0.000975262500333808
"daily_demand","uni_loo",92,24.6263132766514,-26.1930842245989,1.16919661731537,2.71753442371456,2.36316512842377,1.68593727681651,1.7519093816866,0.00760491345903837,0.00189252403292004,0.0012608149621698,0.00189813365017657,0.00153470157974714
"daily_demand","uni_loo",93,12.4277897196262,-17.0275,1.06789786863432,2.23572958911666,2.16685424457355,1.36739183789055,1.98416347832912,0.00432567987369631,-0.00154569259267124,0.00123987030424349,0.00145954726026103,0.000577751146302429
"daily_demand","uni_loo",94,7.98692548076922,-38.1128328877005,1.30633047887174,2.41527206437625,3.44404286417578,1.76108002686611,1.75068727685219,-0.010947172537478,0.00475141654323661,0.00139968216992675,0.00190905213225645,0.000602963389775199
"daily_demand","uni_loo",95,14.6901354401806,-12.7804620253164,1.0953884955606,1.90260935918097,1.59438367742529,1.2675521590493,1.32405129019086,-0.01145891944742,0.00036052899906571,0.000863747828029519,0.00137030106374962,6.83018337089789e-05
"daily_demand","uni_loo",96,12.2447833935018,-24.0574009779951,1.25451435804594,2.12882952107346,2.43664125664486,1.61194943700107,1.53717035690223,-0.0703599363236892,0.00174701939025305,0.00106249423818147,0.00175336885314775,0.001831182245102
"daily_demand","uni_loo",97,-6.08260142348752,-33.1213995381062,1.27786277440401,2.41696016880144,2.53250412136144,1.64672566109799,1.53765329019328,-0.0415454979822634,0.00148576520327641,0.0010771304520106,0.00158613604240703,0.00131992093478916
"daily_demand","uni_loo",98,6.10041011235954,-18.7550830769231,1.1767384211425,2.13290414240788,2.51999623630108,1.36540569340808,1.7739729971409,-0.0104348411413946,0.000265694632424937,0.000952899211487179,0.00165806244918338,-3.22256195367155e-05
"daily_demand","uni_loo",99,21.3926369426752,-31.1565449308755,1.1403287822336,2.99065163289496,2.1695952638229,1.68828955889985,1.74237452147285,-0.019578879499351,0.00212135350642007,0.00127520322810474,0.0020571543403026,0.00184561343176558
"daily_demand","uni_loo",100,17.5968589211618,-16.8613634003894,1.03625516319281,1.95808959141474,1.5484551653942,1.1620040441324,1.20338590113719,0.00829358613741986,-0.00168993177272924,0.000693316250949578,0.00100250689511467,0.000263483319053923
"daily_demand","unilasso_loo_true",1,0.779542682821967,0,0.137459869723756,0.0582893804769026,0.825187544318308,0.96852128525521,0.914050389003543,-0.00117060534417957,8.49952107739558e-05,8.5344862750531e-06,0,4.33670231536686e-05
"daily_demand","unilasso_loo_true",2,0,0,0.25945457006805,0.185637925409704,0.674416929831246,0.811055421294219,0.73319748392619,0,0,0,0,0
"daily_demand","unilasso_loo_true",3,0,0,0.165296041176088,0.0834888173089047,0.867687010543331,0.977878149954094,0.905157513395376,0,0,0,0,0
"daily_demand","unilasso_loo_true",4,0,0,0.189190422112151,0.169152102778237,0.73161335342066,0.89434033986118,0.797612444088767,0,0,0,0,0
"daily_demand","unilasso_loo_true",5,0,0,0.295942949076706,0.23403700816371,0.736119685597784,0.753836566942745,0.714004856296586,0,0,0,0,0
"daily_demand","unilasso_loo_true",6,0,0,0.381703775397616,0.263139530276639,0.563494646925637,0.75518048447459,0.695891113330551,0,7.59984805395007e-05,0,0,3.22763353770435e-05
"daily_demand","unilasso_loo_true",7,0,0,0.175854033320695,0.104560657753468,0.845153543925784,0.890413819567245,0.900355648384564,0,0,0,0,0
"daily_demand","unilasso_loo_true",8,0.939985709200336,-1.57953492690029,0.07495914334491,0.0275915560701874,0.918541327100359,0.947960862301895,0.938424199981413,-0.000205340358406205,0,0,0,0
"daily_demand","unilasso_loo_true",9,0,0,0.703559384368969,0.751472158664509,0.292712526131522,0.25033810830101,0.248216155442302,0,0,0,0,0
"daily_demand","unilasso_loo_true",10,0,0,0,0,0.915081214186237,1.08180155432113,1.05115670864677,0,0,0,0,0
"daily_demand","unilasso_loo_true",11,0,0,0.140191379817087,0.0563011785454063,0.836129521299896,0.949253799849876,0.900555828860309,0,0,0,0,0
"daily_demand","unilasso_loo_true",12,0,0,0.186579257953044,0.187206957839591,0.622300028071999,0.873229050700121,0.835812298910846,0,0,0,0,0
"daily_demand","unilasso_loo_true",13,0,0,0.112420460013122,0.0696728867400801,0.828092312210211,0.96837740087965,0.904130203392382,0,0,0,0,0
"daily_demand","unilasso_loo_true",14,1.11652145794439,-0.769176472287323,0.0709569471996684,0.0591596673603138,0.673434870945854,0.965703254603648,0.934823968099622,-0.008382615967856,3.59359902469034e-05,0.000137636784191449,9.80755905936172e-06,6.42602623203207e-06
"daily_demand","unilasso_loo_true",15,0,0,0.167408760965539,0.143570150048162,0.869558947494441,0.961090290352916,0.986128408326604,-0.00215653226060871,0,0,0,0
"daily_demand","unilasso_loo_true",16,0,0,0.110368538199246,0.123298893935757,0.750769981638026,0.954619408995918,0.948827912692229,0,3.32072717946188e-05,3.95235261875003e-05,0,6.93163734365777e-06
"daily_demand","unilasso_loo_true",17,0,0,0.401002979886392,0.340370728477718,0.520091123284884,0.666951050455756,0.63904387368391,0,0,0,0,0
"daily_demand","unilasso_loo_true",18,0,0,0.182981688056445,0.171875590512626,0.742065090441988,0.861136459284416,0.788004196695781,0,0,1.14174261577499e-05,0,0
"daily_demand","unilasso_loo_true",19,0,0,0.333712616637223,0.279105380154472,0.606966534216197,0.694924199132296,0.671539984860715,0,0,1.85143789316684e-05,0,0
"daily_demand","unilasso_loo_true",20,0,0,0.151813038162019,0.0932172875395939,0.784881802861302,0.905440062936378,0.86493775644222,0,0,0,6.69163489826236e-08,0
"daily_demand","unilasso_loo_true",21,0,0,0.199919368964558,0.121219831601224,0.712990655328825,0.926930880077064,0.835234254588382,0,0,0,0,0
"daily_demand","unilasso_loo_true",22,0,0,0.182906342339205,0.146741719667318,0.706617560755439,0.870171828197483,0.809295681631754,0,0.000159990224236945,6.10584776771382e-05,0,2.15020787430977e-05
