"dataset","method","split_id","Page.total.likes","Type","Category","Post.Month","Post.Weekday","Post.Hour","Paid","Lifetime.Post.Total.Reach","Lifetime.Post.Total.Impressions","Lifetime.Engaged.Users","Lifetime.Post.Consumers","Lifetime.Post.Consumptions","Lifetime.Post.Impressions.by.people.who.have.liked.your.Page","Lifetime.Post.reach.by.people.who.like.your.Page","Lifetime.People.who.have.liked.your.Page.and.engaged.with.your.post","comment","like","share"
"facebook_metrics","uni_loo",16,0.000757934862191544,36.444203123384,50.3340243472124,-1.38860956066726,-18.7951874422448,-3.29401635815755,162.564942657221,0.0143355822587066,0.00174879882027943,0.449975424489242,0.414844005849042,0.0548695633092893,0.00123989976710139,0.0397868443587098,0.558096481733518,15.091712091519,1.20002159607192,8.15849250412801
"facebook_metrics","uni_loo",17,0.00176696547275726,43.6717274815003,35.3527528809219,4.71486001717305,-13.3219475795168,-3.48613170957176,126.691301088067,0.0118954193467586,0.00157323317487535,0.231610396804204,0.15189294653304,0.0711316424997768,0.000917262337394462,0.037255453587191,0.367633275721628,16.4253015682861,1.1964258475888,8.19734058648864
"facebook_metrics","uni_loo",18,0.00073648399379997,30.1152954808806,60.1424711207188,1.87926430904701,-20.8963885581708,2.07814893077645,81.5848399966047,0.00654414855874386,0.00101462341279502,0.242279704967383,0.193487618405447,0.0377639455171012,0.00102242604690197,0.0273130583040247,0.288167839864826,13.3741766045948,1.13709982824764,9.83419081343872
"facebook_metrics","uni_loo",19,0.00120437208146287,30.5051089918256,68.5007660418168,1.04069877466054,-24.4914008170393,-6.66590684449718,165.595163744095,0.0115728686217738,0.00460362942163855,0.240103242220995,0.148395617884826,0.0466277140135049,0.0115190184955416,0.0378185366373034,0.415089055071129,15.9452077091327,1.18786989128903,8.15332870504102
"facebook_metrics","uni_loo",20,0.000665245765553894,43.9175257731958,58.4878148959475,2.3108785733352,-1.12254884758305,-3.08764906142092,69.0049473012494,0.00512766915751644,0.00151815318668203,0.108057768928769,0.0740431989501326,0.029099590195931,0.00618619409758703,0.0224741666668722,0.199720462401027,12.4646986785466,1.10243977437114,9.77418715578102
"facebook_metrics","uni_loo",21,0.000463817452653421,32.7159134801081,56.941181710875,0.253695529730908,-12.4877116694617,2.93728535190386,82.8873180873181,0.00626082812259232,0.00062378639812093,0.228224772247497,0.166239022184243,0.0433991787855169,0.000536193619344349,0.020592364096974,0.27806236605233,14.0571390975004,1.11678455815666,9.38261815443478
"facebook_metrics","uni_loo",22,-1.61137225719012e-05,36.1672763083848,77.7397003745319,-0.810621949069599,-7.27220672328488,1.03993150188575,64.8848994143112,0.00757074318309329,0.00256066783963151,0.136995606146411,0.0928132468637899,0.0265559600955286,0.00325571898009462,0.027147156844471,0.295759809820059,13.9603817303538,1.12950106109747,8.69362033074815
"facebook_metrics","uni_loo",23,-9.47798052727625e-05,37.1002583343584,41.0263425664217,-1.19709870703248,-8.31554041031571,-4.77059926867623,5.56807649617054,0.00481350467590511,0.000847128380187981,0.118241385984407,0.089031544399652,0.0265040518084368,0.000911610373020469,0.0210165796247779,0.285691152497954,12.9124193090249,1.159546264594,8.5323993008884
"facebook_metrics","uni_loo",24,0.00100386816642747,60.3644036149077,37.5841982820329,0.747647645417008,-15.7666481309374,-6.3120974812815,139.901455301455,0.0123611709383138,0.00169433501747919,0.203524271559738,0.140522926436033,0.0466641531029616,0.0013333869009394,0.0339896479788405,0.2818719460402,15.4407439656339,1.19925459398451,8.07694095719734
"facebook_metrics","uni_loo",25,0.00135154164600284,76.4408846630838,33.894280955025,6.62993095152619,-4.97941832920786,-4.50030167836604,62.4056324110672,0.00424270555433939,0.00108926735114217,0.141507207303198,0.106363902100229,0.0339296460207041,0.00478459828704878,0.0192140623858284,0.161917766711234,13.090198882881,1.13703143618748,7.77870745046687
"facebook_metrics","uni_loo",26,0.000699714946416374,61.9500216356555,53.0860906799976,0.776100628930822,-16.9591262078369,2.00550273836239,62.4036053724652,0.0068601823395712,0.0010617556168035,0.151642220691805,0.108551265819961,0.028089572614309,0.000992964891975029,0.0251715367801263,0.339911655916365,13.4525795889447,1.12979466870332,9.01667997845928
"facebook_metrics","uni_loo",27,0.00178511850631984,56.5130975769482,53.0054146737659,7.44233216659332,-4.82599572301505,-0.217282722868911,72.2518577592957,0.00496537093338477,0.00130449062678573,0.18780843612621,0.14049158506446,0.0294229475012358,0.00682229065158443,0.0247461929017094,0.225825176565419,13.3189031698144,1.13028477757628,8.47136873784701
"facebook_metrics","uni_loo",28,0.00108845425668323,43.1548311990686,47.9886363636363,0.615070874927554,-16.1991961572395,-1.52483159368671,121.304347826087,0.01109692052892,0.00397693736593704,0.22741218225586,0.149481510438043,0.0483761023232927,0.00883076840669737,0.0354188755700123,0.376881456060741,16.0675533269335,1.19594115260922,8.00202882677267
"facebook_metrics","uni_loo",29,0.0018827634554283,32.7613403439978,24.933776331254,8.67218468992452,-13.3480810983896,-7.35287641067988,31.3875474965012,0.00688105204380401,0.00159484408129301,0.187379733451107,0.132276455050097,0.0242789613992929,0.00809066010573695,0.0282440216312586,0.217821481019656,12.5141556230735,1.13842434161737,8.28830390798745
"facebook_metrics","uni_loo",30,-0.000214821960005301,58.4101609058402,54.9621098240339,-1.71000366942193,-10.4515664499998,-3.3136674635232,32.6315644232078,0.00672055549641332,0.00269161636661026,0.110452269445177,0.0850519592562327,0.030595064543415,0.00328391399975612,0.0222500377564094,0.19183703068902,13.8700636853257,1.13401654196586,8.06195124432637
"facebook_metrics","uni_loo",31,0.0012396761802321,33.7739300882064,53.299128540305,0.752940778608829,-15.7917928241617,-10.2176878075709,128.533704821608,0.00858186671208981,0.00121241190657762,0.309355837883016,0.224548492912698,0.0643773139627401,0.000903602307790831,0.0309453069022775,0.292545144226514,16.252083182633,1.1987195850364,7.94202341034262
"facebook_metrics","uni_loo",32,0.00107220631497696,49.29216152019,59.2303523035231,3.65622811208304,-15.911480286698,1.66950409862779,41.2060778727445,0.00715407097003817,0.000780726231735402,0.129102982275416,0.087728553110485,0.0400501019236337,0.000530759165644694,0.0260831603012779,0.239820882522749,15.8380206581645,1.12213259222445,9.40526788146617
"facebook_metrics","uni_loo",33,0.00296930657480049,44.2399864510118,57.7784745447789,9.24803726381429,-15.7052866056423,-10.2507273511888,139.331495755212,0.0101321967777872,0.00315863628306022,0.237015094857866,0.15366761364935,0.0527996480025374,0.0118057821618137,0.0418255891321334,0.389293879252699,16.2901862177848,1.18692381091438,8.30374340058225
"facebook_metrics","uni_loo",34,0.000747290810297315,27.618530693372,41.0651349798966,2.92470052522812,-14.8784643271692,-1.02068839780066,55.8642851317184,0.00425459461942861,0.00159128813730079,0.115001990725902,0.0811125448964945,0.0282434786478016,0.00323733305435792,0.0218661236613291,0.264562819678088,11.8576948480845,1.15424598495198,8.68428603257105
"facebook_metrics","uni_loo",35,0.000212034874943968,41.9156186019303,44.231832617224,0.499363026768866,-7.40108714739548,1.00159395973155,64.2879848925958,0.0059227697747818,0.00175944515582138,0.103881617832361,0.0728730429853306,0.0329757300234004,0.00328754145144635,0.0266633837805731,0.206472994270322,11.6977839049763,1.13952739386166,8.3108346050243
"facebook_metrics","uni_loo",36,0.0008197971072542,62.7799442896935,23.8607046070461,4.39525532157953,-6.04940582490884,-4.45781467626319,42.1376299376299,0.00313121726638465,0.000469559396082262,0.0783085063650549,0.062275780263913,0.0229287587448517,0.000421838536620724,0.0135036971998814,0.16357152635678,11.7686073726048,1.14020734430383,6.89016369713283
"facebook_metrics","uni_loo",37,0.000960570486947095,20.9760330578512,44.3371273712737,-0.352565559801274,-16.0215420379698,-4.79340788699235,118.352992203639,0.0118724199871059,0.00161734836013663,0.374478616202852,0.2992677758993,0.051600794163185,0.000920435053081236,0.0352588700247158,0.380733274555435,16.8486046276295,1.19016767554426,8.01951509781396
"facebook_metrics","uni_loo",38,-0.000294723226821906,50.0022109692603,37.3104094193203,0.00243846003239109,-17.3112664910768,0.436616411538214,58.55273628106,0.0052248179145282,0.000877208908987835,0.188528815081577,0.154508747760005,0.0328369619215641,0.000991098796592224,0.0200733375593418,0.217263204038666,14.2623161404021,1.13997242190492,7.96645180758422
"facebook_metrics","uni_loo",39,0.0011088808357024,46.9522127883386,49.6009053100802,1.42865762164843,-18.3912111893661,-3.66648136240121,160.8698359175,0.0137206202016444,0.0033412604352537,0.368924779643544,0.293411900601221,0.0503930256201083,0.00431595411824421,0.040721196072907,0.371547661595454,15.5607458058318,1.19120076791727,8.11826771282442
"facebook_metrics","uni_loo",40,-0.000807239942204512,5.20085826677783,58.4635434070708,-3.24404589021202,-3.60195599022004,0.947569256827183,23.1428571428571,0.00380186868568408,0.000781705059902268,0.149245807902944,0.111505629212182,0.0256729944253254,0.000965640004962467,0.0187068669507698,0.17228046191844,10.9525443349381,1.1337581582279,7.57176603019605
"facebook_metrics","uni_loo",41,0.00198165716539861,51.3415730337078,63.3860786955629,5.52569707232503,-21.8922084759147,-5.72817878219,201.760342598578,0.00950582973063962,0.00319703235743725,0.332995582684399,0.246097626744103,0.0894097498422897,0.0100743094209695,0.0392976608199902,0.346280334688187,17.3285646243264,1.18189919789109,8.33875600978328
"facebook_metrics","uni_loo",42,0.00147789761018093,18.0148148148147,52.5431791467884,3.11360347322721,-15.3025020742482,-4.58324515167245,143.508046144607,0.0129862108290512,0.00161044641665096,0.237796111645556,0.14481464784333,0.04583961260571,0.000983196266552753,0.0377305750750162,0.367205242609562,16.7814235244938,1.18534967216972,8.11453950573058
"facebook_metrics","uni_loo",43,0.00160853698874212,81.0795454545454,38.8424184093097,5.07131194190108,-14.1181048191548,-7.96606410114229,98.3428571428572,0.0116508796597364,0.00370440034960017,0.216818482156979,0.151020498723097,0.0734786935423738,0.00426910729368238,0.0373724103804003,0.339387348868908,14.9374303681046,1.20413474971154,8.05394798740395
"facebook_metrics","uni_loo",44,0.00211135762797317,24.7216317150243,65.2559011834702,2.60912370912616,-8.18634691619613,-8.49097698772631,125.289772727273,0.0110208759292021,0.00377151581185343,0.382440229112337,0.301972816847622,0.0468192604541826,0.0101299215692738,0.0415020757685007,0.390208486413664,15.996603494066,1.18839802472243,8.21661300786143
"facebook_metrics","uni_loo",45,0.00235765577473548,56.6013650151668,54.4725061802632,7.75319771910845,-18.9027865275419,-4.36145434771214,156.243136582018,0.0106577216943236,0.00359684435724817,0.295481318931406,0.209773142646569,0.0601095388501041,0.0105642994492093,0.0378696450396745,0.294146302635843,15.8024202089992,1.19361542116057,8.07961900838974
"facebook_metrics","uni_loo",46,0.000668524641153034,26.2312977099236,64.5416519773543,4.58159296951944,-7.59336767060388,-1.96613508609273,15.4069041400679,0.00571653850307998,0.00104588713784226,0.198653675346736,0.141723319513135,0.0344936720410728,0.00104308121878721,0.0217541997001107,0.250475936650499,13.5173897035436,1.12063931098913,9.54251406094384
"facebook_metrics","uni_loo",47,0.000484438752755514,42.7736563209689,74.2378322788348,1.75618502857206,-14.2773321218932,0.448141061424334,94.9682433932933,0.00436940542113445,0.000551191070610346,0.104654394424443,0.0719107481482488,0.0212486458483855,0.000539294309587485,0.0199827254912369,0.191977927778202,19.0451624988503,1.1065451296754,9.23672626556978
"facebook_metrics","uni_loo",48,0.000820543526204627,48.5415782024062,62.5630727108128,2.71129886993753,-19.3377888358659,2.82435843341406,27.3910256410256,0.00569097559434051,0.00146075075916889,0.199825550772037,0.131075475883057,0.0208678296000021,0.00815914929308165,0.0274545164033014,0.220220244051771,17.7272551320843,1.10547169788298,8.52802464931847
"facebook_metrics","uni_loo",49,0.00128680337327302,47.5754427792915,34.4753969809841,5.87393355109204,-2.0331106292056,-3.40505731905475,42.7621621621622,0.00477720505405219,0.000509591567056459,0.1008801117997,0.0718433439255016,0.02815097154792,0.000483477972838687,0.0183504141857707,0.195547135785051,11.6039535532794,1.15680129140575,8.24274405297678
"facebook_metrics","uni_loo",50,0.0016013252108607,29.6594488188976,24.8519269776876,6.05624220961522,-14.7219707973702,0.720816288583119,12.3438701912331,0.00457237196436293,0.000535930464819609,0.102862835258714,0.0656591708793628,0.0350612093244546,0.000576697236623599,0.021664404448191,0.210503188194059,13.3074312361651,1.12766667091173,8.3016287511079
"facebook_metrics","uni_loo",51,0.000561130113627228,23.8800790067719,59.468252412381,-1.99421847762929,-36.5575055815963,1.7835716166657,144.878218273209,0.0122550358479607,0.00191022227400432,0.422158065022924,0.367600832646609,0.0570824054939284,0.00138058960667695,0.0369466897963006,0.486890804188216,16.3842034878619,1.18182711713308,8.41909100474864
"facebook_metrics","uni_loo",52,0.00175682864722269,33.2222619899784,62.7447661469933,3.49779481587262,-6.99578254109538,-6.57486231467947,90.8000969618616,0.013603259268487,0.00177715157213154,0.400460265784576,0.327446514864026,0.0671053196650886,0.000956115263181919,0.0327850542482914,0.418005760044401,16.3915010873966,1.18997180058189,8.07612279276369
"facebook_metrics","uni_loo",53,0.00140995936270425,39.7393557941502,76.8541811573066,0.0866343184825747,-20.6239702323847,-0.915434409662651,119.036434145812,0.0112779526016221,0.00395119756115779,0.232309967262932,0.147027708991004,0.0540218965895318,0.0159055992289636,0.0423043846117914,0.358250788909605,16.0652956753778,1.18021152680551,8.37679439733556
"facebook_metrics","uni_loo",54,0.00172895844286948,58.5340240583018,41.3421919363998,7.63962195267895,-16.8319221064689,1.47440332344942,81.7274401473296,0.00632249445254789,0.00290120599150343,0.18854040139989,0.133377850558383,0.0213997797908508,0.00922199546391182,0.0243844084374775,0.209583748809568,15.3036122473854,1.12678860360128,9.61366254197459
"facebook_metrics","uni_loo",55,0.000331713935092326,42.1320025756599,65.5206260480715,-1.66418873971702,-23.6449958258746,-1.75936501391609,162.458073718189,0.00972107445509732,0.00305509586747379,0.231377080494578,0.152714982684789,0.0396866469248171,0.00950945527425427,0.0351968313756374,0.381301835595377,16.456851803277,1.18989078517332,8.14910064943536
"facebook_metrics","uni_loo",56,0.000281728631522072,17.6093955321944,86.5086489542114,1.30824620696544,-15.9025810537372,-0.106393406360263,53.3986748545572,0.00787634206406872,0.00122553656630498,0.204873714680579,0.13703708232524,0.0450372267749877,0.00106673540518773,0.021554993216445,0.20722602206069,15.5143684253193,1.10597203931528,9.64782061732819
"facebook_metrics","uni_loo",57,0.0013702256373982,67.7220467466835,112.107608794818,1.17185913386969,-27.8079563547999,0.46794023922948,137.697065940714,0.0164456569759481,0.00411640734411448,0.386749340574927,0.312667791189716,0.111259305386309,0.0046827058380443,0.0477968271267808,0.437362008104219,16.5530015152328,1.18344650162126,8.44038425883593
"facebook_metrics","uni_loo",58,0.000654888560198223,37.7542814594192,55.4501423263293,-0.17378112202747,-4.85047275717042,-0.885412474544677,0.644906444906446,0.00370126150592429,0.00104323206623959,0.153713326971088,0.099703114700428,0.0315034151099841,0.00611055551393452,0.0200580397537314,0.171885942842908,15.6029073873459,1.09967820962894,8.19778573158798
"facebook_metrics","uni_loo",59,0.00101823872449572,11.9921854420932,58.4929156316128,-0.722851558034794,-17.3568117120781,-0.452137429443505,157.991287995569,0.0108389473384859,0.0014015155286049,0.332664875190395,0.249393830937487,0.0939808730728753,0.000908157738400772,0.0334435386850715,0.304407191825133,15.5557450838024,1.19034706757791,8.18008085975544
"facebook_metrics","uni_loo",60,0.00189163531339018,29.0156249999999,46.521568627451,6.36246504024289,-8.76709812140321,-3.22358572789951,90.5213316095669,0.0116581569602589,0.00433547891111942,0.411080873721835,0.316598410242659,0.0648652918172825,0.00897817270727403,0.0340809115889037,0.442271487310242,16.2810690188422,1.18918363918525,8.2597987674021
"facebook_metrics","uni_loo",61,0.00224909587523888,5.35654768027969,49.8904978563304,7.0760282422268,-13.2684653451725,-4.72808817537813,150.67056803995,0.0155741088314231,0.00180108229986513,0.238008934082726,0.157442917093528,0.0756730296997838,0.000975657269116496,0.0389315706639185,0.371906813662604,15.8400028727777,1.1884201250542,8.31704207014968
"facebook_metrics","uni_loo",62,0.000211512778384399,23.8829396325458,69.1948497481327,-1.80840088955965,-22.2353236012781,-7.64439119807649,126.139897156685,0.0114728760324703,0.00319922632033473,0.356647119751216,0.290436325911852,0.0978394900047242,0.00420950282318979,0.0370511671681995,0.390812344944424,16.3837583743645,1.19113803881784,8.27699450505771
