"dataset","method","split_id","number_of_elements","mean_atomic_mass","wtd_mean_atomic_mass","gmean_atomic_mass","wtd_gmean_atomic_mass","entropy_atomic_mass","wtd_entropy_atomic_mass","range_atomic_mass","wtd_range_atomic_mass","std_atomic_mass","wtd_std_atomic_mass","mean_fie","wtd_mean_fie","gmean_fie","wtd_gmean_fie","entropy_fie","wtd_entropy_fie","range_fie","wtd_range_fie","std_fie","wtd_std_fie","mean_atomic_radius","wtd_mean_atomic_radius","gmean_atomic_radius","wtd_gmean_atomic_radius","entropy_atomic_radius","wtd_entropy_atomic_radius","range_atomic_radius","wtd_range_atomic_radius","std_atomic_radius","wtd_std_atomic_radius","mean_Density","wtd_mean_Density","gmean_Density","wtd_gmean_Density","entropy_Density","wtd_entropy_Density","range_Density","wtd_range_Density","std_Density","wtd_std_Density","mean_ElectronAffinity","wtd_mean_ElectronAffinity","gmean_ElectronAffinity","wtd_gmean_ElectronAffinity","entropy_ElectronAffinity","wtd_entropy_ElectronAffinity","range_ElectronAffinity","wtd_range_ElectronAffinity","std_ElectronAffinity","wtd_std_ElectronAffinity","mean_FusionHeat","wtd_mean_FusionHeat","gmean_FusionHeat","wtd_gmean_FusionHeat","entropy_FusionHeat","wtd_entropy_FusionHeat","range_FusionHeat","wtd_range_FusionHeat","std_FusionHeat","wtd_std_FusionHeat","mean_ThermalConductivity","wtd_mean_ThermalConductivity","gmean_ThermalConductivity","wtd_gmean_ThermalConductivity","entropy_ThermalConductivity","wtd_entropy_ThermalConductivity","range_ThermalConductivity","wtd_range_ThermalConductivity","std_ThermalConductivity","wtd_std_ThermalConductivity","mean_Valence","wtd_mean_Valence","gmean_Valence","wtd_gmean_Valence","entropy_Valence","wtd_entropy_Valence","range_Valence","wtd_range_Valence","std_Valence","wtd_std_Valence"
"superconductivity","uni_loo",65,14.2662200418576,-0.132368060993335,-0.316525128590939,-0.25248167875688,-0.341440946566989,51.1113419856704,52.983811583094,0.303703909907926,-0.427026193101255,0.637591334547825,0.605939311426287,0.0384622587621294,0.0933343739999866,-0.0124268299725039,0.0959204280781559,50.92421436443,39.7881368612518,0.0659690056586637,0.0450527841302878,0.167905767593334,0.153856161543594,0.1716739867165,-0.346131901268575,-0.223447992709023,-0.379790931948809,51.0564485807169,50.3894428512232,0.331439692925978,-0.330416201861287,0.839180086352746,0.807016749623147,-0.00437190747331773,-0.00455989889376684,-0.00490125682864226,-0.00458157281081517,45.7675632355718,42.4876927149285,0.00219039120514354,-0.00409206145726512,0.00231832246220696,0.00435513030283786,-0.232057849723657,0.122308932804961,-0.442587529883065,-0.111246615833829,43.5706850631584,28.6530625006844,0.165530263848876,0.222187976943924,0.418000650116267,0.531816216046407,-1.18668013988313,-0.982724098650895,-1.47894006088824,-1.16343283683073,50.6372201847861,51.6765562154198,-0.232027775623344,-1.00666996183081,-0.801291718501181,-0.905699895723671,0.328826679437908,0.273669312388779,-0.385935606941215,-0.306427413196128,9.31653098244136,-13.0479499065738,0.146745373806383,0.354850610815663,0.368163265042628,0.384065704655809,-19.4589132585907,-17.9777153563626,-18.531552795026,-17.7187463618664,51.9799090254418,52.9155370687686,-3.91151155541353,-15.4204937975843,-14.6066711750319,-22.3487572582498
"superconductivity","uni_loo",66,14.1528060544169,-0.119849721845954,-0.314879144669463,-0.252904531505784,-0.348092134414118,50.7242669726954,53.4242783706373,0.310244278359986,-0.427836643939485,0.654200018001384,0.625714952583136,0.0419029788470239,0.0947522950642773,-0.00878720273763538,0.0974917688156267,50.5096589314969,39.8188044341136,0.0664022900429554,0.0451978588782494,0.169591937601784,0.156887355788384,0.188195902152885,-0.346072406715768,-0.224989754013608,-0.384255584308761,50.5049092219294,50.6948534699109,0.334536462226418,-0.334351892270294,0.845432623381165,0.817846977039204,-0.00455643147252276,-0.00469988033024557,-0.00519417041759762,-0.00476973622852299,45.2095825094731,42.3702422885705,0.00220238788022065,-0.00399621010335554,0.002419497501035,0.00454629523940205,-0.236911454234243,0.124926691886015,-0.450302944365085,-0.113493184467807,43.8027760735272,28.8157761902548,0.163837925886175,0.226043871831911,0.419110881837358,0.550754256585183,-1.18402935010399,-0.941511499173734,-1.48676019299159,-1.12977109538085,49.6946615361747,51.971004265408,-0.243186417269049,-0.926635974897055,-0.802185863588759,-0.922956191998924,0.327342066765304,0.276438133088591,-0.386459814122217,-0.308147901929545,7.10581346962647,-14.1342745097823,0.148995426005518,0.365422150115986,0.374342326725674,0.389321530941509,-19.8913438536824,-18.340892444703,-18.9605259689536,-18.1137678295228,51.8106335185154,53.0443279339877,-4.16042734815893,-15.5432762050519,-15.2703849276377,-22.872564819586
"superconductivity","uni_loo",67,14.3992973871291,-0.127892269695861,-0.307553893911635,-0.244902246748164,-0.333670093182487,51.3324922757508,52.9923376553496,0.302807324527013,-0.417389862421882,0.632528333916486,0.5961162698581,0.0405259995502837,0.0926178407436353,-0.00979729755880949,0.0945134564131436,51.0139200982195,40.3051543392671,0.0662469258963349,0.0446443897177597,0.167678191563802,0.154302852257014,0.183513528455177,-0.333200277402296,-0.210161112312938,-0.374375319788601,51.1621259094253,50.1936216261467,0.331102261850045,-0.32514071139345,0.828102568370248,0.803956182309722,-0.00437639792085474,-0.00455462411407215,-0.00495431353174153,-0.00460431510313287,45.9602994435325,42.5079274886957,0.00217900544684281,-0.00400256749543668,0.00241064500862121,0.00431707914672476,-0.234699321565384,0.109926925273017,-0.443601695682373,-0.124534131740017,43.1364842718269,28.6316942998862,0.17188544281771,0.219792282813297,0.437131190017244,0.545631135803013,-1.15287184473565,-0.920307265548406,-1.44131082302553,-1.09439600870141,50.2159495409229,51.603069752599,-0.227459558277384,-0.907776809866895,-0.769633945365433,-0.899455223673945,0.33105099729282,0.28429044774461,-0.386423283293091,-0.309471047400521,10.2921703384095,-11.6292352786582,0.146802996627148,0.366615477965281,0.366915875813821,0.384097683906278,-19.7454845800254,-18.1507934123332,-18.7940859723774,-17.9043796759496,52.1339510224953,52.7665698011177,-3.86114401657206,-15.1963792995032,-14.5373936075085,-22.3923384108531
"superconductivity","uni_loo",68,14.3713317843495,-0.132159409903411,-0.320565521926125,-0.255562781100519,-0.346941632759201,50.7980119964875,53.2642455264602,0.309667618611385,-0.427353437284976,0.647800272429624,0.619030009357557,0.0415021680287679,0.0969298137669302,-0.00998981610282398,0.100080598052448,50.9187083904279,39.6678405639708,0.0669111796805385,0.0470799852097873,0.170149881465876,0.15713867278036,0.159293718603813,-0.362776832123802,-0.237082262085445,-0.393996021289707,50.9994577930457,50.7563939599968,0.335383629023656,-0.337569031256198,0.846053959334678,0.816171269570435,-0.00440365699899343,-0.00458880428228613,-0.00502085103434016,-0.00464125167515438,45.6149554162568,43.0018077454457,0.00205207661908495,-0.00402871876348062,0.00206632124131295,0.00411877094570369,-0.233455545676865,0.117042158958022,-0.44411130863881,-0.113337461792148,43.3169054231163,28.2229142605479,0.161274915155151,0.220256718686141,0.405898542918694,0.517494711176747,-1.16579671599994,-0.960529084930286,-1.45881407186439,-1.14909202244927,50.3833478460124,52.1632770273235,-0.242578080514907,-0.971605606909399,-0.811054028289535,-0.916824224518413,0.324062885454658,0.274339019817238,-0.386212848358381,-0.314095795219865,9.25546562269083,-12.0680649464148,0.148860202701173,0.364698649252312,0.372683631435254,0.388192690434565,-19.7151365834335,-18.2502601288582,-18.8263305339203,-18.0271219178822,52.1635295373306,53.1948303382309,-4.08551404817271,-15.4257654022146,-14.8517935522019,-22.7578252082377
"superconductivity","uni_loo",69,14.3760697346121,-0.128078731297811,-0.315680024586563,-0.249352340685132,-0.340241073056561,51.0395546661351,53.4353953255041,0.31052458242441,-0.424776094398648,0.651716934301091,0.613258306453146,0.0392191201904943,0.0946551490589104,-0.011358262134709,0.0973225883022494,50.911760291969,40.0161238269792,0.066702808143765,0.0446159430377003,0.168763818298961,0.155860485672711,0.17391848933196,-0.351222574243546,-0.222213947181367,-0.38473922563431,50.9846003160949,50.6207320793038,0.332117595145782,-0.336892889562622,0.832765795556584,0.807509063537926,-0.00441225018692935,-0.00455197507636504,-0.0049948544314739,-0.00460663293903885,46.0334948592058,43.4237289742817,0.00213931369112399,-0.00397723018431448,0.00227456913490901,0.00418833874573239,-0.239176918343234,0.113741947610848,-0.453301057821292,-0.125292802601142,44.0168611260912,28.7534379928889,0.164170568568598,0.217413113663861,0.416422153247482,0.529689385837135,-1.18030674122003,-0.946916442926381,-1.49100564835561,-1.13336428098667,50.2939011419711,52.5420840355857,-0.237341533382186,-0.941714274357631,-0.794955491519122,-0.930828531204592,0.325809459388462,0.283361124216058,-0.386113591164285,-0.310794653063451,9.54586186044444,-11.9868601939622,0.148391870559085,0.370996350921628,0.371849509228464,0.389436615496763,-19.6733706087996,-18.2557966314639,-18.752920019823,-18.0227187785979,52.0610138185705,53.179499080301,-3.55902103005034,-15.4302211064962,-13.6509380850669,-21.7264778671983
"superconductivity","uni_loo",70,14.5570556201727,-0.135427718657934,-0.322686933587275,-0.259050962780621,-0.348440621449541,51.8375830742978,54.7591259990771,0.31446277485203,-0.437428244786884,0.664049991956184,0.625080679706416,0.0395976756856858,0.0961022761722593,-0.0131010226144942,0.098718824185569,51.7194843573781,41.0413982478139,0.0679444950227939,0.0476208362403031,0.172317795832452,0.158293863964755,0.185690563138825,-0.353718914644627,-0.225574294923509,-0.390054981711772,51.7415524158811,51.7230096439642,0.337597031587042,-0.335177567803892,0.851025140467157,0.822160906043701,-0.00452594261486824,-0.00471188314043081,-0.00512618575933693,-0.00477386789560234,46.2742643911705,43.4391448988564,0.00226449791133032,-0.00411010405568394,0.00251253978928321,0.00454985865896011,-0.239629338948087,0.119328616717435,-0.447766317702239,-0.112448108819846,44.1341586924724,29.4951150415018,0.167823229109327,0.231878653909748,0.419036560911096,0.526903930178,-1.18686638709113,-0.949812970870584,-1.48696504931025,-1.13194866965226,51.0885752032747,52.819164712437,-0.245066947294408,-0.942561420115842,-0.815634903601824,-0.941102059214216,0.356914873738471,0.314954103527057,-0.401911337513128,-0.330101245573488,8.90871143099481,-13.6316448882748,0.151303954017136,0.407661957837059,0.380187015888466,0.394406733463125,-20.1080986389972,-18.6148820517109,-19.1926176385437,-18.3915449035406,53.0282243833532,54.3592682223183,-4.18292122476774,-15.7883390299885,-15.4190902560337,-23.4529856184498
"superconductivity","uni_loo",71,14.5507661589488,-0.122378475976573,-0.318981083961691,-0.251354608416466,-0.348241726527838,52.0444509833758,53.9431135235487,0.308549502493087,-0.429789238375361,0.64879957839286,0.6133687615104,0.0398156088251065,0.0969318833926385,-0.010974055541124,0.100571279599715,51.8523659687804,40.1376693809561,0.066692133303327,0.047827208788675,0.169377028949692,0.156870905441143,0.193050072957488,-0.35883917232829,-0.213815860967976,-0.392547724235593,51.9557090822799,51.208608406048,0.337399162205665,-0.332126727573962,0.851715459909126,0.82105961838579,-0.00443508395897373,-0.00467875259526991,-0.00508731496129881,-0.00474245795629281,46.4272926514583,42.9580947822289,0.00216525814894692,-0.00408655397648382,0.00234677065649843,0.00439248288627299,-0.240248094935834,0.129845957874185,-0.453183845716304,-0.1065078788165,44.0572794583656,28.4215015409692,0.162759318927144,0.234581240579901,0.412352105496431,0.529503489224529,-1.18698165185384,-0.993353206920505,-1.48673820137308,-1.18777173869774,51.3116226287717,52.8691647324745,-0.230681971991188,-1.01972783457581,-0.800267642829912,-0.92233317566948,0.332697635560336,0.284622782265922,-0.391413986923285,-0.317838312003682,9.48737857730483,-13.0737311786908,0.149692718014667,0.371820468290011,0.374551731327434,0.39128580016918,-19.8613500790586,-18.3838868478234,-18.9405140191353,-18.1364352128189,53.05014956824,53.9189721757443,-3.93530701396988,-15.5479707781911,-14.8641696144355,-23.1435855726904
"superconductivity","uni_loo",72,14.3119350538058,-0.1302198942752,-0.32068387384501,-0.252927571177763,-0.347007953721835,51.1940194660604,53.6619798644735,0.306951334472016,-0.424797357572981,0.639596451961626,0.610531708630271,0.037857196691285,0.0967482941709799,-0.0133603717472812,0.099557187707948,51.0412643770342,38.9679684362075,0.0665870396770176,0.0466783969191271,0.169282624684352,0.157783490934601,0.184187116727345,-0.355685662077163,-0.216879511451402,-0.391134955770818,51.1399499600871,50.9428443843859,0.335609275572407,-0.335694685674839,0.840283154534805,0.820530719526954,-0.00439536987254081,-0.0046141585518414,-0.00502437634046511,-0.00466675111726013,45.7766818263098,42.5913122282843,0.00218000864251155,-0.00404584680341349,0.00239971267204922,0.0044522093599443,-0.245591309226646,0.113421182982669,-0.455746467685969,-0.122234848518244,43.9381476868432,28.048855379918,0.160827191706799,0.216985828157061,0.408928922255693,0.525902960393041,-1.20583179022245,-0.962633551018588,-1.5121353045813,-1.15406134506327,50.4096078828881,52.5403976916292,-0.241901766163886,-0.944445342950276,-0.81136150103977,-0.943536721971869,0.331776763623599,0.285348000899709,-0.383880711071008,-0.317326610598466,9.53325976228308,-12.2697268460459,0.149466206201757,0.379340253947039,0.37458906804101,0.390148216485939,-19.7951748002465,-18.3816611644086,-18.823022493748,-18.1414389106739,52.3167837629163,53.0959809954547,-4.00120740742269,-15.4778814184549,-14.9238032248929,-22.9760483974738
"superconductivity","uni_loo",73,14.2385634889422,-0.125174014431903,-0.315421291904023,-0.247053800085575,-0.343149836153698,50.6535780221407,53.1364083480562,0.309789962188531,-0.430281943469468,0.648313870796869,0.619646871630931,0.0337721802443043,0.093152928125256,-0.0170558265593861,0.0953155069355699,50.581002937532,39.7426352149951,0.0661373011139825,0.0442729443899035,0.167259309176052,0.15485959627593,0.189749456842205,-0.344020130216005,-0.207142614772964,-0.380531373075233,50.7351708890732,50.5087796692336,0.331506290994142,-0.331228079456327,0.828479491496449,0.804945905735499,-0.00437429310339166,-0.00458544387227474,-0.00497715540410886,-0.00465460545947439,45.911775059571,43.1947920298335,0.00217184079476754,-0.00408350832399254,0.00234957045613508,0.00440983978013315,-0.248641058793403,0.102044893620986,-0.444463775151168,-0.127136688297875,43.4748165696705,28.7570932531684,0.160585921406712,0.208556526435527,0.403897913500045,0.524788157440586,-1.1558787527499,-0.919286040995532,-1.44886584896555,-1.10470058773346,50.4609709770686,52.0602105512285,-0.247649742937004,-0.900748138548094,-0.81368371959796,-0.927573775392629,0.322288006020909,0.280178544193628,-0.383007564662203,-0.311707401390841,9.84518257247549,-11.8405100322043,0.148019000856249,0.36473604869631,0.370622443445981,0.386012555583372,-19.4618633997521,-18.0322980265602,-18.5532813112896,-17.8150479983495,51.707430111428,52.7616510533151,-3.59916217121394,-15.3865466329172,-13.7060269584699,-21.5859000694795
"superconductivity","uni_loo",74,14.3953533285102,-0.122999522367968,-0.318698739995285,-0.249322177809194,-0.345591286083125,51.532614040072,53.9241118140987,0.308489869002424,-0.428605545614957,0.656000178369518,0.620039900998894,0.037839327086444,0.0964355512075676,-0.0148392459988846,0.0992056152089771,50.9779017161977,39.9091527642921,0.0668046139623761,0.0474091202994608,0.170416164888658,0.157652125237819,0.201976337936748,-0.357212384056429,-0.21092455209278,-0.392484236845777,51.0955481409108,51.0057612157452,0.335169398219336,-0.333882001642861,0.844673096462129,0.819113373139832,-0.0044432217447915,-0.00460354737756128,-0.00505297245833477,-0.00466415804405672,46.26623918155,43.4327611826555,0.00224105230238347,-0.00405855643301752,0.00257219417455701,0.00460116415286691,-0.245822804592263,0.118449269667606,-0.457883434798164,-0.118484197038528,43.6807850806001,28.1311161907275,0.166678403746441,0.230342552427834,0.420609998309818,0.536904810836423,-1.15195431539858,-0.960654411337037,-1.42319881855833,-1.13537796007081,50.6827611047682,52.2405830202054,-0.241582765437564,-0.984181672695155,-0.813530889844483,-0.938196152445656,0.331063282005907,0.284258597372475,-0.390228552969228,-0.318995465825591,9.33518705503717,-12.9872478754722,0.149306879786781,0.371022102796503,0.374486102282089,0.39085935878536,-19.9173690002295,-18.4449052515794,-18.967378890965,-18.1829994401333,52.3939156695422,53.5391910125634,-4.05597276196183,-15.586894094455,-15.1792436786004,-23.1491047535645
