feature,importance_rf
Age,0.3353108809103945
Cement,0.2233500676662156
Water,0.12763357399208877
Superplasticizer,0.08643533061758035
Fine Aggregate,0.06352998688683496
Coarse Aggregate,0.06000846863603197
Blast Furnace Slag,0.059961062290391005
Fly Ash,0.04377062900046289
