"dataset","method","split_id","theta1","theta2","theta3","theta4","theta5","theta6","theta7","theta8"
"kin8nm","unilasso_loo_false",96,-0.0407405554065048,-0.0246361274406564,-0.152531801345061,-0.0276805009531098,0.0700544032484689,-0.0433982328820552,-0.0404683949966179,0.0222611481090333
"kin8nm","unilasso_loo_false",97,-0.0394941546855444,-0.026429818498348,-0.155698399090441,-0.0250758414949666,0.0731530028451785,-0.0431777332528187,-0.0420811098254235,0.0234667561940365
"kin8nm","unilasso_loo_false",98,-0.0372877394012602,-0.0253575357514536,-0.156179166986219,-0.0282206759326229,0.0747880021458781,-0.0460699506633755,-0.0444599801090935,0.021226338995052
"kin8nm","unilasso_loo_false",99,-0.0450304788189434,-0.0272373484724575,-0.156026611820349,-0.0202376087923538,0.0714128016334907,-0.0390381659678147,-0.0366606951251309,0.0235361076519142
"kin8nm","unilasso_loo_false",100,-0.0412189903307926,-0.0263113695150648,-0.154612622567042,-0.0242641867838636,0.0715872575522504,-0.0373921515741745,-0.0361229700620377,0.0201109645391826
"kin8nm","polish_unilasso",1,-0.0440676141330618,-0.0233355968867277,-0.150802923982501,-0.0237819086144361,0.0700555393840969,-0.041145262528698,-0.0354448250502471,0.0137653370860789
"kin8nm","polish_unilasso",2,-0.0422552767706871,-0.0241320542089517,-0.154050234308872,-0.0267392659312617,0.0709306390529232,-0.0400544282668798,-0.0390453206620088,0.0176732667053156
"kin8nm","polish_unilasso",3,-0.0400842774108719,-0.0258693504105585,-0.154441310608222,-0.0235808233749961,0.0699505908621321,-0.0368219499854571,-0.0346310115183237,0.0199581463834437
"kin8nm","polish_unilasso",4,-0.0366554121691788,-0.0263755879331412,-0.156051217534971,-0.0218464709099556,0.0666561275634236,-0.035718998127124,-0.0399389176518435,0.0157820758646761
"kin8nm","polish_unilasso",5,-0.0388468012025215,-0.0233935497962432,-0.156616779790207,-0.0242269211333409,0.0705031272862412,-0.0369808216916811,-0.0413429750932387,0.00917582527913653
"kin8nm","polish_unilasso",6,-0.0427437481662385,-0.0272077086655998,-0.157307578357709,-0.0277838910787561,0.0744463801276703,-0.0400039193103637,-0.0415044025615376,0.0247819793882718
"kin8nm","polish_unilasso",7,-0.0430040969613424,-0.0194377393507634,-0.152430047701421,-0.0229844442402325,0.0715266579341714,-0.0423228278731419,-0.0451916223425304,0.0175125257698234
"kin8nm","polish_unilasso",8,-0.0413467596881869,-0.0273198550487146,-0.157730646387939,-0.0283545310469689,0.068500611123612,-0.0396432221088472,-0.0407856022093476,0.0201596400259353
"kin8nm","polish_unilasso",9,-0.0453496799425296,-0.0194047219507451,-0.155654204063987,-0.0179304962452374,0.0732718680390113,-0.0407045571037551,-0.0389651316646572,0.0196834764986321
"kin8nm","polish_unilasso",10,-0.0402063752455341,-0.0204325409640582,-0.148388280519138,-0.0267902857592038,0.0758147383700722,-0.0395626524841964,-0.0368109652241909,0.0215718699508572
"kin8nm","polish_unilasso",11,-0.0443832941645441,-0.0225856515127845,-0.152644992558624,-0.0246566556680876,0.0676449599542356,-0.0359314470397973,-0.0390056865259364,0.0182594910480774
"kin8nm","polish_unilasso",12,-0.0378531219259531,-0.0201201757027366,-0.151173176530426,-0.0208825746244755,0.0749425338160592,-0.0363970019502761,-0.0360492767595725,0.0197078684426411
"kin8nm","polish_unilasso",13,-0.0423564178425785,-0.0236561590011224,-0.157348967271935,-0.0240021651596904,0.0719288620452971,-0.0431344376612226,-0.0445288842740107,0.0148535613485683
"kin8nm","polish_unilasso",14,-0.0398843789659357,-0.0293517503401283,-0.15393721421492,-0.0226580562990542,0.0700500479389523,-0.0438076136543516,-0.040393465385515,0.0227833034921888
"kin8nm","polish_unilasso",15,-0.0410207730487398,-0.024596929504346,-0.153574794997001,-0.0231576854752804,0.0708059928439858,-0.0398471630914386,-0.0401229590396919,0.0208631591101532
"kin8nm","polish_unilasso",16,-0.0405202194971088,-0.0222726102120194,-0.154103893622637,-0.0234189734622874,0.0698310034414562,-0.0423317001744696,-0.0400400106192243,0.0160032834357806
"kin8nm","polish_unilasso",17,-0.0420022435089857,-0.0222102109876354,-0.15556440478427,-0.0224194815426585,0.074621122291775,-0.042969273719173,-0.0390664628968025,0.0216556698237551
"kin8nm","polish_unilasso",18,-0.0434940383410572,-0.021374394883607,-0.156189886428045,-0.0198343988002768,0.0729990294401636,-0.0366638117332127,-0.0395025722899462,0.0193909459292114
"kin8nm","polish_unilasso",19,-0.0430465270800997,-0.0290754427753056,-0.154291363680608,-0.0230328856111746,0.0710805048704022,-0.0377541890127926,-0.0356679829856063,0.019545421330261
"kin8nm","polish_unilasso",20,-0.0397597623112189,-0.0212108456778866,-0.151809713066222,-0.0250446437559733,0.0703735524986605,-0.0393754650969177,-0.0354353174400188,0.0159174982091414
"kin8nm","polish_unilasso",21,-0.0430141258476909,-0.0222494845951528,-0.157872863268064,-0.0249035015450632,0.074045608704449,-0.041929206712582,-0.0397597027776796,0.0203770029305673
"kin8nm","polish_unilasso",22,-0.0357784617356499,-0.0262888127897854,-0.153755168682828,-0.0256674171355366,0.0728421384610299,-0.0368557803728193,-0.0385057533716422,0.0235181759818744
"kin8nm","polish_unilasso",23,-0.03620214294934,-0.0231164430818771,-0.156381081307745,-0.0189437723495386,0.0736885342328976,-0.0406858123459682,-0.0401679159860071,0.0211916182303531
"kin8nm","polish_unilasso",24,-0.0441047640696859,-0.0263294442484336,-0.155904158054409,-0.0227704683639856,0.0738024523088853,-0.0418438369255022,-0.0423650319483297,0.0209323484848551
"kin8nm","polish_unilasso",25,-0.0408267019608215,-0.0223130625535149,-0.156986112728527,-0.0243032568454475,0.072272070248824,-0.0415107774025459,-0.0388566388005727,0.0229122748595186
"kin8nm","polish_unilasso",26,-0.0467765449765368,-0.0284162148520733,-0.158070039335599,-0.0213870868190483,0.0707440506999006,-0.0406188444649516,-0.0374139937747673,0.0173201508336257
"kin8nm","polish_unilasso",27,-0.0379386820666104,-0.0266318530603578,-0.150185679082156,-0.02567217001503,0.0648575591847785,-0.0424867128633481,-0.0366815013951126,0.0177859568519565
"kin8nm","polish_unilasso",28,-0.038582907145919,-0.0268502256379655,-0.154171976107916,-0.0215124567817725,0.0734996605517687,-0.035727855127331,-0.0422200232422994,0.0182701095820005
"kin8nm","polish_unilasso",29,-0.0387227240878177,-0.0251888043986363,-0.157152504002087,-0.0277297160043142,0.0706870420855261,-0.0360208864266061,-0.0398840983925139,0.0144068416922888
"kin8nm","polish_unilasso",30,-0.0371749790837099,-0.0268817317401924,-0.161271292744816,-0.0246522965630604,0.0729460754978824,-0.0368912520051351,-0.040396864053139,0.0208302589925525
"kin8nm","polish_unilasso",31,-0.0445056963415997,-0.0184541908883895,-0.153630745718628,-0.0280540191673116,0.0736481803543719,-0.0394810935892069,-0.0439243168801709,0.0213118698697674
"kin8nm","polish_unilasso",32,-0.0410544322057114,-0.0247815835122101,-0.154872729502555,-0.0278358737398456,0.0666054367063864,-0.0390847620063995,-0.0421275466321062,0.0162015605099925
"kin8nm","polish_unilasso",33,-0.0362793687667386,-0.027342046102884,-0.154945556294996,-0.0298830524076879,0.0737145607058614,-0.040173657287439,-0.0404878967821126,0.0205000319299298
"kin8nm","polish_unilasso",34,-0.0392845693318563,-0.0274514086329693,-0.153037697575844,-0.0265649711393689,0.0745687406860358,-0.0408191943299198,-0.0436325749860256,0.021763401614561
"kin8nm","polish_unilasso",35,-0.0454381947726466,-0.0260328290183952,-0.15133027566668,-0.0205266582310881,0.0677271063363794,-0.0436147955323176,-0.0418833921924309,0.0173321789285164
"kin8nm","polish_unilasso",36,-0.0398384729024798,-0.0210226166649574,-0.156990844098788,-0.0271734572882444,0.0677302776346041,-0.0392697610084745,-0.0396559082880728,0.0207911630651685
"kin8nm","polish_unilasso",37,-0.0388173600551712,-0.022878030035328,-0.157630763476942,-0.0264925312868699,0.0738502577311834,-0.0446841922782541,-0.0419029440332646,0.0151901125514737
"kin8nm","polish_unilasso",38,-0.0414131612587116,-0.0197094537405013,-0.153255105898504,-0.0215605088687329,0.0685221093157072,-0.0403251249301165,-0.0348705705607926,0.0211262450885425
"kin8nm","polish_unilasso",39,-0.0383962839178992,-0.0182794028487186,-0.155277554436537,-0.0278139056304439,0.0719260487031217,-0.0394274117043425,-0.0413795562693128,0.0182168410937074
"kin8nm","polish_unilasso",40,-0.041979736719262,-0.0277647559024379,-0.155397977982506,-0.0255311322224313,0.0721718170201849,-0.0434636205020721,-0.042225938046252,0.0216598186060451
"kin8nm","polish_unilasso",41,-0.0412524129303878,-0.0236693518072162,-0.151476433252752,-0.0227977026356245,0.0646133292613137,-0.03747236283869,-0.0417113292833996,0.0180137737080319
"kin8nm","polish_unilasso",42,-0.040796829415411,-0.0256781253801938,-0.155038374085853,-0.0254945813584007,0.0737594560593986,-0.0411669066106953,-0.0400104121192445,0.0202342463177871
"kin8nm","polish_unilasso",43,-0.0381635592961011,-0.0215997024433131,-0.152824202335968,-0.0260617374054621,0.0722633661457107,-0.0402377918328605,-0.0413799496895777,0.0210308982437732
"kin8nm","polish_unilasso",44,-0.0431030752633291,-0.0271645092877302,-0.156051828806044,-0.0214404060688394,0.0698026079734243,-0.0416067252355493,-0.0414832241417706,0.0208047508258526
"kin8nm","polish_unilasso",45,-0.036520042554075,-0.0248139824215937,-0.153604818026554,-0.0226059932169547,0.0688413853058878,-0.0446084260878436,-0.0406767861342164,0.0196443245508688
"kin8nm","polish_unilasso",46,-0.0397530192864365,-0.0222404058592135,-0.154820249793849,-0.0255581675121337,0.0734322476324187,-0.0332843821215274,-0.0401446443665786,0.0181161239844289
"kin8nm","polish_unilasso",47,-0.0418812438491515,-0.0255572472941503,-0.151344905403192,-0.023679517597543,0.0705556496863471,-0.0417778284005843,-0.0409820481665589,0.0179641706093136
"kin8nm","polish_unilasso",48,-0.0430431217545541,-0.0253117722491385,-0.15415454917897,-0.0267871553804035,0.0699452926429196,-0.0414095123881307,-0.038593653499939,0.0172643002217219
"kin8nm","polish_unilasso",49,-0.0382485929713722,-0.023799724886593,-0.15570865454638,-0.0260143695286683,0.0747268055974144,-0.0368501215715766,-0.0407586997307105,0.0190437682298908
"kin8nm","polish_unilasso",50,-0.0403657902923876,-0.0289623884371909,-0.15653996741011,-0.027272034524766,0.064779565112503,-0.0434936637115808,-0.0416211329978085,0.019815974585793
"kin8nm","polish_unilasso",51,-0.0408476903217795,-0.0254546837105032,-0.153491876147459,-0.0252368084529541,0.0703246031622629,-0.0416655568492412,-0.0433745754631791,0.0183366939077607
"kin8nm","polish_unilasso",52,-0.0407821567287491,-0.0255688427283835,-0.155604011423439,-0.0218503212650627,0.0690272655597584,-0.0382432161312087,-0.0377209015737351,0.0155279170323489
"kin8nm","polish_unilasso",53,-0.0382928591178829,-0.0250132985281531,-0.156464196703183,-0.0207882517475824,0.0713737910534897,-0.0406106279438034,-0.0389371329395925,0.0200074251578889
"kin8nm","polish_unilasso",54,-0.0419101712408855,-0.0232016184611498,-0.155940903802664,-0.0266534854011319,0.0667022031137447,-0.041168559808711,-0.0419070242621811,0.0192054474483177
"kin8nm","polish_unilasso",55,-0.0456592227273367,-0.0203574126193232,-0.152472964349407,-0.024981986324337,0.070381701885395,-0.0435352590103035,-0.0363669733149399,0.0198044811434051
"kin8nm","polish_unilasso",56,-0.0391526868202639,-0.0254751696460617,-0.153686760365805,-0.024510058277947,0.0750426159574778,-0.0429414578852528,-0.0419800319331254,0.0218740778480487
"kin8nm","polish_unilasso",57,-0.0444094219044608,-0.0272937424517974,-0.156375738147782,-0.023248285289024,0.0708650698413539,-0.0398416737696034,-0.0410700438819081,0.0198976584858368
"kin8nm","polish_unilasso",58,-0.0377428327691071,-0.0301512293284911,-0.156528646223846,-0.0210859861842304,0.0726632508846282,-0.0399434399029225,-0.0383466978193147,0.0189458024564686
"kin8nm","polish_unilasso",59,-0.0439085907697797,-0.022880424360169,-0.157182770207409,-0.0264764705585772,0.0729701605073718,-0.0388640376102862,-0.0390706831236042,0.0166634873196406
"kin8nm","polish_unilasso",60,-0.0438341400800015,-0.0234426861976718,-0.156644711539483,-0.0243954315393456,0.0696118937031554,-0.0399858729813366,-0.0411569539665403,0.0167454519488994
"kin8nm","polish_unilasso",61,-0.0406045942864701,-0.0238892262655744,-0.15474016509854,-0.0257465886918335,0.0683525795972867,-0.0391027636600269,-0.0401190624146699,0.0217823724241379
"kin8nm","polish_unilasso",62,-0.0419666764841523,-0.0224946409107693,-0.156236581576117,-0.0265846829014362,0.0691677361031477,-0.0437147346824588,-0.0433750243430234,0.0201686038002181
"kin8nm","polish_unilasso",63,-0.0412228494562167,-0.0296108691083647,-0.156881899365822,-0.0231324858576819,0.0715964016563694,-0.0400970292083711,-0.0378131797882418,0.0194077330799106
"kin8nm","polish_unilasso",64,-0.0402543891024399,-0.0252090036029882,-0.155295834275783,-0.0261975010303365,0.0721326029191393,-0.0399822196030864,-0.0422697081301672,0.0214963607337754
"kin8nm","polish_unilasso",65,-0.0404571645425242,-0.0235376234120575,-0.149596697694362,-0.0268037165498891,0.0716025523572765,-0.041248368744228,-0.0376337855025334,0.022957388224069
"kin8nm","polish_unilasso",66,-0.0426399486713921,-0.0274949763671327,-0.153722707304236,-0.0228504001449064,0.0685292769860642,-0.0412456211697736,-0.0371300890866392,0.0207249555921728
"kin8nm","polish_unilasso",67,-0.0409325442977181,-0.0302361474385278,-0.154948617880687,-0.0245715989421494,0.0729624909586831,-0.0372168887315614,-0.038555504519162,0.0223796140044419
"kin8nm","polish_unilasso",68,-0.044569291694384,-0.0252980164408948,-0.15429444616545,-0.0258911146763858,0.0715500487955242,-0.0381895114209353,-0.0392432435400759,0.0190548593405122
"kin8nm","polish_unilasso",69,-0.0427509556195325,-0.0252005200127103,-0.151845876250642,-0.0263501617223882,0.070132653673703,-0.0381974855848476,-0.0412935194051629,0.0147142949849649
"kin8nm","polish_unilasso",70,-0.0419248271485307,-0.023895834177338,-0.155833149598583,-0.0286447438803956,0.0672457997864399,-0.0427783679829805,-0.0398607857939096,0.0174780679257094
"kin8nm","polish_unilasso",71,-0.0372562833015458,-0.0242384330949142,-0.156681473080165,-0.0245320125888585,0.0662217620263552,-0.0403932521939033,-0.0405448193648786,0.0202322955709286
"kin8nm","polish_unilasso",72,-0.0384821050687632,-0.0210556719993653,-0.153777434118404,-0.0283199083227482,0.071021613325111,-0.0406831392850333,-0.0368085962485073,0.0192460869739969
"kin8nm","polish_unilasso",73,-0.0398388682488452,-0.026115350793493,-0.156083309428952,-0.0206900718491965,0.069626745487284,-0.0395194137552325,-0.0398637788384001,0.0164389690259412
"kin8nm","polish_unilasso",74,-0.0387698993791317,-0.0254203243887708,-0.155107477145432,-0.025194203870008,0.0737167364873274,-0.0447323930129255,-0.0455633930055276,0.022001446084777
"kin8nm","polish_unilasso",75,-0.0416553442816918,-0.0241082261784873,-0.154894164850981,-0.023882011595892,0.0727438718700301,-0.0371961589317586,-0.036302328445695,0.0178146107324588
"kin8nm","polish_unilasso",76,-0.0429577895274699,-0.0216040080407871,-0.153701799752265,-0.0192078978372634,0.07017579964719,-0.0344645066586463,-0.0394943497174463,0.0237688430650893
"kin8nm","polish_unilasso",77,-0.0400190469415398,-0.0224916437238021,-0.156300787755426,-0.0283724205353172,0.06983626191025,-0.0364125458964689,-0.0403066435319022,0.0174113500614435
"kin8nm","polish_unilasso",78,-0.0375793810019411,-0.0232638578228252,-0.153401130541625,-0.0231011722118934,0.0725613265659742,-0.0364101424423428,-0.0401599649341837,0.0166298486020543
"kin8nm","polish_unilasso",79,-0.0413496301964,-0.0273347353319708,-0.153114636861829,-0.0260699229432612,0.0707539648293546,-0.040874292834187,-0.0425835445489437,0.0214573229911667
"kin8nm","polish_unilasso",80,-0.0381495777357252,-0.0188852992053045,-0.150016181633035,-0.0227365252013119,0.0755639317032271,-0.0377792975353371,-0.0370836049738501,0.0231047549815989
"kin8nm","polish_unilasso",81,-0.0417295798537657,-0.026387401009424,-0.159290557398502,-0.0250862077070461,0.0664483873503452,-0.0423270751694283,-0.0428162394276313,0.0188229795450799
"kin8nm","polish_unilasso",82,-0.0435820627798986,-0.0179423158655464,-0.151868892916234,-0.0220380338161869,0.0699213232448395,-0.0393665418919302,-0.0399064173904556,0.019714629836796
"kin8nm","polish_unilasso",83,-0.0424991285346453,-0.0224603059871758,-0.156663257126922,-0.021133085976297,0.0672383023050886,-0.0393026173195109,-0.0408561379313071,0.0135565831101544
"kin8nm","polish_unilasso",84,-0.0398743630952964,-0.0202946744485711,-0.153755756546398,-0.0189428523260717,0.0635997249020254,-0.0413410051148044,-0.036990348954155,0.0203022048707828
"kin8nm","polish_unilasso",85,-0.0409473019779796,-0.0243535061629436,-0.151360520921108,-0.0285685050531201,0.0738623183174288,-0.0399755418029655,-0.0435408687744262,0.0208460969444647
"kin8nm","polish_unilasso",86,-0.0398665902109589,-0.0206415521819438,-0.155559969398485,-0.0271054061319956,0.0707471097884788,-0.0380107822292383,-0.040250996724461,0.024371992547541
"kin8nm","polish_unilasso",87,-0.0425634690039331,-0.027515696894249,-0.154619295187609,-0.0217242988348118,0.0710212991913069,-0.0401772949044605,-0.0406543420040487,0.0167962957335052
"kin8nm","polish_unilasso",88,-0.0375631072546702,-0.0237468450389966,-0.157342256011093,-0.0248276429780158,0.0702947272942679,-0.0404472887130521,-0.0417976134651141,0.0180701888986036
"kin8nm","polish_unilasso",89,-0.0364262243862055,-0.0233498253184229,-0.154277657561309,-0.0231901563783104,0.0679234429345419,-0.0451951417222947,-0.03749702801694,0.0142980635907897
"kin8nm","polish_unilasso",90,-0.0366932018140724,-0.0219836077802257,-0.156220427612288,-0.0210200359948373,0.0721648552941913,-0.0405104264412507,-0.0394801633952387,0.0165269563083372
"kin8nm","polish_unilasso",91,-0.0396702513126773,-0.0230958749846324,-0.153424541280738,-0.0265964198216656,0.0689642159945175,-0.0407062077668583,-0.0401363351061143,0.0238643726822486
"kin8nm","polish_unilasso",92,-0.0394394701588889,-0.0257230613452468,-0.155309387876718,-0.0256037315084529,0.0691542780229394,-0.0403423256149636,-0.04169499395075,0.0181151184783735
"kin8nm","polish_unilasso",93,-0.040187134961216,-0.0263917978480687,-0.150584347038641,-0.0227405623263776,0.0698381270163211,-0.0407565959820022,-0.0369525310796546,0.019168939196315
"kin8nm","polish_unilasso",94,-0.03914736422847,-0.0299799735670192,-0.15674679409644,-0.0241236260588275,0.0720971078648395,-0.0427606437741532,-0.0377555393739799,0.0209569079804437
"kin8nm","polish_unilasso",95,-0.0353396320653261,-0.0274989574114284,-0.154623918137076,-0.0220360101784499,0.0753623555049969,-0.0408611415112846,-0.0411435401030653,0.0222167408985096
"kin8nm","polish_unilasso",96,-0.0402423468497636,-0.0234860327885318,-0.152886928432554,-0.0267443777868299,0.0698501575310134,-0.043003690863252,-0.0399826175773061,0.0213539635502299
"kin8nm","polish_unilasso",97,-0.0390709818954268,-0.0253606213693123,-0.156062501991178,-0.0239318606173285,0.072941861834473,-0.0427023428478321,-0.0415869434413585,0.0226176346244938
"kin8nm","polish_unilasso",98,-0.0367825316009871,-0.0243954936435321,-0.156538598045737,-0.0274086095791744,0.0746404817044704,-0.0456538765577605,-0.0440615340497967,0.0202739284586408
"kin8nm","polish_unilasso",99,-0.0446635304735571,-0.026170183165165,-0.156388590195894,-0.0189111005950208,0.0712858139832876,-0.0385970679139272,-0.0359600946161444,0.0227103696044007
"kin8nm","polish_unilasso",100,-0.0407713567317129,-0.0254021681216532,-0.154953626527387,-0.0232773095582792,0.0714525440879651,-0.0368991166559833,-0.0356512768675456,0.0191877530660054
"kin8nm","lasso_cv",1,-0.0440742397682076,-0.0240166986658532,-0.150044058046534,-0.0243420008056069,0.0698264042930647,-0.0411834080467324,-0.0356793054444094,0.0150583590744704
"kin8nm","lasso_cv",2,-0.04231317278762,-0.0249405825395968,-0.153271193352802,-0.0272448482900437,0.070703698907684,-0.040177891073604,-0.0391626678262071,0.0184676775403373
"kin8nm","lasso_cv",3,-0.0402269258982041,-0.0266286476918064,-0.153673806960692,-0.0242292590501883,0.069716548833691,-0.0369777768845307,-0.0349380015202991,0.0205098979708851
"kin8nm","lasso_cv",4,-0.0368509669223541,-0.0269088152107183,-0.15527352395737,-0.0225934227904342,0.0664658736390489,-0.0358434021448352,-0.0400359751031807,0.0166861318874552
"kin8nm","lasso_cv",5,-0.0389554000866168,-0.0241459590088447,-0.155828807411234,-0.0249677829918625,0.0703137290424053,-0.0372139874403855,-0.0413566424647849,0.0107556420423633
"kin8nm","lasso_cv",6,-0.042797002770558,-0.0277316661719815,-0.156499872800729,-0.0283427509561414,0.0741783945021762,-0.0401376839880321,-0.041559894936912,0.0252939412600418
"kin8nm","lasso_cv",7,-0.0430271676988471,-0.0204139632948755,-0.15166198875929,-0.0237343854096686,0.0713045002319726,-0.0424168197183488,-0.0451119079514436,0.0183653944701827
"kin8nm","lasso_cv",8,-0.0413874212090319,-0.0278555052069912,-0.156903976325647,-0.0288112858020102,0.0683057484290533,-0.039758818054999,-0.0408195659542812,0.0207596625558322
"kin8nm","lasso_cv",9,-0.0453107842126133,-0.0203222301967482,-0.154882688885809,-0.0189051588884034,0.0730092084780714,-0.0408234871056167,-0.0392009685272005,0.0204320396495811
"kin8nm","lasso_cv",10,-0.04026434074772,-0.021332523911006,-0.147642900770359,-0.0272961297782071,0.0755680665317823,-0.0397088532059573,-0.0370303910436309,0.0221224657180426
"kin8nm","lasso_cv",11,-0.0443990358490989,-0.0233803354969558,-0.151883585540509,-0.0251533206014409,0.067429619253419,-0.0361508305755375,-0.0391495071231894,0.0189559838749428
"kin8nm","lasso_cv",12,-0.0379934866950502,-0.0213180233946138,-0.150451266243556,-0.0216818622754289,0.0746582113148245,-0.0365719288769992,-0.0363113698028015,0.0202959144586174
"kin8nm","lasso_cv",13,-0.0424236404619769,-0.0243389741886057,-0.156534363446098,-0.0246394177139465,0.0716768008838086,-0.0431402994223033,-0.0445622875266969,0.0156774376579407
"kin8nm","lasso_cv",14,-0.0399710648714373,-0.0297772470288887,-0.153143212445975,-0.0233390395445098,0.0698242103271295,-0.0437912355743957,-0.0404548838761171,0.0234466766187443
"kin8nm","lasso_cv",15,-0.0411296916765356,-0.0252811066154681,-0.152804900601967,-0.0237701732949452,0.0706051723268274,-0.0399038211256053,-0.0401830324533502,0.0213668432293357
"kin8nm","lasso_cv",16,-0.0405718657648227,-0.0230165045244244,-0.153327037264469,-0.0240846533026092,0.0696274111182391,-0.0423830133501585,-0.0401608789948556,0.0170656550078402
"kin8nm","lasso_cv",17,-0.0420132801664037,-0.0230423930497845,-0.154781281705818,-0.0231688433383191,0.074366091638554,-0.0430163319592949,-0.0392440928203697,0.0223918746922003
"kin8nm","lasso_cv",18,-0.0435253292484202,-0.0220971956837802,-0.155394252118966,-0.0205214511218666,0.0727406779713303,-0.0368695333796743,-0.0396222071300147,0.0201385580029883
"kin8nm","lasso_cv",19,-0.0431347270297435,-0.0294685462253278,-0.153528250011561,-0.0237468361607143,0.0708222678652983,-0.0379091990396274,-0.0360044038496664,0.0202500598920694
"kin8nm","lasso_cv",20,-0.0398846900288963,-0.0220367203573738,-0.151054760325188,-0.0256773423580235,0.0701623241306758,-0.039478021367012,-0.0356541398462853,0.0165264405492944
"kin8nm","lasso_cv",21,-0.0429522739206606,-0.0230880186933117,-0.15706259867996,-0.0253909002387011,0.073756482954205,-0.0419573765506148,-0.0398937022780783,0.0210806554014741
"kin8nm","lasso_cv",22,-0.0359481622137998,-0.0268948351388004,-0.152990623069394,-0.02610810137419,0.0725709293328517,-0.0370035320099637,-0.0385935186490542,0.0238431782403008
"kin8nm","lasso_cv",23,-0.0363600102377718,-0.0237804378615298,-0.155593308002591,-0.0197941637105221,0.0733895120247208,-0.0408455157940869,-0.0402609441820717,0.0216704077849411
"kin8nm","lasso_cv",24,-0.0441287793669057,-0.0269118096485944,-0.155102427194949,-0.0233554742244795,0.0735638504465026,-0.0419371938940886,-0.0424879511538357,0.0216314245579049
"kin8nm","lasso_cv",25,-0.0408475125174464,-0.0230033246077155,-0.156196562140424,-0.0247871944916224,0.0719905486946898,-0.0415691561458485,-0.039022160106178,0.0233678271893754
"kin8nm","lasso_cv",26,-0.0467484177780959,-0.0289133821735711,-0.157254332300958,-0.0223159399149026,0.0705095715092051,-0.0406986130008863,-0.0375296455836072,0.0179850501069319
"kin8nm","lasso_cv",27,-0.0381218334297336,-0.0271098906107426,-0.14944408685512,-0.0262830817241546,0.0647076231052831,-0.0425480925528887,-0.0368931392045923,0.0187644840480685
"kin8nm","lasso_cv",28,-0.0386479503428878,-0.0274562739364632,-0.153413612670775,-0.0221485064891662,0.0732461363651711,-0.0359260474513835,-0.042225642605317,0.0188745163506798
"kin8nm","lasso_cv",29,-0.0388183527668056,-0.0259015305383341,-0.156326300809616,-0.0282288989437598,0.0704928560289427,-0.0362133407318141,-0.0399974057508983,0.0153723222906781
"kin8nm","lasso_cv",30,-0.0372955679560962,-0.0274533612562403,-0.160452718380702,-0.0252830300811191,0.072655537217638,-0.0370279931413128,-0.0404552858663496,0.0214704220311828
"kin8nm","lasso_cv",31,-0.0445797134634125,-0.0199327954722951,-0.15288562175976,-0.0284287971518218,0.0734118217662161,-0.039653985992028,-0.0439217552766745,0.0218983507803635
"kin8nm","lasso_cv",32,-0.0411017586457718,-0.0254350078864074,-0.154094102840447,-0.0282585277861985,0.0664203379121941,-0.0392178983798343,-0.042176957659944,0.0171693797011399
"kin8nm","lasso_cv",33,-0.0364446429303361,-0.0278449132260109,-0.154151353253743,-0.0302597016312286,0.073460365208476,-0.040334932929014,-0.0406425451881456,0.0210840989279364
"kin8nm","lasso_cv",34,-0.0393912680593629,-0.0278821212377721,-0.152236560714748,-0.0271082695904741,0.0742877063702915,-0.0408690461479608,-0.0436874294115838,0.0222459952399557
"kin8nm","lasso_cv",35,-0.0453800205380223,-0.02667301259311,-0.150572749545218,-0.0212418457005612,0.0675461043492973,-0.0435945495079338,-0.0419365298131045,0.018111389052383
"kin8nm","lasso_cv",36,-0.0399078595275229,-0.0220982597756167,-0.156201993843659,-0.0275746938722298,0.0674915662569463,-0.0393269068814235,-0.0397184744141908,0.0214537081691559
"kin8nm","lasso_cv",37,-0.0389684634227283,-0.0235344281475073,-0.156802458338724,-0.0269844134076352,0.0735865884671366,-0.0446614702899454,-0.0420471373042149,0.0162129452021923
"kin8nm","lasso_cv",38,-0.0414888716089021,-0.0207329679274086,-0.152491153438028,-0.0223459184754159,0.0683352512794714,-0.0403539225511526,-0.0351236178976006,0.0217178679143801
"kin8nm","lasso_cv",39,-0.0385002140852506,-0.0194125064332278,-0.154476066371482,-0.0282320930837794,0.0716947408131803,-0.0396020427005029,-0.0414501594218519,0.0189141413817577
"kin8nm","lasso_cv",40,-0.0420791662174668,-0.0283327741488395,-0.154587976626223,-0.0259791406422194,0.0719128772326213,-0.0435046149185465,-0.0423143456013794,0.0220941154311431
"kin8nm","lasso_cv",41,-0.0413529466017158,-0.0242421337958562,-0.150710935766959,-0.0234627788026306,0.0644425049327414,-0.0376569969964457,-0.0418060134496853,0.0188862016794843
"kin8nm","lasso_cv",42,-0.0408847580558741,-0.0263246020653609,-0.154232687497511,-0.026131066621255,0.0734906955613847,-0.041362061618315,-0.0401476470257223,0.0209717120279744
"kin8nm","lasso_cv",43,-0.0382953016446067,-0.0222771279127374,-0.15206319761832,-0.026509286090485,0.072003221999552,-0.0402859506549984,-0.0415518427483025,0.021529470778747
"kin8nm","lasso_cv",44,-0.0431555208149238,-0.0276840287772313,-0.155254273913343,-0.0223583339129978,0.0696042185691537,-0.0416715312778921,-0.0416100293764342,0.0214789210305241
