"dataset","method","split_id","frequency","attack.angle","chord.length","free.stream.velocity","suction.side.displacement.thickness"
"airfoil","uni_loo",51,-0.000891884742128191,-0.176733599180573,-17.7006155116714,0.0506272849640035,-173.882556081187
"airfoil","uni_loo",52,-0.000882751479037033,-0.107849455092425,-18.1859267294676,0.0523012657397712,-126.65541425589
"airfoil","uni_loo",53,-0.000987641443320799,-0.166471897224427,-18.2952751382009,0.0548667730962468,-154.849306921638
"airfoil","uni_loo",54,-0.000900083455187875,-0.20540756685343,-16.0407455948121,0.0465764542693497,-170.796923211045
"airfoil","uni_loo",55,-0.000878018327281298,-0.191916687176899,-17.1021442620535,0.0733108917509163,-155.993936205134
"airfoil","uni_loo",56,-0.000800131497234477,-0.177858697271609,-16.2196245399023,0.0641618999143679,-163.172505009574
"airfoil","uni_loo",57,-0.000778439357066508,-0.150060363672356,-18.0437872191347,0.058046822683742,-136.020818350689
"airfoil","uni_loo",58,-0.00088994650578385,-0.195582961655918,-15.2622327018576,0.0530276216045837,-147.834151656468
"airfoil","uni_loo",59,-0.00075255764704261,-0.169942765024686,-17.5842182847683,0.0648117979894158,-166.919118916423
"airfoil","uni_loo",60,-0.00087358516009674,-0.132080940971992,-18.439042214071,0.0517777377205911,-144.718238175164
"airfoil","uni_loo",61,-0.000816140342618286,-0.176234672360334,-15.3060917186206,0.0294407340897231,-144.276686249432
"airfoil","uni_loo",62,-0.000865230321387695,-0.178380101044718,-17.6317953739324,0.0442688745538976,-147.987245597107
"airfoil","uni_loo",63,-0.000822069844099065,-0.13077964301971,-18.5526228394264,0.0572318044087519,-161.105106020488
"airfoil","uni_loo",64,-0.000819831923154765,-0.200274546960722,-17.4239469134068,0.0519286638600317,-164.811275935117
"airfoil","uni_loo",65,-0.000824163561615888,-0.153057642170118,-16.9732992466485,0.0285358256698056,-151.552165089788
"airfoil","uni_loo",66,-0.000830954217953938,-0.126566868680999,-19.4887030899409,0.0635538050839728,-140.51192843859
"airfoil","uni_loo",67,-0.00075466752121016,-0.211320157991187,-16.2569761337504,0.046654921019242,-169.97991736922
"airfoil","uni_loo",68,-0.000859712612290605,-0.192483971875709,-17.2545955446053,0.0393421340683674,-177.256279093948
"airfoil","uni_loo",69,-0.000787456186912117,-0.163969627801172,-17.7352327598614,0.0674364384352328,-161.598824908953
"airfoil","uni_loo",70,-0.000746243379543001,-0.229150953084331,-16.0360858372353,0.0566913006851647,-171.759285430787
"airfoil","uni_loo",71,-0.000820947483682731,-0.190186624390636,-17.4264725854292,0.054969201207482,-159.891545576577
"airfoil","uni_loo",72,-0.000845735042125641,-0.145940466483967,-16.9053230427912,0.0545575245066042,-151.678831565112
"airfoil","uni_loo",73,-0.000892383207056609,-0.204792338207728,-15.8996827166226,0.0466120433837346,-184.213349173496
"airfoil","uni_loo",74,-0.00088825955188553,-0.185540780499194,-16.7311695540269,0.0792094819750739,-162.184315326916
"airfoil","uni_loo",75,-0.000791481959951209,-0.240380907065183,-12.1689408340738,0.0791975421556771,-191.400821371436
"airfoil","uni_loo",76,-0.000946296689110923,-0.176006151874513,-16.2881542221688,0.0554640698179847,-172.184392960068
"airfoil","uni_loo",77,-0.000858900473962845,-0.164674138767783,-17.4911172579134,0.0440787101711305,-153.871380457352
"airfoil","uni_loo",78,-0.00090090891995916,-0.168868663214381,-16.9109243819049,0.0241988614866172,-152.36870707921
"airfoil","uni_loo",79,-0.000795830249385554,-0.219366107516554,-16.8365262364129,0.0391788981707705,-177.642443832547
"airfoil","uni_loo",80,-0.000893061915545063,-0.133507826755629,-18.1094762710856,0.0700787093521473,-144.647550471083
"airfoil","uni_loo",81,-0.000816719849387948,-0.227031908633734,-15.0106151925666,0.0484094962885349,-190.815424977934
"airfoil","uni_loo",82,-0.000872701209634197,-0.192790916036476,-16.866676946066,0.0479815859838185,-173.319770728401
"airfoil","uni_loo",83,-0.000730027787825972,-0.159527850003241,-17.9392608263935,0.0473212757479468,-169.34822823881
"airfoil","uni_loo",84,-0.000813304927074666,-0.178883254580905,-16.9748518348853,0.0446302899134104,-149.545631698667
"airfoil","uni_loo",85,-0.000716474862176469,-0.226143290558202,-15.2785155766966,0.0666740398931261,-169.343339336379
"airfoil","uni_loo",86,-0.00101292606006893,-0.202610657050902,-16.5436040870379,0.0357696787034056,-178.99681763306
"airfoil","uni_loo",87,-0.000960446300132001,-0.191031403682593,-16.0733114901413,0.0502237607271073,-159.950940653764
"airfoil","uni_loo",88,-0.000927105851891554,-0.132575745332428,-18.8303586010037,0.0604720748355106,-143.02466247074
"airfoil","uni_loo",89,-0.000785165587799622,-0.168627541522757,-15.2516042388057,0.0440261768505804,-173.021942458166
"airfoil","uni_loo",90,-0.000858423408708712,-0.174926043904543,-17.0195610779479,0.036999035394405,-139.025426060996
"airfoil","uni_loo",91,-0.000897535984585494,-0.191056017385541,-16.4362293536439,0.0434991853566465,-162.778092554988
"airfoil","uni_loo",92,-0.000774595640466618,-0.171975631239056,-17.5424509299841,0.0649452884919009,-166.674878864836
"airfoil","uni_loo",93,-0.000842939930958793,-0.225285441547748,-16.7061034625286,0.0529350072341356,-186.132241649899
"airfoil","uni_loo",94,-0.000757459944445308,-0.195551443242383,-16.41640691842,0.0471513748474881,-154.720825544602
"airfoil","uni_loo",95,-0.000876648777850117,-0.216604911397824,-17.4944894275995,0.0609011614438228,-181.167782455426
"airfoil","uni_loo",96,-0.000862576303831567,-0.200529340513255,-17.0232256805213,0.068227640086974,-182.566961792168
"airfoil","uni_loo",97,-0.000778541659236332,-0.206160456969866,-19.5393209030912,0.0372055456254121,-172.8115669767
"airfoil","uni_loo",98,-0.000832849044754195,-0.181536203491307,-16.9236991058498,0.0483184176687979,-147.891329144349
"airfoil","uni_loo",99,-0.000954340801150502,-0.176002294753476,-20.2292554822773,0.034030189905692,-170.20741344706
"airfoil","uni_loo",100,-0.000826449592474227,-0.217454990191393,-17.2396672836576,0.0473340880511477,-161.612405751303
"airfoil","unilasso_loo_true",1,-0.00120828985545132,-0.4011469544096,-36.1543196006849,0.0905293036258277,-148.508138847012
"airfoil","unilasso_loo_true",2,-0.00130202044668955,-0.385664456857549,-34.8228812995887,0.0889117295529367,-155.054447398342
"airfoil","unilasso_loo_true",3,-0.00133856413241525,-0.327187550188421,-32.5060138123417,0.0857571371925226,-165.976413665113
"airfoil","unilasso_loo_true",4,-0.00125250136773551,-0.289009693297565,-29.06160585183,0.0913946721198836,-171.794911829631
"airfoil","unilasso_loo_true",5,-0.00124727486149655,-0.355203384025375,-35.0410369390881,0.0907879918707579,-186.303892658963
"airfoil","unilasso_loo_true",6,-0.00125654559748342,-0.454933879422263,-37.505414605611,0.0982478015559452,-138.647844577646
"airfoil","unilasso_loo_true",7,-0.00129578270584727,-0.388667315932133,-32.6571270616314,0.0689901618559051,-173.044704812564
"airfoil","unilasso_loo_true",8,-0.00132997831740523,-0.387411919210261,-35.164658080892,0.0959681185593353,-168.183826751564
"airfoil","unilasso_loo_true",9,-0.00128544031759387,-0.434106883374244,-36.1790881259919,0.102522159360036,-143.115432310989
"airfoil","unilasso_loo_true",10,-0.00118638135057708,-0.376277954919901,-33.1526898966389,0.0837567392602658,-154.146422286632
"airfoil","unilasso_loo_true",11,-0.00116588158449575,-0.430675595549176,-36.4204932437663,0.101178486044034,-140.718638823027
"airfoil","unilasso_loo_true",12,-0.00134707827807334,-0.383415935028621,-34.9104798672637,0.0945941757308499,-176.122229834219
"airfoil","unilasso_loo_true",13,-0.00135396737011137,-0.458804717287155,-35.6899978541327,0.0923925221348189,-143.962404233992
"airfoil","unilasso_loo_true",14,-0.00122861689581373,-0.373604973951454,-32.5084580760606,0.088004266774175,-150.297006843519
"airfoil","unilasso_loo_true",15,-0.001173879545065,-0.370166135356214,-35.0813447659711,0.0810786306311136,-154.674492070644
"airfoil","unilasso_loo_true",16,-0.00126474428969462,-0.350588356216683,-33.7756842387415,0.0765336234629782,-155.831291640601
"airfoil","unilasso_loo_true",17,-0.00123358597131606,-0.365529084387304,-35.3302178232148,0.0878499937259014,-170.139167497153
"airfoil","unilasso_loo_true",18,-0.00125400588465287,-0.335732061989705,-34.364955511442,0.0918766569450118,-175.878259363786
"airfoil","unilasso_loo_true",19,-0.00123753892751034,-0.431687785185842,-34.6277383611896,0.0934729140238664,-138.809286035913
"airfoil","unilasso_loo_true",20,-0.00130410100138055,-0.424516967357142,-35.4957373916663,0.0995191925024996,-138.233040622165
"airfoil","unilasso_loo_true",21,-0.00130674291723208,-0.391268363750256,-36.470803881897,0.105484496292207,-173.679694907805
"airfoil","unilasso_loo_true",22,-0.00129707067291681,-0.430084217178779,-36.0153338078391,0.0901510832765862,-146.5668767401
"airfoil","unilasso_loo_true",23,-0.00118052669421051,-0.303415057985279,-32.250396273154,0.0891391863274094,-189.490857106486
"airfoil","unilasso_loo_true",24,-0.00123767502197963,-0.38986692386227,-34.3061930415581,0.0828844416316558,-156.705520823403
"airfoil","unilasso_loo_true",25,-0.00128008204012605,-0.366257192483681,-33.0033123556312,0.091363929794555,-136.61249727476
"airfoil","unilasso_loo_true",26,-0.00124520013752112,-0.408000320183591,-33.3955278028296,0.0947858683180151,-146.110258707019
"airfoil","unilasso_loo_true",27,-0.00132594215861585,-0.346398022781173,-33.8983666922445,0.087476210787879,-175.697527291904
"airfoil","unilasso_loo_true",28,-0.00125861503194364,-0.383036342712844,-35.7292364635229,0.0879568047955833,-149.794482350983
"airfoil","unilasso_loo_true",29,-0.00120798069941386,-0.418509920866356,-36.5147043701926,0.100448899552497,-143.237777171847
"airfoil","unilasso_loo_true",30,-0.00132698982832264,-0.405481291864413,-37.4612427264698,0.0898797176543637,-152.447338444183
"airfoil","unilasso_loo_true",31,-0.00126279017545117,-0.374797514235096,-35.7521258527231,0.0894504955750908,-145.912392072214
"airfoil","unilasso_loo_true",32,-0.00135343535971733,-0.37777098118667,-38.0574184623345,0.0897900442221152,-166.829739763038
"airfoil","unilasso_loo_true",33,-0.00126634671634213,-0.37465711100848,-36.0496038566511,0.0914483224829948,-164.734453002499
"airfoil","unilasso_loo_true",34,-0.00126246481390003,-0.460173702563891,-36.1172784069838,0.0781229196631946,-139.758963007041
"airfoil","unilasso_loo_true",35,-0.0012920762619429,-0.334632646336545,-33.7019336184252,0.0945340504871088,-181.557187525353
"airfoil","unilasso_loo_true",36,-0.00124670711154562,-0.378647065670758,-35.0993340337078,0.0791421740110029,-163.899174530401
"airfoil","unilasso_loo_true",37,-0.00126783211528705,-0.450345631373877,-36.2576278736572,0.0844997573267498,-146.15603242461
"airfoil","unilasso_loo_true",38,-0.00123311939997225,-0.456927938313636,-36.483743126352,0.101801454635155,-140.233716801296
"airfoil","unilasso_loo_true",39,-0.00123003149487702,-0.454700512235036,-34.0967617105405,0.109740494858207,-114.215082238616
"airfoil","unilasso_loo_true",40,-0.00128498858198068,-0.415117351607461,-35.0348228599008,0.0994745470532475,-150.891905557059
"airfoil","unilasso_loo_true",41,-0.00125823957426443,-0.377284282947401,-35.3796834309106,0.0985056380061776,-159.157230259987
"airfoil","unilasso_loo_true",42,-0.00122893260265751,-0.368101833585115,-32.3147362434941,0.094462072420217,-156.1060580171
"airfoil","unilasso_loo_true",43,-0.00134871702850548,-0.34256173888952,-35.8917544514071,0.0930094078936849,-182.671209766852
"airfoil","unilasso_loo_true",44,-0.00128963525936261,-0.400276997531664,-35.4461000157897,0.101437836563438,-142.124204600148
"airfoil","unilasso_loo_true",45,-0.00118449362672088,-0.463478906837985,-36.2959441525976,0.0990468143389844,-135.959659206357
"airfoil","unilasso_loo_true",46,-0.00123444114084064,-0.391342041621357,-33.1439022576402,0.0857744072704462,-148.611440444872
"airfoil","unilasso_loo_true",47,-0.00134377202929841,-0.421304989726635,-33.4783201982318,0.100254682859049,-147.57641548094
"airfoil","unilasso_loo_true",48,-0.00127690058498788,-0.337529711006319,-35.2636920865563,0.0908448726761902,-174.8915463295
"airfoil","unilasso_loo_true",49,-0.00126057826994024,-0.491828656978407,-35.8493180346852,0.0987723583496077,-123.074577901423
"airfoil","unilasso_loo_true",50,-0.00128464072359073,-0.34551007602961,-33.2563556504573,0.110115796617839,-173.680521631094
"airfoil","unilasso_loo_true",51,-0.00130790977195603,-0.412808560035128,-36.2148099696574,0.0982130579501134,-170.152171827176
"airfoil","unilasso_loo_true",52,-0.00126112112859114,-0.332729453786408,-32.9953023382669,0.0861773708265961,-143.789594864479
"airfoil","unilasso_loo_true",53,-0.00137279166602492,-0.419401600827765,-34.5497303646732,0.0909218360566531,-146.314890721851
"airfoil","unilasso_loo_true",54,-0.00129846817891577,-0.392350885354481,-32.829023126645,0.0995856760149246,-155.261054613952
"airfoil","unilasso_loo_true",55,-0.00135529124119612,-0.456438528628011,-36.231916313692,0.114712516531579,-140.605281517177
"airfoil","unilasso_loo_true",56,-0.00127069297024817,-0.43352071278794,-35.2316808336125,0.0980106636501574,-142.38133078688
"airfoil","unilasso_loo_true",57,-0.00120597738639637,-0.407889859403928,-35.0630970533588,0.0923353313995958,-128.032041327097
"airfoil","unilasso_loo_true",58,-0.00133806669237621,-0.470721956229521,-33.7871640413305,0.096949519984469,-123.18124469162
"airfoil","unilasso_loo_true",59,-0.00119890912786796,-0.321445323131316,-34.3570803901536,0.0920556429501219,-177.628980943267
"airfoil","unilasso_loo_true",60,-0.00120643221088147,-0.258800621805842,-31.5391297823494,0.0956930128595964,-170.188285254144
"airfoil","unilasso_loo_true",61,-0.00123774114110821,-0.420543184976224,-33.8888075148811,0.0824636505521057,-134.647201343041
"airfoil","unilasso_loo_true",62,-0.00126438417186889,-0.471891920611689,-35.1971608986379,0.0876042583141723,-109.389902570623
"airfoil","unilasso_loo_true",63,-0.00119962200737839,-0.309372615600121,-35.1377454581634,0.0955620046538285,-184.741743444271
"airfoil","unilasso_loo_true",64,-0.00122332039027223,-0.352493979719893,-33.8866678129272,0.0879394000534701,-161.25796393528
"airfoil","unilasso_loo_true",65,-0.00115973680034499,-0.299778254602683,-31.464817096379,0.068613532123468,-168.696115015803
"airfoil","unilasso_loo_true",66,-0.00124596778367033,-0.388128054326915,-35.6287647983531,0.0966450163245121,-145.018090958264
"airfoil","unilasso_loo_true",67,-0.00124244418993591,-0.473073362674838,-36.9685277988513,0.0928041506627637,-144.154278028275
"airfoil","unilasso_loo_true",68,-0.00123763273987244,-0.342878754808652,-34.3744292585132,0.0811573368852987,-176.374320843548
"airfoil","unilasso_loo_true",69,-0.00124403852738213,-0.393785684145173,-35.6824558876037,0.0978961064944692,-156.999070607546
"airfoil","unilasso_loo_true",70,-0.00124261754802244,-0.47264932598211,-37.8270882151612,0.0993465245221872,-139.1927657909
"airfoil","unilasso_loo_true",71,-0.00126402435905164,-0.407532817826628,-35.6503742623958,0.108504473914968,-156.386304106987
"airfoil","unilasso_loo_true",72,-0.00123245744875337,-0.329248067033776,-33.5914012074125,0.0947404047933567,-166.608983360803
"airfoil","unilasso_loo_true",73,-0.0012843709035379,-0.395814173530713,-32.9136921777521,0.0826315500138182,-166.725973693945
"airfoil","unilasso_loo_true",74,-0.00135698883833441,-0.36685297310426,-36.8021950230687,0.108834843558045,-166.056411604796
"airfoil","unilasso_loo_true",75,-0.00125170569839154,-0.355413703889729,-33.7826366041496,0.110379684588697,-183.441134877247
"airfoil","unilasso_loo_true",76,-0.00131061398623382,-0.403798167733476,-33.5831663827779,0.0931185104348978,-154.375944113829
"airfoil","unilasso_loo_true",77,-0.00132396806394764,-0.440139077766119,-36.8723716677456,0.0924070423062181,-150.766997363461
"airfoil","unilasso_loo_true",78,-0.00128428205409411,-0.362504013241614,-33.0891789025123,0.0738423397999821,-151.213628162894
"airfoil","unilasso_loo_true",79,-0.00125335412575213,-0.416123578176901,-34.501226743423,0.0918246136600887,-154.756501419755
"airfoil","unilasso_loo_true",80,-0.00126604618468133,-0.337154373433809,-31.5791439019464,0.0949245321911995,-156.851716294514
"airfoil","unilasso_loo_true",81,-0.00122752097422799,-0.391717698145462,-34.2458863583575,0.0786878981026175,-175.398566564972
"airfoil","unilasso_loo_true",82,-0.00127282806457865,-0.434394713907737,-32.9015348841644,0.0840873635454246,-144.925427655721
"airfoil","unilasso_loo_true",83,-0.00112765501725853,-0.328336562329807,-33.70714202175,0.0813059864599208,-175.889131300756
"airfoil","unilasso_loo_true",84,-0.00122902045608295,-0.443061175391381,-35.0613994273684,0.09221031519997,-129.12722206345
"airfoil","unilasso_loo_true",85,-0.00119845917474073,-0.467395057361344,-36.4363982321531,0.102432874234454,-133.334418218807
"airfoil","unilasso_loo_true",86,-0.00138098420955136,-0.323932619340052,-33.3398330375853,0.0773466115779019,-190.593972894723
"airfoil","unilasso_loo_true",87,-0.00133407491538771,-0.35926774172745,-32.1104345059985,0.0873348576901128,-151.836225642348
"airfoil","unilasso_loo_true",88,-0.00131466665015467,-0.381142858986957,-36.0195851098235,0.106592854026098,-156.144647142285
"airfoil","unilasso_loo_true",89,-0.0011738705959074,-0.351624617263034,-32.5574941256754,0.0812231868916947,-167.046950410606
"airfoil","unilasso_loo_true",90,-0.00128060916842302,-0.411787058548375,-34.9442082818728,0.0835020955578853,-129.365407580891
"airfoil","unilasso_loo_true",91,-0.00127918902148263,-0.352963075596879,-33.3743549980269,0.090290816674501,-159.624802148818
"airfoil","unilasso_loo_true",92,-0.00124661521163643,-0.336837972943897,-35.5707027215319,0.100576138950215,-179.860081636448
"airfoil","unilasso_loo_true",93,-0.00128777599500711,-0.419984727550627,-36.412825748452,0.0896263340481665,-164.413576304492
"airfoil","unilasso_loo_true",94,-0.00120160927945462,-0.421914596723143,-35.2276408026014,0.0836715216261801,-131.064833368114
"airfoil","unilasso_loo_true",95,-0.00135281114273257,-0.400645060898006,-36.7747457049869,0.105692080765184,-176.202726236615
"airfoil","unilasso_loo_true",96,-0.0012829138268366,-0.336865588688234,-32.718988284779,0.0929143223922119,-179.568003046633
"airfoil","unilasso_loo_true",97,-0.00120340657444647,-0.417311197479292,-36.2308846862214,0.0821098208903178,-151.146407540001
"airfoil","unilasso_loo_true",98,-0.00126607281551533,-0.412348304293348,-36.176722191101,0.0824019449316972,-139.781532232486
"airfoil","unilasso_loo_true",99,-0.00131329598138121,-0.378071340702924,-36.1758473732273,0.0827970379323702,-173.572492314667
"airfoil","unilasso_loo_true",100,-0.00126251816760053,-0.477907720506417,-36.1379915878176,0.092632269279039,-120.402378251377
"airfoil","unilasso_loo_false",1,-0.00121778512468015,-0.434560389134207,-36.7420993790507,0.0966653727143051,-138.738868943122
"airfoil","unilasso_loo_false",2,-0.00131288969814854,-0.416881653276529,-35.4243807207705,0.0948698799963979,-145.576463727729
"airfoil","unilasso_loo_false",3,-0.00134602705455184,-0.354278030224671,-33.1464433526667,0.0915196706452975,-157.763078764589
"airfoil","unilasso_loo_false",4,-0.00126735969295697,-0.32357160459271,-30.1020114870634,0.0966087054834983,-162.320120342907
"airfoil","unilasso_loo_false",5,-0.00125900999826127,-0.383694191943282,-35.7716094018214,0.0952010674116714,-177.05454401942
"airfoil","unilasso_loo_false",6,-0.00126621393547761,-0.482570002450284,-38.0947057099013,0.102357961821919,-130.573398451077
"airfoil","unilasso_loo_false",7,-0.00130544693093649,-0.424367326110915,-33.5887626782901,0.0821251910379794,-161.948293784086
"airfoil","unilasso_loo_false",8,-0.00133483147421175,-0.410634273593099,-35.6510377563451,0.100747744265378,-160.463068146953
"airfoil","unilasso_loo_false",9,-0.0012938743706693,-0.461106812381014,-36.78576780002,0.105713005009466,-134.967223455348
"airfoil","unilasso_loo_false",10,-0.00120756146887086,-0.410595154505747,-34.0010878487393,0.088412268172126,-144.766477643418
"airfoil","unilasso_loo_false",11,-0.00117640679450135,-0.452512396537484,-36.8841952174604,0.104168614376587,-134.060136609785
"airfoil","unilasso_loo_false",12,-0.00135222121025241,-0.407224498612876,-35.5778978800601,0.0995535493772066,-168.220434567951
"airfoil","unilasso_loo_false",13,-0.00136356694113013,-0.478790586814265,-36.281356883706,0.0970908957748899,-137.978332327242
"airfoil","unilasso_loo_false",14,-0.00123822938599778,-0.406522783739988,-33.3798456479836,0.0938662784778603,-140.592909714397
"airfoil","unilasso_loo_false",15,-0.00119030763800154,-0.407478477383508,-35.9789547072125,0.087328023642958,-143.61008450644
"airfoil","unilasso_loo_false",16,-0.0012753819447253,-0.395215672658005,-34.8833148472932,0.0848477963533578,-142.915089806183
"airfoil","unilasso_loo_false",17,-0.00124496042612473,-0.399739669307197,-36.0801790898099,0.0951395844289078,-159.663037200838
"airfoil","unilasso_loo_false",18,-0.00126439600675557,-0.366550524882411,-35.0965029627523,0.0965801496622887,-166.462365749873
"airfoil","unilasso_loo_false",19,-0.00125507957481364,-0.463310021008757,-35.4695334229353,0.0991204103794186,-130.303799901007
"airfoil","unilasso_loo_false",20,-0.0013153242060963,-0.450602889335125,-36.063914559306,0.102320456281906,-130.752766469629
"airfoil","unilasso_loo_false",21,-0.00131961646424428,-0.426746442324199,-37.3020091379156,0.110252112666339,-162.799112976842
"airfoil","unilasso_loo_false",22,-0.0013051481647749,-0.460874163579942,-36.6912037336503,0.095771537763549,-137.220993624071
"airfoil","unilasso_loo_false",23,-0.001194148539264,-0.333586471632498,-33.1910583613953,0.0944170258882092,-180.162409409873
"airfoil","unilasso_loo_false",24,-0.00125136307974412,-0.42265018530645,-35.049344457821,0.0919976549284362,-146.925108986488
"airfoil","unilasso_loo_false",25,-0.00129342378085626,-0.406923653043455,-34.0002190080049,0.0968092359618338,-126.137721071066
"airfoil","unilasso_loo_false",26,-0.00126053911771034,-0.451602046556453,-34.4684840610353,0.10157172132538,-133.936070046803
"airfoil","unilasso_loo_false",27,-0.00133561219122899,-0.376467518902655,-34.5998209740474,0.0949067483532392,-166.257434988133
