"dataset","method","split_id","age","Jitter...","Jitter.Abs.","Jitter.RAP","Jitter.PPQ5","Jitter.DDP","Shimmer","Shimmer.dB.","Shimmer.APQ3","Shimmer.APQ5","Shimmer.APQ11","Shimmer.DDA","NHR","HNR","RPDE","DFA","PPE","sex_1"
"parkinsons","uni_loo",24,0.398091849977989,168.182976775913,28242.4540403837,267.676646143621,223.607994963461,89.2574959541936,39.3520214916305,4.87524606257769,64.4138799693062,57.9305712214211,68.7299524515491,21.4711773271088,13.8127585008742,-0.439426907638053,17.5829226100531,-18.9886360262199,20.2959006807543,-2.6461468466975
"parkinsons","uni_loo",25,0.399350196262183,140.598784596081,20724.5102930864,214.785851684502,189.513734279572,71.6071985445983,41.0351508983238,4.90192379610333,69.7201146143364,57.8893463193997,67.9750734350956,23.2410616603281,12.7399103798364,-0.403286008530352,17.9426510958701,-20.8540237697169,19.0559104372638,-2.43958488810161
"parkinsons","uni_loo",26,0.363346980068167,104.635906067935,15013.1670924019,160.523752945584,133.894368443211,53.5030068573941,36.008750352214,4.29711641479653,62.9463272309725,51.3586827920644,62.5379623385865,20.9816526042778,8.27559996171461,-0.380692726044345,16.3341175672851,-17.3331947264742,16.3744411887396,-1.93077769950791
"parkinsons","uni_loo",27,0.384830068460922,111.997609433233,18749.0610443845,170.672610280468,145.489106650027,56.926966772089,36.9510760197373,4.45333808929922,61.9460153265312,52.9307130627291,61.5908957120647,20.6491064083976,9.54636553138277,-0.392769985886293,16.646423365382,-16.5642779951828,17.9785577474509,-2.18573368667593
"parkinsons","uni_loo",28,0.401694056215891,119.027397094063,18838.9473997076,174.643730157298,146.889844754089,58.2096171202857,38.8391237580216,4.68853301838609,66.289347617467,54.4928369375309,66.4214289447794,22.096439390948,9.41479106282273,-0.395283943130875,16.922471338786,-16.233349495481,18.2907838889571,-2.67130551664395
"parkinsons","uni_loo",29,0.404060207982981,179.933453167195,21052.4549555451,285.428717623229,211.767955887531,95.1316866403149,46.4116583545892,5.50095978079351,82.10506156707,66.1269768101462,75.6935223527965,27.3697060210761,13.2620629846302,-0.447602886172824,16.3249881765549,-15.3442391602351,18.216933098091,-2.38419471293734
"parkinsons","uni_loo",30,0.375317764683454,143.572575376231,21755.0759774357,227.111152344491,180.654908808646,75.7345287179239,40.797741124753,4.92232697121623,71.0334781087943,58.1695174576237,69.5092403167171,23.6783753955428,10.7955510642552,-0.445813673189136,16.4490001991686,-16.345997044744,18.8547261390615,-1.97058591560674
"parkinsons","uni_loo",31,0.37222693142273,125.053423347647,20757.8107044303,196.890954823061,168.984129721134,65.6348160761164,36.9119045148386,4.49683189530702,63.6837948259652,53.8521586573741,64.8766737033749,21.2276862962268,10.4098642820405,-0.414375471403211,17.5778591078906,-15.7777371549135,18.7808975717357,-2.27431983512857
"parkinsons","uni_loo",32,0.38773627189934,123.670121820122,19510.6993127974,194.670523578042,162.335193161291,64.8825441851117,40.4250105487464,4.76048329192569,74.1971822448866,57.8579231047601,64.6693516050735,24.7325319453013,10.2408957117806,-0.431379614477711,16.8376123065424,-15.7815973314562,18.1619951828401,-2.36626628159054
"parkinsons","uni_loo",33,0.393091783177079,169.23017779224,20149.0294009463,262.809609901326,216.012091375636,87.5934779009812,38.0438266705699,4.66935222847056,61.9726952680559,52.2582059225137,63.6712421572077,20.6571109304647,12.3430956212518,-0.412430929962899,15.4173379308293,-19.8096204362654,19.6664184415232,-1.9615129757553
"parkinsons","uni_loo",34,0.361137689488188,176.364505052436,22460.0630603245,268.767416798839,233.186071922871,89.5959904091313,38.7709780687764,4.70468559360686,62.1087790298479,55.0150054454508,63.3212195730137,20.7037349639333,12.6276154156913,-0.398494251024411,14.0397396100643,-15.4223268957439,20.2827176921244,-2.06286925248258
"parkinsons","uni_loo",35,0.365880221088622,145.909645511111,21902.576258175,230.536825961196,200.359211408021,76.8743755868311,37.2690379302353,4.4741780028534,62.6335903716135,54.6475640221487,62.9510380680471,20.8779079738844,11.1228868624994,-0.405122740902168,16.073023892129,-14.2036531324724,18.695461781392,-2.04866523137557
"parkinsons","uni_loo",36,0.371337860759011,143.539544054061,21729.4450334538,237.283447892231,186.72340450331,79.1066007266343,42.5243090115715,4.93489808309823,78.3186622120882,61.1680033721424,67.6010487039158,26.1063584271052,11.0409138129612,-0.407051845489923,17.8164388444087,-17.6569533817383,17.8147018099041,-1.90562297099127
"parkinsons","uni_loo",37,0.367813413789197,133.224449704238,15714.2430336127,212.392900202106,172.10897404666,70.8147930513896,33.3497372602521,4.07586158249473,53.2881855133461,45.4373843855584,57.9379675038059,17.7628376093013,9.59066578272145,-0.387547536870054,14.4807136275684,-13.3493287828714,18.3621174955454,-1.98557484469836
"parkinsons","uni_loo",38,0.359962466372371,194.363144237023,23305.0222314239,308.721023360612,243.218936635477,102.906575030374,49.0450809927889,5.73392669007775,85.7174642777544,68.1447749627044,75.4359952321443,28.5736007083807,13.3838144785833,-0.490342558925441,18.0728177290626,-12.4514930994839,21.054980352506,-1.96541598175688
"parkinsons","uni_loo",39,0.384389190102583,174.314303459218,22918.1270672425,271.913635464677,223.107251455956,90.6367161046512,42.8851681225222,5.02573110281348,73.6104880933454,61.4568641663734,69.5118467606912,24.5360868313489,12.9158419195549,-0.445691514897385,17.1547321981934,-18.0437932734121,19.743019261174,-2.1457222194851
"parkinsons","uni_loo",40,0.35199068857081,157.258620417198,19496.287114664,255.703978675759,192.205211533244,85.27321254081,37.7171819428977,4.56034268921532,64.6372566892735,52.8623960028464,63.0917720869083,21.5444413384015,10.8059315883479,-0.375444543067215,15.4816003780354,-16.5816254177591,17.0502952563359,-1.80899906699871
"parkinsons","uni_loo",41,0.38429205984689,137.949052606192,23345.9955653438,224.960495290627,171.739530615434,75.0155729655455,36.6472197809122,4.45085806912695,61.2555653735838,50.1534186900961,65.4257953420443,20.4186578079904,11.1006050346278,-0.404510094613232,19.4151395696625,-20.6645231527621,18.2085176509373,-2.57272359330776
"parkinsons","uni_loo",42,0.359008449187964,124.861102693693,20346.8242698967,185.848407896533,162.944774769166,61.9607322725456,35.976011793131,4.39331446105851,58.6362584993591,51.3849739109991,62.7168240875072,19.5459180002526,9.91364250754015,-0.414368174379589,17.6584271256455,-13.8559625942167,20.2587100370315,-2.45267540736455
"parkinsons","uni_loo",43,0.3528608966302,130.576833435377,17035.0750736544,204.190925096206,156.586269287921,68.0828496709399,31.6964929748155,3.92848961103945,52.4078261518611,43.8498537240609,53.1145447562023,17.4703428998063,10.5139903286674,-0.356826483711973,16.5307572489913,-21.9039262756032,16.8520898884771,-2.05019238846551
"parkinsons","uni_loo",44,0.373883965460299,176.73166230856,21976.7211986198,285.798860012999,217.903045697076,95.295448888672,36.2801481711181,4.41896472129339,60.0963706673864,51.1383511642607,63.2532312137087,20.0308974430336,11.32043357072,-0.405365094334933,17.5253274953389,-16.6629774741501,20.675477859591,-2.07742939693949
"parkinsons","uni_loo",45,0.382553343451036,134.069296416201,20990.0737006568,199.659317121687,178.189959642669,66.5612180798836,34.6718895026793,4.27360817114605,55.298223941268,48.5734178378269,60.3017208720613,18.4320973790088,10.7000920481502,-0.412311684626912,16.6774071828749,-17.2914314059392,18.7707420498207,-2.21908673881549
"parkinsons","uni_loo",46,0.359615057079098,124.519734814152,18259.6326926033,193.133882214688,167.02714052751,64.3859464053384,38.9410097631457,4.67536162123513,65.1175955766287,54.7913972157527,69.9786938772476,21.7058122607185,12.0199983069416,-0.404664867220185,16.4563626845825,-17.7743988546118,17.3802585744229,-2.22500924121152
"parkinsons","uni_loo",47,0.380730882563436,100.138012933037,15047.0598633763,144.267742248874,135.939539312064,48.1039132047831,33.8262401270772,4.06450043374392,53.9456452397406,47.6977698336011,62.2435487123904,17.9826432366529,7.90918706511791,-0.37738636726862,15.5055098657647,-14.360420320606,18.2322523299428,-2.22261452425752
"parkinsons","uni_loo",48,0.397915856819131,121.421478734825,20722.2390526802,176.537072320719,163.014868292997,58.8635856349722,41.0005832803829,4.89801913600056,70.5695777591038,56.7711856607353,65.75306559751,23.5219863111907,9.81472798214442,-0.436443886523297,18.6534006772284,-18.3918450199974,19.0742951705432,-2.8708121245085
"parkinsons","uni_loo",49,0.379202851867158,105.879818552628,11956.1199270187,154.843215124811,124.586454336885,51.6079155153746,31.2397920769317,3.7932002765258,51.1469878401795,43.7742051306933,57.9971561958231,17.0505139766448,7.16405926024038,-0.333159237047705,15.6351664942049,-18.5737533092447,14.8599233850395,-2.42958565476063
"parkinsons","uni_loo",50,0.395715110120557,138.971203046245,17461.2116281718,208.207172844751,181.939784339378,69.4389479745608,34.8106946103802,4.24444190152479,55.5600639239501,48.0648330060093,62.5549776233232,18.5205136449707,9.79694901153553,-0.39287029863837,16.5028041618156,-17.5106400105776,19.3232556810905,-2.21672627196333
"parkinsons","uni_loo",51,0.384825315148694,171.782237251988,22591.2902955952,278.531318662133,216.496694232226,92.8735373871357,36.4402976378118,4.41587536736516,61.6618506330857,51.3481112688528,57.2518802388157,20.5544229293583,11.6131664454411,-0.404152789569067,15.0156344949044,-13.6437216771929,19.3162617566013,-1.86372056414903
"parkinsons","uni_loo",52,0.349371386492212,156.148609376695,21960.685108987,260.671330965349,198.519067953472,86.9144059303892,37.0907725763026,4.47221225243238,62.1376483915635,53.0303397220984,62.4934207733137,20.7130418069551,10.7982069075307,-0.406455655387117,16.9385992164382,-14.0981104195559,19.200109689697,-1.97055287948974
"parkinsons","uni_loo",53,0.36766845788031,104.534426902874,17777.9404051258,153.292665499596,130.568365698697,51.1193689062074,29.1863941322107,3.57724061780299,45.2344198879401,39.26207310057,53.7185701384907,15.0786848127068,8.18446112266214,-0.360567597787829,17.292973836386,-17.044301769571,17.6171303994443,-1.86569759451983
"parkinsons","uni_loo",54,0.37602326727325,140.037476768139,15481.9549210664,212.029742897426,179.176555097591,70.6981635001112,39.8688249675552,4.85304711444147,68.1872357054019,56.3426859143202,64.8273986700653,22.7292312247538,10.6747631359216,-0.400014744214674,15.7731513608761,-16.9230775040459,17.7663804671419,-2.12714331408014
"parkinsons","uni_loo",55,0.367101444684672,166.536495124173,18011.2306489103,264.493471517272,228.182339413885,88.1547570161377,39.3126277127366,4.56414934923287,64.0512336642244,55.3227001350313,67.6620189078949,21.3508735332059,12.9040750974685,-0.422851009566284,16.2642930592988,-13.9111792068215,18.5700175894112,-2.13157772773815
"parkinsons","uni_loo",56,0.372747460216291,125.706482665335,19508.7096662807,190.508872064968,167.13466819683,63.5210648698485,33.4813174946874,3.97395198116299,56.8354524965679,46.7705246488845,57.1038394666516,18.9449287499047,10.1166631580875,-0.406134275716853,16.3904188507797,-18.1814659444755,17.1248667982664,-2.52492907035147
"parkinsons","uni_loo",57,0.355778520434687,109.051092611389,14967.0327984083,166.03385652184,136.129471629055,55.3704041253653,37.1374355643249,4.55511005850218,65.711728531023,51.9011469595295,65.9373546475269,21.9028645714728,8.72125373615375,-0.385237001284688,16.2640144365229,-17.0470111472202,17.3542540562495,-1.77452729594266
"parkinsons","uni_loo",58,0.396077387985485,182.922844271595,22002.1449249363,289.23229366032,224.15948072104,96.4498999826435,42.1934755481121,4.98039442863306,73.2597370810598,59.5674599130164,69.1773158845703,24.4200959544943,11.0995408072476,-0.421766339600972,16.3421052302836,-15.1064970519731,19.9499971832623,-2.28772896883033
"parkinsons","uni_loo",59,0.352362722023083,138.781114934967,20131.075987642,212.987652165854,188.284229278213,71.017150020449,38.8195181016903,4.67417514019267,67.7473862137861,55.6695184359373,65.0388890429975,22.5835360199922,10.8751674400447,-0.437530304638373,17.1941412395781,-16.4096114001301,18.2559499583569,-1.61566309144598
"parkinsons","uni_loo",60,0.389179348153294,142.506198141457,18444.5781188287,217.632218260734,183.151706298936,72.5799581005024,39.3558176946013,4.72903704946261,66.772436305921,53.8591821394626,67.6557366705531,22.2582676947835,12.1563029882828,-0.400034556794491,16.5212832153827,-17.9258609208015,17.4123616807575,-2.48166016651397
"parkinsons","uni_loo",61,0.383669483568329,164.6109090726,21198.064811552,258.003817741749,220.131833125035,86.0317341514926,47.2533396723573,5.525603569291,80.4759060375683,66.7666866182051,77.7109498204611,26.8253542177119,12.30652637923,-0.430916739018337,17.0588701032386,-19.1772887948431,18.7328336066829,-2.32470188692784
"parkinsons","uni_loo",62,0.373606092449979,117.71000949483,20665.5771734305,182.713193821874,145.301197376623,60.9153556024853,35.8765472814693,4.34806150976955,59.9752213487596,48.8235825791428,58.7460814498065,19.9933565330849,8.32643438808105,-0.381378287078934,16.4653654679071,-17.2921265246598,18.2454315655982,-2.51407483570699
"parkinsons","uni_loo",63,0.384174762250741,103.436583658964,18044.8276803146,161.542541046575,125.976720920151,53.8693743293415,32.9094461245057,4.05849346941152,56.0085819737374,44.8370111076358,56.7630914385525,18.6700921435952,9.2863973285283,-0.423209088958998,17.4604043453881,-18.1324803158782,18.0825806078005,-2.43489687584622
"parkinsons","uni_loo",64,0.358425963072265,159.738412104918,20248.7221424318,260.777942028604,197.41040417787,86.9408342982942,39.0217899378725,4.7277140256759,63.9914211145773,53.2249137777554,62.7338679167541,21.3305950772012,12.2438624486941,-0.384504704728963,15.4286447131767,-16.0640670931702,17.8593293150823,-1.73483308733618
"parkinsons","uni_loo",65,0.367154304720809,160.655968449991,19413.3113730099,244.200836400464,199.895234710743,81.4026236954689,41.3504592910885,4.91550620848851,72.8872400098667,57.3619950811213,65.5782313062935,24.2960365420834,11.7223983604676,-0.403261655511229,17.0195654537699,-19.6389807690156,17.7422674320703,-2.19662012162416
"parkinsons","uni_loo",66,0.375174761636512,122.961365875994,18032.0853400564,185.906823937395,166.950333422547,61.9785579612368,39.4302477377188,4.87375383268605,63.9531244270883,53.9953937462432,65.9950055379474,21.3171274761823,11.6006071186058,-0.398168496726498,17.4496445169603,-19.103547512917,18.7953290069208,-2.2088403966872
"parkinsons","uni_loo",67,0.396004862089383,117.683096355812,17661.1116677358,177.376873951358,156.458639960823,59.164617657703,38.8937637951427,4.66763093118784,67.2058365115074,56.9089620204296,71.9617118429415,22.4014492218608,8.66168019644103,-0.37327173971698,15.3165039442187,-17.1866902843102,16.4239305031577,-2.63843492925412
"parkinsons","uni_loo",68,0.371310871333078,120.157786620216,18575.6278325753,200.985824600082,153.582835782382,67.0268394211676,36.7732633529984,4.36776769655393,61.0015399678719,52.151009227791,64.0086061183182,20.3338259955574,10.4362434164501,-0.395091867810348,17.8845723900429,-19.0961192808241,16.4880821563044,-1.95078695908229
"parkinsons","uni_loo",69,0.382700752914638,104.017740677245,14971.6604244339,153.926101365509,140.247329202528,51.3217669357362,29.111468891403,3.71993148117084,47.053475643364,39.5881453366432,53.5868617372578,15.6833958637183,9.00131037662212,-0.353529935253575,15.4298957636177,-20.1372262629442,16.7586433889379,-2.12090658245124
"parkinsons","uni_loo",70,0.363290446731574,203.899508311614,25959.5992352018,323.288603383015,269.192584321344,107.752245611418,41.3311136403788,4.91071348262379,69.6857164605356,62.6990644506982,71.3754593452795,23.2289604580893,14.4813465457307,-0.433119275901325,18.8779041006943,-17.4470628770384,19.2357658414023,-1.86004143486507
"parkinsons","uni_loo",71,0.362389546070875,158.798460980112,19348.7369261658,246.886211904074,205.058195588875,82.3181456130348,40.1770314084365,4.72686948212383,68.9567615849674,57.6046859694811,65.0581874834607,22.9852954050339,11.1851327223935,-0.407472391083067,17.1847571613641,-17.9860580153213,18.8920743197974,-2.18944400120894
"parkinsons","uni_loo",72,0.381375470761715,124.911214794853,21329.3711857786,184.945773305821,167.021796569474,61.6798135754417,35.766393115824,4.46576054341291,58.5427451477076,51.1156041579682,67.289957347067,19.5146599744198,9.7040296657368,-0.408327878293003,17.1581575414375,-16.0353315297629,19.3426704463763,-2.61583338431091
"parkinsons","uni_loo",73,0.383992622018818,143.280595693468,25634.6418564379,233.308721382343,178.971966415771,77.7686347069876,37.6454449324998,4.56970946412337,64.8309367835452,50.5646044445323,62.8443950748614,21.6098995477378,11.2953152469214,-0.409991570301061,16.8265548595916,-16.5315649633117,19.7835377508356,-2.36786648038317
"parkinsons","uni_loo",74,0.387302467708185,124.192406051214,20938.5490539924,205.005298128466,159.545745783734,68.3565642735446,32.8362877154143,3.90113082683582,56.4073199890039,47.0467862991959,53.8448819583919,18.8032797024277,9.39512937198455,-0.396520636321627,16.4943499225021,-17.2904209582298,17.5715316304459,-2.67423291212039
"parkinsons","uni_loo",75,0.366318752956464,132.465543894185,19043.4337260182,206.346918133893,177.026783417879,68.7992272726064,37.1100186209296,4.54270089429836,60.834836827213,51.9265500259672,65.716892836921,20.2774534026521,10.4699253882245,-0.397733879954166,16.9115690443043,-17.4300724535605,18.8268237433105,-2.03261496078883
"parkinsons","uni_loo",76,0.360744037029921,124.670385225576,19206.910007102,203.235110720889,164.862701208976,67.7773942870713,37.4811076095785,4.50199038508602,64.4151748631982,53.7687775397428,64.3957811429093,21.4708113208109,10.539913878921,-0.433838065827286,17.0837850528324,-17.4212209348029,17.2583606070821,-2.34165893710722
"parkinsons","uni_loo",77,0.376461242294279,131.270570511633,21214.4988602237,208.632786442673,165.225971135673,69.5666237660031,34.9352808536619,4.30053917038268,57.0047557569387,46.3886163717754,60.4208589054008,19.0013024309293,9.99663666598135,-0.425121696159517,18.805268576849,-16.6904068297402,18.7942745803002,-2.53057672209179
"parkinsons","uni_loo",78,0.371939022123191,142.504460157726,18679.569338087,216.387434771845,181.205127224817,72.1352514600177,38.4747864106305,4.74121124387021,62.3893470445963,56.1797913038543,65.9104223371838,20.7964076625354,11.5060700339685,-0.461407715050715,17.851633998013,-17.1011586187683,19.0983807433284,-2.10079085499918
"parkinsons","uni_loo",79,0.377120784699823,106.416050130184,17916.4762721931,160.46730928871,138.86453512945,53.5211238912162,36.113264033198,4.40708992495483,61.7041931625465,51.1366562069334,62.9067728655527,20.5680648827396,8.05038766707204,-0.380085820592003,14.4550191765157,-16.2039604331372,18.5223933891907,-2.18633246173537
"parkinsons","uni_loo",80,0.39087961963462,135.890176135855,17454.3690755217,213.330505203454,171.021005697244,71.1302762995812,37.9181617465003,4.52401592673135,65.4268964428027,52.8238765372065,66.024238460234,21.8081675945929,10.198154050095,-0.392076019667495,15.325103688913,-17.5467863904138,17.8223596102007,-1.65005883067943
"parkinsons","uni_loo",81,0.376457705733274,135.52185853705,16781.9287050267,203.997753468651,187.271104405761,68.0365970504063,38.6871524436655,4.62105256498611,65.8966126861176,57.0371182636601,64.6123648381994,21.9652205704638,10.5413901164796,-0.41745141109235,15.4950422975709,-13.7377370720547,18.7120662512467,-1.46195808007267
"parkinsons","uni_loo",82,0.377828492934755,149.035326282606,18517.2019891788,219.655685761848,194.133423990171,73.2425657101107,38.8480806606447,4.59948913333239,65.1276324750629,53.2516744775719,66.4462636781897,21.7096622467477,11.1780972005005,-0.39808084134503,15.9270046133791,-16.5670505502087,17.7966400793158,-2.12891157877172
"parkinsons","uni_loo",83,0.359475466144881,115.977533346262,15629.1469789848,186.089975709902,166.893842087212,62.0310203515095,34.7226304931593,4.09875880969323,56.6930432788058,48.1674773517153,59.2717527989525,18.897141236785,10.5248423132848,-0.403682629630861,16.5851314085915,-19.3688477118809,16.507880598372,-1.89631039490814
"parkinsons","uni_loo",84,0.363061381897843,132.313753364695,19452.9482886554,215.624325840284,173.782479019013,71.8926959844433,41.9777102790712,5.12372805529156,76.6814351102111,60.963872655818,66.9228259542198,25.5608371893178,11.5271217815117,-0.394181414770301,16.4110731260405,-15.1532285249543,18.1618154447464,-1.78421898057381
"parkinsons","uni_loo",85,0.388941701512559,128.839616517284,20644.6271851681,192.925050739529,170.687481516804,64.3306925234569,39.349953948327,4.72924854075708,67.4112081374769,54.9372682380525,65.2290864445005,22.4703205958529,11.6812368103257,-0.430307963979947,16.072352123499,-17.0926476919339,18.0172398086005,-2.91748806580661
"parkinsons","uni_loo",86,0.42507019354843,150.542613011731,22707.2770849863,237.42193671153,190.158606668562,79.1537444345117,44.4725751147252,5.24396335690208,82.2097980230336,62.2386047055849,70.2041477910384,27.4043501966204,10.8831414282774,-0.430748593523154,17.0514635201235,-17.0211148612678,19.5607739795304,-2.74265375709866
