"dataset","method","split_id","mean_atomic_mass","wtd_mean_atomic_mass","gmean_atomic_mass","wtd_gmean_atomic_mass","entropy_atomic_mass","wtd_entropy_atomic_mass","range_atomic_mass","wtd_range_atomic_mass","std_atomic_mass","wtd_std_atomic_mass","mean_fie","wtd_mean_fie","gmean_fie","wtd_gmean_fie","entropy_fie","wtd_entropy_fie","range_fie","wtd_range_fie","std_fie","wtd_std_fie","mean_atomic_radius","wtd_mean_atomic_radius","gmean_atomic_radius","wtd_gmean_atomic_radius","entropy_atomic_radius","wtd_entropy_atomic_radius","range_atomic_radius","wtd_range_atomic_radius","std_atomic_radius","wtd_std_atomic_radius","mean_Density","wtd_mean_Density","gmean_Density","wtd_gmean_Density","entropy_Density","wtd_entropy_Density","range_Density","wtd_range_Density","std_Density","wtd_std_Density","mean_ElectronAffinity","wtd_mean_ElectronAffinity","gmean_ElectronAffinity","wtd_gmean_ElectronAffinity","entropy_ElectronAffinity","wtd_entropy_ElectronAffinity","range_ElectronAffinity","wtd_range_ElectronAffinity","std_ElectronAffinity","wtd_std_ElectronAffinity","mean_FusionHeat","wtd_mean_FusionHeat","gmean_FusionHeat","wtd_gmean_FusionHeat","entropy_FusionHeat","wtd_entropy_FusionHeat","range_FusionHeat","wtd_range_FusionHeat","std_FusionHeat","wtd_std_FusionHeat","mean_ThermalConductivity","wtd_mean_ThermalConductivity","gmean_ThermalConductivity","wtd_gmean_ThermalConductivity","entropy_ThermalConductivity","wtd_entropy_ThermalConductivity","range_ThermalConductivity","wtd_range_ThermalConductivity","std_ThermalConductivity","wtd_std_ThermalConductivity","mean_Valence","wtd_mean_Valence","gmean_Valence","wtd_gmean_Valence","entropy_Valence","wtd_entropy_Valence","wtd_range_Valence","std_Valence","wtd_std_Valence"
"superconductor","uni_loo",75,-0.132018166942107,-0.325882479215428,-0.255099581256594,-0.351994910564124,50.589351979866,53.6517154177595,0.308624810215975,-0.442832008182005,0.649415509963577,0.61554071707488,0.0402940648411851,0.0970021861122137,-0.0103901793326128,0.100287317431214,50.4312802248168,39.3788477717051,0.0667543756320742,0.0475852167324299,0.170285187232329,0.156695416052518,0.175985873253482,-0.36116836613425,-0.224700025455811,-0.393740136226549,50.4754748444347,50.9254997085372,0.335512633362573,-0.340084382506584,0.844978121913725,0.81780657131406,-0.00438779843979436,-0.00465235484418255,-0.00499750097746131,-0.00468285199872279,45.3445658601581,43.0875085609709,0.0021799819736457,-0.00424012376813189,0.0023951935721963,0.00441305561424565,-0.233663685743365,0.128813303087609,-0.444849841815555,-0.108477618700765,43.3482139697017,28.1521116036911,0.16308783886244,0.236324442938709,0.414545934660143,0.523152728698097,-1.16807786907624,-0.945816404920199,-1.48919377214139,-1.12041575691122,49.8806141797909,52.0823127666123,-0.234043533562544,-0.945044938027896,-0.782361329156267,-0.933020304028629,0.341208812981793,0.288484508814474,-0.390967096330423,-0.323383864435146,9.00654426840401,-13.1052625982801,0.149806416848661,0.385048868511575,0.377076064466918,0.390247250584943,-19.6419603635445,-18.1786967289612,-18.8123180372175,-17.9548096482153,51.634611357284,53.0198582398563,-15.4512419712705,-14.4501399348092,-22.6735302501639
"superconductor","uni_loo",76,-0.137570457586913,-0.322396353466306,-0.258258801919451,-0.347695693741659,51.0302298699277,53.6276558808499,0.308211503652966,-0.420215059550493,0.64651803092512,0.619272791821547,0.0406401077828216,0.0976105930816573,-0.0103337540218501,0.1008223631972,50.7999308984962,39.7823002823002,0.0663695543983067,0.0471537499525011,0.169040356250753,0.15678020145406,0.17186749448923,-0.362659353839022,-0.227583042480985,-0.395043832163451,50.871197490549,50.8824270014343,0.333015693256871,-0.331806824240723,0.837843262882602,0.815780614919094,-0.00445981355767584,-0.00464801875544679,-0.00502136868297616,-0.00466212108912332,45.7245601485856,42.8283950788632,0.00213596335448716,-0.00401639915252025,0.00228358157227969,0.00428185479203606,-0.23723034686429,0.113623701999231,-0.442029065511773,-0.11761182176684,43.4441591560949,28.1948463403175,0.165853026620263,0.221434984651219,0.419128156686968,0.533979380316546,-1.15394891752351,-0.92871691358076,-1.44873756670466,-1.10599350117258,50.4894306897254,52.1615198684743,-0.239097035177519,-0.918003551659864,-0.797642797554705,-0.906553521549393,0.338578684047422,0.286761004692515,-0.385373575656567,-0.317663174300711,9.31351465147894,-12.2742262304848,0.148946693469065,0.376884314001515,0.373415633440736,0.389051725967437,-19.7120841970106,-18.1823696929465,-18.7974960942362,-17.9510665071911,52.0796627782579,53.0223642873273,-15.2309863945247,-14.5194040831403,-22.7587218212138
"superconductor","uni_loo",77,-0.132375612360301,-0.319364268053148,-0.25237278457792,-0.343911116668335,51.0660110557201,53.3985088142888,0.311919927535526,-0.426838939891417,0.653833605510792,0.618007553111627,0.0412024383380471,0.0947839604499207,-0.00930666714182592,0.0976176565920485,51.4987062416642,40.8282252804785,0.0669550558975562,0.045143390199095,0.169540260022352,0.156092231383485,0.183797255097329,-0.35330129523663,-0.225078406565664,-0.386904532299257,51.4805017241586,50.9163854432058,0.333815658422758,-0.336571461899853,0.837859308019084,0.809811138867456,-0.00448489410684021,-0.00466327117898986,-0.00503039732063976,-0.00468045777346652,46.016821885469,43.2964256587654,0.00218481435582387,-0.00412648989995687,0.00244032902662954,0.00446839263418811,-0.228247109151432,0.127524450754494,-0.448589151378527,-0.11276952659178,44.1127691162339,29.373713253579,0.167989316524396,0.226346306737685,0.425016025294148,0.542658594665225,-1.16466722370367,-0.936148303867068,-1.47365111625311,-1.10863265639719,50.3343868574262,52.0138351180767,-0.233211210261269,-0.926305839959234,-0.793636424917692,-0.928373855082937,0.335901650890241,0.285958222182039,-0.38167425093047,-0.311468239457459,9.51714551570448,-11.9870699520858,0.148077127020426,0.375090852471162,0.37241073681483,0.384888355316333,-19.725625691101,-18.1740697608102,-18.8506694868764,-17.946482737904,52.6140895792792,53.3151932750553,-15.3398645162372,-14.3265116770693,-22.6278530009702
"superconductor","uni_loo",78,-0.133602969131807,-0.323097158654635,-0.259618778486379,-0.350225559685993,50.8190115608845,53.5683883156662,0.309543687707026,-0.425080393892779,0.652059796967819,0.618681849785739,0.0417938973835516,0.0968921297137731,-0.0101370029257099,0.100268787227976,50.6962140419666,39.9800411328625,0.0668897065824429,0.0459645730834586,0.170652491557056,0.156905841835551,0.165985889865978,-0.361111804238624,-0.235243440362868,-0.393096333564634,50.765744714869,50.8923219289849,0.334408530149674,-0.341238389182645,0.842197928746161,0.816142034226538,-0.00447684074959933,-0.00461333783642708,-0.00505271168769358,-0.00466289263054573,46.0503352681849,43.4280862646155,0.002179127575359,-0.00403350647839691,0.00241053798047027,0.0043905074300988,-0.233334587498614,0.120285465573334,-0.446816151554619,-0.113823168755354,43.7677617834724,29.0506516314616,0.163856105716846,0.212415473800125,0.415784976918013,0.528353518632056,-1.16773663012139,-0.941235209212171,-1.48531651010675,-1.11649909659993,50.3824266703829,52.1357355670809,-0.216612051587789,-0.925439053527151,-0.756069506569152,-0.895882436661153,0.329272024091514,0.279062096990298,-0.391956889324896,-0.314551223435865,9.5343886791855,-12.1562167570064,0.147993466171267,0.366350924631658,0.37069145559834,0.388679730990528,-19.8201888644935,-18.2696397750666,-18.9448468728733,-18.0672757537315,51.9114897484058,52.9850300161672,-15.4572963080167,-14.0558523216073,-21.9788151206014
"superconductor","uni_loo",79,-0.136550773588635,-0.32093161403675,-0.256345788881694,-0.345083135101098,51.1839038158828,53.6717335080446,0.305851235338829,-0.425558629026324,0.640431470707474,0.611046329276605,0.0392588739606309,0.0957924652022351,-0.0118828116658089,0.0989650144446435,51.1428781491868,39.5001970675813,0.0665223047531845,0.0458998856562758,0.168695590026819,0.156335948946447,0.172353379907861,-0.358560063679721,-0.228552730301534,-0.390618341496345,51.1896114967002,50.9090544077308,0.333256401703904,-0.34161140405382,0.838788156161722,0.813151922384436,-0.00447950024020714,-0.00463802927300787,-0.00502367789316837,-0.0046774989609751,45.8055448497227,42.5102214137143,0.00209231828175241,-0.00409237220571896,0.00216746671771786,0.00427043615529058,-0.244855880982092,0.119257795509675,-0.45267575977078,-0.115221352133795,43.7988239423293,27.8859128503853,0.164478539537633,0.228631366102264,0.417746884115818,0.536905366881095,-1.1825524506827,-0.94115698626215,-1.49812179150837,-1.13620839666994,50.6459598397866,52.0918775747921,-0.240359432142775,-0.924855910696631,-0.797519412795988,-0.904703311730953,0.324389534945818,0.289637460507642,-0.38074256518853,-0.317035283625052,9.08028606823396,-12.4025921160844,0.147905395639596,0.383661355891333,0.369757061889771,0.387927344107111,-19.6184366765328,-18.1951744671302,-18.69938336953,-17.9750805273092,52.5106784357791,53.2616968191149,-15.6303170129155,-14.4839591931605,-22.2749517312089
"superconductor","uni_loo",80,-0.128286728409601,-0.318372592021761,-0.254232239220829,-0.345884900730661,51.1265050461922,53.8278628891814,0.311938503338787,-0.428648282061056,0.654315622598164,0.621248529101181,0.0373329882918947,0.0949094346303592,-0.0136144448703393,0.0975859380494101,51.0509477939661,39.6384942063052,0.0669882779919296,0.0464308637978935,0.170063024184542,0.157158863208052,0.192664462995755,-0.351531991098774,-0.215098177746795,-0.387443788287512,51.0683986664371,51.173417694454,0.335906692269676,-0.337182676417577,0.84390030516157,0.816661499903089,-0.00438873090606422,-0.00458269891740705,-0.00500520220222775,-0.00465136473332634,46.0366967023984,43.1989563016006,0.00217872189571956,-0.00402503865924523,0.00231148621460044,0.00441563630120014,-0.244858581138738,0.119118909013537,-0.448889540422533,-0.113714226505187,44.436602364704,28.6832019222716,0.161318654744687,0.231146618945673,0.406504408195582,0.522314029850056,-1.17207038219708,-0.952581681056963,-1.45626566997741,-1.1323006467325,50.3746034660427,52.4911242121644,-0.246677141907449,-0.954044826775614,-0.8277728569067,-0.95945009798739,0.330504502503082,0.283382880567158,-0.386436401183356,-0.316559560207043,9.63538393749464,-13.1155484369618,0.150279220505798,0.376126615969241,0.377110756738876,0.390551550536639,-19.6527601722593,-18.1994133990924,-18.6894366916263,-17.9306995509088,52.2686288049202,53.5064647621074,-15.3018498085833,-14.8468110027323,-23.126698281124
"superconductor","uni_loo",81,-0.120488344767296,-0.314407216111999,-0.247684683804026,-0.341900857451063,51.3975219220856,53.5128470114209,0.308837000378945,-0.42522766573329,0.652582017820066,0.621455749493016,0.0368885215268029,0.0936642128346374,-0.014061951583025,0.0959024689883987,51.0891618051283,39.9651251753265,0.0660113426773984,0.0456416624417868,0.167153957340173,0.155583604189812,0.196012976963942,-0.341328263705133,-0.2081895859114,-0.380806871197891,51.192235484412,50.6647763853279,0.332928001172225,-0.326256197456342,0.836490291842234,0.812114449088521,-0.00437336449142133,-0.00461730101708022,-0.00498180268424708,-0.00465162635840707,46.1804950560802,42.3913912920838,0.00226115917963944,-0.00410624670854965,0.00259146658056124,0.00466864551934544,-0.238667644980014,0.119032402065695,-0.451205014284423,-0.115771231061338,43.6062225325729,28.4236429307385,0.163860891297764,0.228153011568662,0.418279127899413,0.533917083761837,-1.164253334593,-0.937220168549736,-1.46696505024336,-1.12179235075846,50.5126937417528,52.1227714645378,-0.232933071069058,-0.924694036553961,-0.789673378879779,-0.921885093759621,0.346793788905352,0.291959525433166,-0.392659895219371,-0.315866179297693,9.42726346416919,-13.0158473363874,0.148471027587574,0.378290457555981,0.373390163207325,0.388624731778279,-19.6529248098449,-18.1040975836083,-18.6767866995827,-17.8410332945651,52.3664474123113,53.2935390427655,-15.4644096157998,-14.7047929324078,-22.5753643791427
"superconductor","uni_loo",82,-0.131216966893108,-0.315882174827067,-0.25172148033208,-0.341355323876021,51.1526526969287,53.82849632876,0.308402617470437,-0.424438102212411,0.646152375186258,0.613686329620872,0.0395355681876003,0.095388306339582,-0.0123114793240008,0.097615813574407,51.05467604962,40.4380277019226,0.0672414632115886,0.045909337327159,0.169963325259425,0.156953956169869,0.180767888003974,-0.347939508228396,-0.220167531484831,-0.385848041584995,51.0855700347236,50.9705892983613,0.33498377011422,-0.337027638513184,0.838246432423832,0.820221643733767,-0.00442677633804722,-0.00463580250998755,-0.00504155778369891,-0.00467011508698064,45.9101062057865,43.5232657305822,0.00214535968474826,-0.00406175820067273,0.00225039845424855,0.00428843410796824,-0.251392474684857,0.110697328647369,-0.459659945257246,-0.124515682432473,43.6682598241862,29.1415311935973,0.166624737426489,0.207005040591537,0.411031743307574,0.520281034211234,-1.1546288189582,-0.924014051753058,-1.44846408012456,-1.10190035644372,50.1671805540594,52.4439754112992,-0.24486511713765,-0.922181296857287,-0.804688344614585,-0.938557576701627,0.324842006853627,0.26974214460063,-0.385445532439906,-0.306755865395061,9.66888962358583,-11.6396169969425,0.148868446779195,0.350951666949392,0.3729836935752,0.391105021708955,-19.7847069201412,-18.2863173973971,-18.8850300135729,-18.058714207048,52.3069106244583,53.506702073195,-15.4560472708688,-14.8929399638258,-22.8375743477988
"superconductor","uni_loo",83,-0.13567302268676,-0.326893796832179,-0.259218720815311,-0.350271072687339,50.8035825938759,53.5737047004224,0.307876606232768,-0.436295221216871,0.647012845442511,0.610915315494884,0.0432187686478581,0.0968979817282676,-0.00812206754190667,0.100547794944082,50.683275244872,39.4350598151824,0.0669056908199239,0.0468300874576707,0.170116962112804,0.156227168142955,0.1791609783168,-0.362831999572509,-0.231455198343022,-0.393115866474325,50.746588399831,50.6896366896463,0.332355759682361,-0.336578093733594,0.837090262992673,0.809609009855387,-0.00452268227096665,-0.00474040680276369,-0.005065901169547,-0.00472960291749966,45.5104288219391,42.5120560384114,0.00218234056857374,-0.00418129258014018,0.00245336575587397,0.00449979426844011,-0.23681142082637,0.128130193567618,-0.453108424590875,-0.110296714483549,43.3519453635345,27.9006812480571,0.166288144008715,0.235310481040714,0.426524827059989,0.528389202884395,-1.15829498923513,-0.942218135410136,-1.44567942474378,-1.1194652352841,50.2569376228799,52.1576177890377,-0.247497766478217,-0.94678416898036,-0.810693909608336,-0.931835702524179,0.336436255702116,0.28226697744341,-0.394195735204014,-0.314960515027437,8.47931575621841,-12.9397288000323,0.148015228246534,0.371460720526745,0.371010397995289,0.387742984390598,-19.8675281562697,-18.3500173305693,-18.9444237462036,-18.1144990058149,52.0502913927615,53.0037018535228,-15.3624309884824,-15.2696059516676,-23.2541902788745
"superconductor","uni_loo",84,-0.128849544409832,-0.321683814646606,-0.252828500016023,-0.349315293548504,50.6193709619899,53.7026390056004,0.306282235114213,-0.43689495015681,0.643136690464,0.61210332530529,0.0371731370186084,0.0959451713353637,-0.0133898109341065,0.0985379121343817,50.538733579839,38.6857096954423,0.0662870678863101,0.0468560461248203,0.168763546002113,0.157105098675085,0.191892783620798,-0.352170699970582,-0.203851268060937,-0.38873682990674,50.6082086661911,50.8442845259079,0.333880373539333,-0.337110046849621,0.841074792399146,0.815188972563734,-0.00446245392419384,-0.00470057688714481,-0.00506559718141468,-0.00474256135334147,45.3498906798795,42.4638508976402,0.0021517902423918,-0.00408896170475349,0.00228791347762717,0.00439184728025021,-0.238403680782494,0.12291895248805,-0.441468424733859,-0.108087808575215,43.1291294100597,27.5733681262487,0.163528500268741,0.230305748212885,0.417066194678767,0.542885972911626,-1.14894513382391,-0.941315902039291,-1.41683317182469,-1.11403196115942,50.0085218204793,51.9222429068041,-0.241942138262696,-0.958454632937014,-0.809115004009054,-0.935410575858226,0.334223217421002,0.283782864237853,-0.387585438273544,-0.31761248112382,8.80275643095108,-13.3391332717768,0.148665083241667,0.37380977925691,0.372705606321148,0.38723831450544,-19.5963148059006,-18.1587737369306,-18.7253178892693,-17.9337241156114,51.8198518531187,52.8474320827689,-15.4088323028166,-15.0654308732695,-22.6244463189055
"superconductor","uni_loo",85,-0.124722080454633,-0.320158182018107,-0.249265347138987,-0.34572082713205,51.139583278602,53.4970300144137,0.308166843082253,-0.429951577249099,0.650841201875348,0.614037296347044,0.0442208495486817,0.0980400990304058,-0.00679211878707683,0.101956173528968,50.9563926756951,38.8902906244088,0.0664138165869925,0.0468550641176436,0.168788805052442,0.156601674595181,0.177204166347117,-0.362406392619639,-0.22598751545302,-0.393894231249058,51.0096536694476,50.6908230133466,0.333089604228497,-0.336273182006565,0.839378186785336,0.816439074459876,-0.00440669703326609,-0.00462031760580534,-0.00501917057830404,-0.00464839173219836,45.595604029821,43.0890646195108,0.00221709696622966,-0.00411208906983689,0.00249893848005592,0.00456209301454013,-0.228733784415493,0.13491603409257,-0.450237435548207,-0.101659875945852,43.162711131902,27.3058775652754,0.167222683635605,0.235086632907332,0.43134847427909,0.552034762331205,-1.19494706720162,-0.958084780205815,-1.47643488672293,-1.14110842635607,50.6471845354443,52.0818271349116,-0.263990315768549,-0.95352739790569,-0.857920292110124,-0.952771277806818,0.331589803466294,0.28304932388997,-0.389453124712214,-0.323614093958221,7.31888064789487,-13.3434343904275,0.148209889143731,0.372917216410761,0.370683110490683,0.385813067524305,-19.8040892938712,-18.3155302048452,-18.8814329135976,-18.071270860384,52.3917113270155,52.6133856347306,-15.3297399906986,-15.2790704824729,-23.1863161796062
"superconductor","uni_loo",86,-0.127090126294575,-0.313369342846821,-0.250260527467865,-0.34063910185422,51.4493793940324,53.7955948008118,0.30855620650663,-0.428072538790745,0.647413098808144,0.614175188017315,0.0387120943886982,0.0936003499659186,-0.0150025781693705,0.0955177904137439,51.0827673103296,40.1058191071214,0.0675365448118529,0.0451169532664899,0.171283914570385,0.156443105176892,0.189578317915287,-0.340973861709552,-0.219690850487969,-0.380097378296234,51.2033390700295,50.8954122833382,0.335063253559643,-0.333438186929309,0.843091046824381,0.813605061180987,-0.00447265374015453,-0.00464325475788217,-0.00503155667431415,-0.00469275352162585,46.0557807172418,42.9805244252432,0.00214841641124083,-0.0040235142075322,0.00221758485272228,0.00421805962236058,-0.24958037802565,0.110630975448951,-0.454473715845626,-0.120636871286933,44.0585161910005,29.4620231947384,0.161758730686978,0.212877612004883,0.40370527778246,0.509830957497084,-1.16864457398709,-0.961973064930807,-1.46853433985,-1.14796237690005,50.9792418459837,52.590282081039,-0.252908284519704,-0.981199709628435,-0.828452226665308,-0.941994325320729,0.327927652027175,0.287647299639963,-0.392449946951096,-0.314327095036552,8.96162947331493,-13.654209488997,0.148626266423705,0.377859204313344,0.372040093739453,0.388743591328421,-19.7270978357775,-18.2398450858732,-18.7920487888078,-18.0001515538161,52.3286895465764,53.2553899247592,-15.4174721134719,-14.9199623039983,-22.6456407618409
"superconductor","uni_loo",87,-0.125006156387609,-0.313602479930886,-0.246526354305686,-0.341623749783113,50.6560376124669,53.0345439209731,0.305579156706301,-0.421376667993044,0.638815338779954,0.610731165105905,0.039555183807602,0.0949043832834899,-0.00982476427872059,0.0976985706416433,50.4420774005235,39.0235314678205,0.0654299065483201,0.0459325060063415,0.165835012632349,0.154599181090723,0.178927737972085,-0.35039636592435,-0.217310104096291,-0.386431071583645,50.544036656386,50.2493063050812,0.329265241995816,-0.332376904704388,0.825927003638437,0.808291740722838,-0.00435605129087455,-0.00462277310473269,-0.00498440576944649,-0.0046631863019538,45.5778728469971,42.8153309288647,0.00217994394585176,-0.00403161934733806,0.00250143068579505,0.00453978007008048,-0.231373858078549,0.118899298984167,-0.444111459138803,-0.110936765979553,43.2233122176373,27.7554626580708,0.157495407768884,0.21771885645895,0.395530035397449,0.510597861452431,-1.15131823872886,-0.925717218281323,-1.48371479283725,-1.10867385270164,49.9512779402924,51.7951933520482,-0.223630439483064,-0.895967245343083,-0.754855036392058,-0.903679307466767,0.324314215314029,0.271074827015239,-0.374653735682443,-0.306436918732539,9.89296291027866,-11.6526506464694,0.148204479970419,0.355290773804274,0.371619745615907,0.386305121495961,-19.7580782381508,-18.2170273565565,-18.7926861954244,-17.9748008995522,51.6477687938078,52.2830074080971,-15.0879134307654,-14.6577325140513,-22.6328973516776
"superconductor","uni_loo",88,-0.134723384325071,-0.319225819335104,-0.255996721498043,-0.343490511303243,50.7482044205716,52.8071187854757,0.306575525980269,-0.424774745480938,0.642861035245284,0.609913754682729,0.0372757355749656,0.0937854718482753,-0.0137960077981302,0.0962109948690776,50.7378881271285,39.6429946807789,0.0668131063040148,0.0450377912945086,0.169478990102553,0.155038546670044,0.186945238122136,-0.347248376744154,-0.216417812125042,-0.383036765092935,50.7728138041173,50.4031251170636,0.331334314703288,-0.333190873604597,0.830888644220766,0.809506371881085,-0.00441786958191598,-0.00457413390054032,-0.00496096243341223,-0.00460737786434465,45.3491562055022,42.0408423021327,0.0021578191484056,-0.00410482855827728,0.00230491624802419,0.00431990960054281,-0.251936322582214,0.106166465421813,-0.452159314342963,-0.125763490116426,43.3277597900531,28.5606766302661,0.166024567595278,0.204860288236321,0.414304340782371,0.519820227565162,-1.16740083209626,-0.93287557333528,-1.47314391218472,-1.10585178886754,50.1651939435188,51.4383007861727,-0.242347450293068,-0.923954367656375,-0.804115057238238,-0.941386592256818,0.331084684332127,0.28622619238616,-0.385978106077778,-0.318924001019681,8.94988379167854,-12.5843755008851,0.147219608061542,0.377177571274811,0.370596887302312,0.385915703542732,-19.6727155513293,-18.1830346381858,-18.7373671556862,-17.9568134184135,51.9131604716134,52.5519033734851,-15.3793150702443,-14.3071892794699,-22.2106709732038
"superconductor","uni_loo",89,-0.117867355317247,-0.310998271327143,-0.244763442475016,-0.338664498063708,50.9290868815414,52.9724358845115,0.307582291342546,-0.41727804106487,0.643882649401818,0.605344384700889,0.0363841528829225,0.0922589122780502,-0.0137766522255357,0.0940564149927935,50.9242393495484,39.9910912996057,0.0658834632133775,0.0440887362718047,0.166522469308028,0.154343206940518,0.186045782795027,-0.336140581686702,-0.208560519694079,-0.374862541523485,51.0035727768556,50.3789175000213,0.331072178768237,-0.325770756037089,0.825419483364538,0.803937968465318,-0.00424786354007835,-0.00445375203320912,-0.00489174272275049,-0.00452495534148424,45.4159181395342,42.5500630029554,0.00222189839478241,-0.00388351606941825,0.00249475390000645,0.00445163717494916,-0.237755120233002,0.106415983944807,-0.443331495649857,-0.124127542963924,43.6389074588916,28.9757720572411,0.158332001368943,0.209154504430655,0.399790835815971,0.511344726011627,-1.16350378910821,-0.931832179786449,-1.44566177313889,-1.10743904018721,50.0569153802318,51.7856783021691,-0.236115834669443,-0.930150525964045,-0.790904606458621,-0.918078753999568,0.327483041446859,0.282017902106598,-0.382331989935855,-0.307063889332729,9.72351842097997,-11.7628744790401,0.147731087308843,0.372321037746612,0.369214181661426,0.386192712331556,-19.521253887782,-18.0502426846403,-18.5677962913875,-17.7853944632236,52.0975267025866,52.8131817889787,-14.9543981800306,-14.5802415544537,-22.5046832659102
"superconductor","uni_loo",90,-0.125370760199529,-0.31704755285862,-0.245768483971281,-0.343234061817571,50.2966812845,53.2249740009024,0.308481701422564,-0.426906058188215,0.644293001889914,0.609783270361962,0.0380573063080366,0.0953632708480889,-0.0128570308137388,0.0985227941851894,50.238557157041,39.2923443466856,0.0663484116310686,0.0472539556360179,0.168446262374349,0.154914380317611,0.182864971578363,-0.352047081466406,-0.212558972251358,-0.385931846745966,50.333032899538,50.4749446621596,0.330402733147615,-0.335194552494261,0.825283599352359,0.804158590935433,-0.00435287010311932,-0.00457436255186099,-0.00497184947672649,-0.00463985292388783,45.4711539448279,42.7085485552628,0.00213765097563037,-0.0039759505203808,0.0021999951932481,0.00420679491392567,-0.239529056963245,0.123890718113341,-0.445558255758554,-0.108751034346835,43.0744573764116,27.9023116905434,0.162859870313094,0.23053185253792,0.412206034868011,0.525988781305446,-1.12373581899641,-0.918817491927418,-1.41472582155757,-1.08876858696561,49.989713622029,51.7649610179065,-0.242256720322417,-0.909598110107938,-0.793502478550803,-0.924393192028907,0.327673461628663,0.279163825653059,-0.390632391205788,-0.316393530760358,8.72410308224015,-12.75215202888,0.148040195449297,0.363798146302265,0.370837369928952,0.3854439997034,-19.5438848336641,-18.1468360451851,-18.6133163764275,-17.910967428344,51.3830666704879,52.6663641743952,-15.192681547735,-14.6870941334031,-22.7504136581327
"superconductor","uni_loo",91,-0.126623201819894,-0.318986530473761,-0.252744040695337,-0.345232227964948,51.5011551913394,53.8861810881598,0.30974219184225,-0.428356189239105,0.649370608250508,0.614900266888779,0.0379458594935865,0.0950303679992215,-0.0134945851179271,0.097872563476013,51.48461213849,39.8603135095152,0.0669896371763882,0.0459084996496413,0.170404034079649,0.156209934789569,0.192680136942727,-0.35151074788172,-0.213102692392391,-0.386182994962135,51.5620994873974,51.1977503757083,0.335095402445745,-0.340096386286926,0.840509329470315,0.812931396258563,-0.00442705445639127,-0.00461202811982157,-0.00504632425048495,-0.00467056242945321,45.9967048191882,43.3046733109561,0.00220496847688963,-0.00408176419836165,0.00244712549293321,0.00443756223108924,-0.250232288656349,0.115907969458659,-0.457328220013266,-0.118125786242453,43.8652651900633,28.1532284358548,0.158150009143234,0.213201052240704,0.395417177429923,0.504711683147679,-1.1701805795899,-0.951942373877964,-1.4902736221167,-1.13442154266095,50.7129486692259,52.3066844460558,-0.234108023533385,-0.956654126391067,-0.784929492939403,-0.920319936986422,0.338695018614504,0.291325811933249,-0.393554219849061,-0.318486829028495,9.41312934110374,-12.2775714018941,0.148842601408381,0.380862523206399,0.373517465097467,0.389741896410317,-19.8190938865069,-18.2405091861522,-18.930923688092,-18.0190950823028,52.6809415657765,53.2027040761126,-15.5142281005972,-15.0681991113789,-23.0458068295993
"superconductor","uni_loo",92,-0.1337758862961,-0.321390667020038,-0.257022608902673,-0.346238166921363,51.123206247155,53.4159235554504,0.309818600240291,-0.440861892151291,0.654797502908772,0.61309863673419,0.0439621276972059,0.0952518077863862,-0.00566827976071767,0.0991854520307258,51.0416951558936,39.5292578769932,0.0660190170736032,0.045329688534689,0.167479589529428,0.154427644942613,0.167442302729764,-0.353244954587646,-0.231977412601091,-0.384659949197893,51.1246541435862,50.7853352520171,0.332843742787718,-0.340336668568253,0.8373303842067,0.810352190181703,-0.00440889696188627,-0.0046801486310171,-0.00501276200389022,-0.00470769254046135,45.9249082811449,42.7285680657243,0.00227968720535698,-0.00422325432496885,0.00263787589468861,0.0046330985152458,-0.239869560028907,0.124656790147241,-0.455671179198206,-0.113500465187676,43.3542840012786,27.6900845653202,0.159511133962622,0.219600580962654,0.407459243736292,0.522720383728198,-1.16595819054381,-0.950808696645487,-1.49844670789729,-1.14425282217344,50.6220015793822,52.3940966661825,-0.217429866777287,-0.953842699830837,-0.749223329100201,-0.887626857326261,0.332494313576984,0.287415808029199,-0.390997654054878,-0.31680745852924,8.71579022656346,-13.7008189521348,0.147938337230559,0.372288098663671,0.369949458122577,0.387530830312697,-19.7415339477472,-18.3120799706703,-18.8473071638897,-18.082525725599,52.1971416758668,53.0756732471175,-15.5246732188469,-14.3348482580427,-22.8732977524836
