feature,importance_rf
FCFP6_1024_34_1.0,0.0015961664478827107
FCFP6_1024_594_1.0,0.0015736675441835768
FCFP6_1024_323_1.0,0.0015699013104654637
FCFP6_1024_9_1.0,0.0015668964898504817
FCFP6_1024_138_1.0,0.001564079631597436
FCFP6_1024_667_1.0,0.0015605401446583075
FCFP6_1024_455_1.0,0.001549171078706124
FCFP6_1024_899_1.0,0.0015487411632216855
FCFP6_1024_190_1.0,0.0015284075756093849
FCFP6_1024_1017_1.0,0.001520625206635005
FCFP6_1024_228_1.0,0.0015198414605744558
FCFP6_1024_901_1.0,0.0015061939148769221
FCFP6_1024_380_1.0,0.0015021449546157946
FCFP6_1024_347_1.0,0.0014910060428395696
FCFP6_1024_697_1.0,0.0014793864674928763
FCFP6_1024_525_1.0,0.001469279145408834
FCFP6_1024_423_1.0,0.0014657665151223808
FCFP6_1024_1013_1.0,0.0014532261562793163
FCFP6_1024_584_1.0,0.0014471065402735113
FCFP6_1024_120_1.0,0.0014281071869992393
FCFP6_1024_992_1.0,0.0014203648980288673
FCFP6_1024_715_1.0,0.0014173593688492786
FCFP6_1024_553_1.0,0.0014049279417681984
FCFP6_1024_305_1.0,0.0013967647065951183
FCFP6_1024_755_1.0,0.0013960590305134714
FCFP6_1024_307_1.0,0.0013913524978789156
FCFP6_1024_747_1.0,0.0013855775505029735
FCFP6_1024_257_1.0,0.0013855571066792194
FCFP6_1024_637_1.0,0.0013730148013710896
FCFP6_1024_599_1.0,0.0013685513958490586
FCFP6_1024_24_1.0,0.0013525134783740724
FCFP6_1024_106_1.0,0.0013514978144419272
FCFP6_1024_1007_1.0,0.0013501600540967837
FCFP6_1024_482_1.0,0.0013487623549753298
FCFP6_1024_656_1.0,0.0013442107286012809
FCFP6_1024_121_1.0,0.0013399272127639663
FCFP6_1024_730_1.0,0.0013280357784249675
FCFP6_1024_567_1.0,0.00132510302669689
FCFP6_1024_419_1.0,0.001314713709438969
FCFP6_1024_359_1.0,0.0013058784592047238
FCFP6_1024_969_1.0,0.0013038976893777884
FCFP6_1024_207_1.0,0.001303075818395298
FCFP6_1024_811_1.0,0.0012930461995591643
FCFP6_1024_79_1.0,0.0012927645427539547
FCFP6_1024_368_1.0,0.001276848752108067
FCFP6_1024_394_1.0,0.0012751679875424003
FCFP6_1024_279_1.0,0.0012709065660585124
FCFP6_1024_559_1.0,0.0012700007546502625
FCFP6_1024_982_1.0,0.0012647689326908465
FCFP6_1024_666_1.0,0.0012636706016672752
FCFP6_1024_181_1.0,0.001259783321784858
FCFP6_1024_111_1.0,0.0012531592322528587
FCFP6_1024_643_1.0,0.0012318231008130844
FCFP6_1024_88_1.0,0.0012309853059356607
FCFP6_1024_411_1.0,0.0012298591782902825
FCFP6_1024_492_1.0,0.0012193635795201283
FCFP6_1024_30_1.0,0.001206385067711046
FCFP6_1024_437_1.0,0.0011927600219353578
FCFP6_1024_778_1.0,0.0011840325139541
FCFP6_1024_270_1.0,0.001181859344188104
FCFP6_1024_991_1.0,0.0011762299169728043
FCFP6_1024_319_1.0,0.0011584478230152217
FCFP6_1024_192_1.0,0.001153881496862296
FCFP6_1024_141_1.0,0.0011507059654423627
FCFP6_1024_1010_1.0,0.0011477727356646442
FCFP6_1024_458_1.0,0.0011455441731299163
FCFP6_1024_804_1.0,0.0011413698873207784
FCFP6_1024_786_1.0,0.001135918706147645
FCFP6_1024_309_1.0,0.0011336852007163586
FCFP6_1024_912_1.0,0.0011325188386331637
FCFP6_1024_539_1.0,0.001126244737669346
FCFP6_1024_99_1.0,0.0011239183699176232
FCFP6_1024_484_1.0,0.001118972361232696
FCFP6_1024_424_1.0,0.0011135910716670702
FCFP6_1024_166_1.0,0.001108067277562808
FCFP6_1024_36_1.0,0.0010846337426500521
FCFP6_1024_304_1.0,0.001079216857918227
FCFP6_1024_530_1.0,0.0010736509506215314
FCFP6_1024_765_1.0,0.0010673920674938368
FCFP6_1024_387_1.0,0.0010660441358726772
FCFP6_1024_132_1.0,0.001057843414633437
FCFP6_1024_589_1.0,0.0010513936213123849
FCFP6_1024_821_1.0,0.0010456660568289203
FCFP6_1024_590_1.0,0.0010356296000746722
FCFP6_1024_453_1.0,0.0010263055391782994
FCFP6_1024_432_1.0,0.0010233286708811373
FCFP6_1024_247_1.0,0.0010231354983263748
FCFP6_1024_610_1.0,0.0010200243020100398
FCFP6_1024_745_1.0,0.0010171901500169776
FCFP6_1024_225_1.0,0.0010164429238683635
FCFP6_1024_685_1.0,0.0010139232116513134
FCFP6_1024_876_1.0,0.0010037585583500895
FCFP6_1024_522_1.0,0.001003673651250429
FCFP6_1024_775_1.0,0.0009947263292388467
FCFP6_1024_638_1.0,0.0009819545133141862
FCFP6_1024_401_1.0,0.000966489691937126
FCFP6_1024_62_1.0,0.0009645241618274983
FCFP6_1024_946_1.0,0.0009583646668552718
FCFP6_1024_903_1.0,0.0009570156063185616
FCFP6_1024_116_1.0,0.000954633786809329
FCFP6_1024_1005_1.0,0.0009469398322531657
FCFP6_1024_673_1.0,0.0009456748179988236
FCFP6_1024_964_1.0,0.0009383459354753405
FCFP6_1024_581_1.0,0.0009325922478362927
FCFP6_1024_924_1.0,0.0009288704829173406
FCFP6_1024_515_1.0,0.0009203395722293318
FCFP6_1024_67_1.0,0.0009115907777476637
FCFP6_1024_297_1.0,0.0009048003532938837
FCFP6_1024_60_1.0,0.000903474329388748
FCFP6_1024_426_1.0,0.0009023200474105158
FCFP6_1024_269_1.0,0.0008916422736591739
FCFP6_1024_383_1.0,0.0008915499455508057
FCFP6_1024_521_1.0,0.0008904512843588104
FCFP6_1024_430_1.0,0.0008894987847442784
FCFP6_1024_165_1.0,0.0008873593882801149
FCFP6_1024_107_1.0,0.000882428828540196
FCFP6_1024_506_1.0,0.0008821688962516388
FCFP6_1024_1020_1.0,0.000880616582298044
FCFP6_1024_670_1.0,0.0008743782152485905
FCFP6_1024_953_1.0,0.0008712240515189576
FCFP6_1024_576_1.0,0.0008676394686985041
FCFP6_1024_690_1.0,0.0008672265078975008
FCFP6_1024_613_1.0,0.0008537990292418713
FCFP6_1024_299_1.0,0.0008528460965288294
FCFP6_1024_249_1.0,0.0008508732981132194
FCFP6_1024_184_1.0,0.0008500699980250005
FCFP6_1024_894_1.0,0.0008489346557712256
FCFP6_1024_999_1.0,0.0008456151063497566
FCFP6_1024_751_1.0,0.0008447984033498314
FCFP6_1024_760_1.0,0.0008438873219230037
FCFP6_1024_853_1.0,0.0008339202701751889
FCFP6_1024_312_1.0,0.0008269854167690161
FCFP6_1024_57_1.0,0.00082188379249371
FCFP6_1024_86_1.0,0.0008186732981871348
FCFP6_1024_80_1.0,0.0008121391300645543
FCFP6_1024_971_1.0,0.0008100323311715601
FCFP6_1024_779_1.0,0.0008096203438269192
FCFP6_1024_275_1.0,0.0008055771953924049
FCFP6_1024_311_1.0,0.0007942075629810625
FCFP6_1024_129_1.0,0.0007924018979322604
FCFP6_1024_127_1.0,0.0007915762793663804
FCFP6_1024_1018_1.0,0.0007893042911389412
FCFP6_1024_925_1.0,0.0007841797431590136
FCFP6_1024_672_1.0,0.0007833228762226209
FCFP6_1024_676_1.0,0.0007721695150197284
FCFP6_1024_386_1.0,0.0007719157161089585
FCFP6_1024_464_1.0,0.0007530399017112961
FCFP6_1024_762_1.0,0.000751271958728031
FCFP6_1024_168_1.0,0.0007507117072289771
FCFP6_1024_732_1.0,0.0007488532816585168
FCFP6_1024_854_1.0,0.0007452131474656276
FCFP6_1024_3_1.0,0.0007436594132368701
FCFP6_1024_693_1.0,0.0007436361442188439
FCFP6_1024_381_1.0,0.0007294961995654304
FCFP6_1024_500_1.0,0.0007281140758376632
FCFP6_1024_1016_1.0,0.0007258061187086585
FCFP6_1024_918_1.0,0.0007218865287433339
FCFP6_1024_794_1.0,0.0007142693134565843
FCFP6_1024_27_1.0,0.0007138430868205512
FCFP6_1024_245_1.0,0.0007122747360040648
FCFP6_1024_172_1.0,0.0007084647520562416
FCFP6_1024_68_1.0,0.000698864714589754
FCFP6_1024_950_1.0,0.0006843468974940507
FCFP6_1024_169_1.0,0.0006826583768271278
FCFP6_1024_176_1.0,0.000680339476206793
FCFP6_1024_598_1.0,0.0006690180734177998
FCFP6_1024_322_1.0,0.0006652292686784164
FCFP6_1024_759_1.0,0.0006641444243786834
FCFP6_1024_813_1.0,0.0006611888235995305
FCFP6_1024_384_1.0,0.0006477915684937053
FCFP6_1024_402_1.0,0.0006376521989373191
FCFP6_1024_947_1.0,0.0006365676833637164
FCFP6_1024_239_1.0,0.0006313563916687011
FCFP6_1024_895_1.0,0.0006302261818629394
FCFP6_1024_700_1.0,0.0006290855057708994
FCFP6_1024_26_1.0,0.0006223198990726188
FCFP6_1024_926_1.0,0.0006169423594807333
FCFP6_1024_503_1.0,0.000616070704624229
FCFP6_1024_102_1.0,0.0006149216382540348
FCFP6_1024_615_1.0,0.0006089918746727233
FCFP6_1024_629_1.0,0.0006083984354427566
FCFP6_1024_499_1.0,0.0006072045573840799
FCFP6_1024_524_1.0,0.0006065470831108261
FCFP6_1024_329_1.0,0.0006057452518647978
FCFP6_1024_76_1.0,0.0006056403716007162
FCFP6_1024_649_1.0,0.0005946853791998039
FCFP6_1024_675_1.0,0.0005921396456478955
FCFP6_1024_808_1.0,0.0005827480107090182
FCFP6_1024_196_1.0,0.0005822207668921929
FCFP6_1024_377_1.0,0.0005773543921717275
FCFP6_1024_893_1.0,0.0005658038013292111
FCFP6_1024_372_1.0,0.000563822575257009
FCFP6_1024_554_1.0,0.0005624663326966461
FCFP6_1024_1001_1.0,0.0005605936014588369
FCFP6_1024_268_1.0,0.0005590466277224485
FCFP6_1024_882_1.0,0.000556782682850825
FCFP6_1024_142_1.0,0.0005541769242630973
FCFP6_1024_528_1.0,0.000552567069096315
FCFP6_1024_122_1.0,0.0005525376910452054
FCFP6_1024_459_1.0,0.0005512990275131135
FCFP6_1024_164_1.0,0.0005475711473588453
FCFP6_1024_707_1.0,0.000545276527230144
FCFP6_1024_552_1.0,0.0005432275714993897
FCFP6_1024_864_1.0,0.0005406231948469698
FCFP6_1024_692_1.0,0.0005401612793331467
FCFP6_1024_222_1.0,0.000536923604156049
FCFP6_1024_974_1.0,0.0005358467069550501
FCFP6_1024_374_1.0,0.0005305069373237769
FCFP6_1024_324_1.0,0.0005271277619834257
FCFP6_1024_639_1.0,0.0005259480435097542
FCFP6_1024_442_1.0,0.0005250306314200581
FCFP6_1024_221_1.0,0.0005148500707185288
FCFP6_1024_274_1.0,0.0005117183438282956
FCFP6_1024_313_1.0,0.000507672898353233
FCFP6_1024_373_1.0,0.0005065168320050024
FCFP6_1024_470_1.0,0.0005007478605979652
FCFP6_1024_835_1.0,0.0005005275836966752
FCFP6_1024_109_1.0,0.0005001352671997332
FCFP6_1024_691_1.0,0.00048311339965713136
FCFP6_1024_935_1.0,0.00048106424681413663
FCFP6_1024_701_1.0,0.00048097270571565733
FCFP6_1024_104_1.0,0.000471446830984651
FCFP6_1024_510_1.0,0.0004654428328528479
FCFP6_1024_396_1.0,0.00045673417335946636
FCFP6_1024_979_1.0,0.0004543118067306615
FCFP6_1024_457_1.0,0.00045314291165880397
FCFP6_1024_241_1.0,0.00045234113954366757
FCFP6_1024_722_1.0,0.00044395031353751965
FCFP6_1024_956_1.0,0.0004419553673108185
FCFP6_1024_624_1.0,0.0004391043436508069
FCFP6_1024_288_1.0,0.0004362208057875343
FCFP6_1024_187_1.0,0.00043143499263098236
FCFP6_1024_186_1.0,0.00043106148971613396
FCFP6_1024_980_1.0,0.00042915105008883305
FCFP6_1024_208_1.0,0.00042744706287778855
FCFP6_1024_434_1.0,0.0004259679662523124
FCFP6_1024_325_1.0,0.00042013247485174666
FCFP6_1024_198_1.0,0.00041944489821500985
FCFP6_1024_43_1.0,0.0004127274359583487
FCFP6_1024_957_1.0,0.00040352049785594775
FCFP6_1024_674_1.0,0.0003991544932358328
FCFP6_1024_591_1.0,0.0003983429615302624
FCFP6_1024_217_1.0,0.00039528966808676034
FCFP6_1024_117_1.0,0.00039455830261977623
FCFP6_1024_555_1.0,0.00039135137477537134
FCFP6_1024_963_1.0,0.0003878755319356541
FCFP6_1024_883_1.0,0.00038757024338266006
FCFP6_1024_601_1.0,0.00038718350547619376
FCFP6_1024_842_1.0,0.0003834240715729023
FCFP6_1024_938_1.0,0.00037909071679886154
FCFP6_1024_5_1.0,0.0003781796960720936
FCFP6_1024_861_1.0,0.0003754504739346429
FCFP6_1024_294_1.0,0.0003690246076697836
FCFP6_1024_316_1.0,0.0003686055603039512
FCFP6_1024_55_1.0,0.0003672757677587852
FCFP6_1024_1004_1.0,0.00036221555931482394
FCFP6_1024_465_1.0,0.0003588514520396278
FCFP6_1024_738_1.0,0.00035063553962840616
FCFP6_1024_406_1.0,0.00034981112278693514
FCFP6_1024_682_1.0,0.00034860354120618307
FCFP6_1024_158_1.0,0.0003467725545802946
FCFP6_1024_921_1.0,0.0003437876514518788
FCFP6_1024_826_1.0,0.0003431884992668012
FCFP6_1024_300_1.0,0.00034085415340696153
FCFP6_1024_677_1.0,0.00033938306628272704
FCFP6_1024_780_1.0,0.00033128958196531195
FCFP6_1024_343_1.0,0.00032719260698447686
FCFP6_1024_70_1.0,0.00032341631454520334
FCFP6_1024_200_1.0,0.0003232570271762907
FCFP6_1024_445_1.0,0.0003204723841163467
FCFP6_1024_66_1.0,0.00031781974517444456
FCFP6_1024_746_1.0,0.0003174123012372379
FCFP6_1024_37_1.0,0.00031505595604416876
FCFP6_1024_627_1.0,0.00031074230601664115
FCFP6_1024_54_1.0,0.0003089818320331632
FCFP6_1024_345_1.0,0.00030820644404054353
FCFP6_1024_236_1.0,0.0003031313839867334
FCFP6_1024_928_1.0,0.000301686725838176
FCFP6_1024_841_1.0,0.00029919958185314725
FCFP6_1024_410_1.0,0.0002985450848025173
FCFP6_1024_74_1.0,0.00029821676252690167
FCFP6_1024_640_1.0,0.0002962230189521708
FCFP6_1024_91_1.0,0.0002941067452862126
FCFP6_1024_635_1.0,0.00029253555718444096
FCFP6_1024_633_1.0,0.00029122465242446664
FCFP6_1024_477_1.0,0.0002901614485600705
FCFP6_1024_1012_1.0,0.00028503210959359343
FCFP6_1024_799_1.0,0.0002810900772328635
FCFP6_1024_916_1.0,0.00028063005461560064
FCFP6_1024_59_1.0,0.00027920622801611423
FCFP6_1024_832_1.0,0.000269568179553107
FCFP6_1024_650_1.0,0.00025954560201578295
FCFP6_1024_671_1.0,0.00025550941174937007
FCFP6_1024_529_1.0,0.0002499480654212175
FCFP6_1024_574_1.0,0.00024975229549346407
FCFP6_1024_101_1.0,0.00024884060655231625
FCFP6_1024_978_1.0,0.00024793045206636415
FCFP6_1024_744_1.0,0.0002464387295068131
FCFP6_1024_580_1.0,0.0002440565918037486
FCFP6_1024_857_1.0,0.00024060332051096498
FCFP6_1024_511_1.0,0.00024005942466506457
FCFP6_1024_822_1.0,0.00023708673845529245
FCFP6_1024_51_1.0,0.00023565819781515708
FCFP6_1024_44_1.0,0.0002353929027153948
FCFP6_1024_872_1.0,0.00023410383699177978
FCFP6_1024_663_1.0,0.0002337072382635787
FCFP6_1024_568_1.0,0.00023239049824388288
FCFP6_1024_392_1.0,0.00023141934249201713
FCFP6_1024_333_1.0,0.00022769540459039142
FCFP6_1024_898_1.0,0.00022369210867953195
FCFP6_1024_783_1.0,0.00022335235086953377
FCFP6_1024_496_1.0,0.0002214412305296982
FCFP6_1024_226_1.0,0.00021968763034931434
FCFP6_1024_1009_1.0,0.0002168133814053469
FCFP6_1024_541_1.0,0.0002157715570517291
FCFP6_1024_255_1.0,0.00020875136228067534
FCFP6_1024_11_1.0,0.00019553944223834422
FCFP6_1024_509_1.0,0.00019511485544668604
FCFP6_1024_296_1.0,0.0001912848102103122
FCFP6_1024_878_1.0,0.00018395658251527732
FCFP6_1024_819_1.0,0.00018280998419991086
FCFP6_1024_507_1.0,0.0001788841497574915
FCFP6_1024_719_1.0,0.00017863643348428864
FCFP6_1024_644_1.0,0.00017529271636757725
FCFP6_1024_641_1.0,0.00017515370852488237
FCFP6_1024_339_1.0,0.00017303057121830062
FCFP6_1024_860_1.0,0.00016416210994442808
FCFP6_1024_879_1.0,0.00015996598668386263
FCFP6_1024_413_1.0,0.0001585395186805571
FCFP6_1024_262_1.0,0.00015840152910688606
FCFP6_1024_845_1.0,0.00014735767913280252
FCFP6_1024_191_1.0,0.00014282927396111348
FCFP6_1024_277_1.0,0.00012737073043611976
FCFP6_1024_714_1.0,0.00012734329475368433
FCFP6_1024_152_1.0,0.00012421803056455205
FCFP6_1024_272_1.0,0.0001241228139870156
FCFP6_1024_840_1.0,0.00011662688427601456
FCFP6_1024_133_1.0,0.00011562811942908973
FCFP6_1024_975_1.0,0.00011027647749089349
FCFP6_1024_592_1.0,9.653536596407705e-05
FCFP6_1024_940_1.0,9.236127653595191e-05
FCFP6_1024_342_1.0,8.518248573109869e-05
FCFP6_1024_873_1.0,7.557854071393761e-05
FCFP6_1024_131_1.0,5.979851989336654e-05
FCFP6_1024_504_1.0,3.887775275096164e-05
