"dataset","split_id","unilasso_loo_true_mse","unilasso_loo_true_support","unilasso_loo_false_mse","unilasso_loo_false_support","polish_unilasso_mse","polish_unilasso_support","lasso_cv_mse","lasso_cv_support"
"data_airfoil",1,22.8443702204154,5,22.8244127935433,5,22.8428237927797,5,40.2114779764269,1
"data_airfoil",2,24.8936774278624,5,24.8519440147286,5,24.8924171497594,5,42.7565980018319,1
"data_airfoil",3,24.724488430561,5,24.6031900380189,5,24.7251087680354,5,43.3322770917932,1
"data_airfoil",4,23.5914242504402,5,23.4290152373265,5,23.5934645747747,5,42.9311203831381,1
"data_airfoil",5,23.3032148563445,5,23.2238103248241,5,23.3075391167993,5,39.1360205181376,1
"data_airfoil",6,22.8987584596957,5,22.9619295127121,5,22.9017476590331,5,39.2879025377069,1
"data_airfoil",7,22.5452049977677,5,22.2753446241992,5,22.5458933526645,5,39.3413460449131,1
"data_airfoil",8,24.749516888956,5,24.7239968595969,5,24.7505518031309,5,41.2132285413016,1
"data_airfoil",9,23.3745762045676,5,23.4245824752036,5,23.3754530704843,5,40.3310199399642,1
"data_airfoil",10,22.9030329236533,5,22.7989412798543,5,22.899043833303,5,41.2711169138061,1
"data_airfoil",11,23.7059805598926,5,23.7214124248517,5,23.7078412903071,5,40.6115182929308,1
"data_airfoil",12,23.759798171567,5,23.7154925328145,5,23.7609907667362,5,40.2536140032151,1
"data_airfoil",13,23.1736840161272,5,23.1927194030041,5,23.1734151468435,5,39.3772093791711,1
"data_airfoil",14,23.3648660745666,5,23.3002773347378,5,23.3643210524431,5,42.9843143866634,1
"data_airfoil",15,22.9923258772926,5,22.8844696177733,5,22.9931797579577,5,40.9836773150627,1
"data_airfoil",16,23.2832348968517,5,23.1124578625878,5,23.2826454907154,5,42.3988112432133,1
"data_airfoil",17,23.3620651036841,5,23.2827749798982,5,23.3615706829367,5,40.4944769999968,1
"data_airfoil",18,23.3130852164306,5,23.2308678666549,5,23.3137439195167,5,40.4277298188712,1
"data_airfoil",19,20.7179736974652,5,20.7355122847121,5,20.7184875216057,5,38.4637424123704,1
"data_airfoil",20,23.2205558942752,5,23.2546544070415,5,23.2208716731502,5,40.3666541029448,1
"data_airfoil",21,21.9252487118586,5,21.9469087611799,5,21.9245443236001,5,37.5434998190775,1
"data_airfoil",22,23.4057148259916,5,23.4145656929233,5,23.4059853377662,5,40.7784059332813,1
"data_airfoil",23,23.0900642153825,5,22.938399985507,5,23.0908540373052,5,41.458295931395,1
"data_airfoil",24,22.5816615914844,5,22.498945959006,5,22.5811308574541,5,40.6548178707167,1
"data_airfoil",25,22.7464729857574,5,22.6726751083071,5,22.7457543073853,5,42.0811364630703,1
"data_airfoil",26,20.4201236091308,5,20.446052586324,5,20.4194668083072,5,39.095579190402,1
"data_airfoil",27,24.0129743761252,5,23.9144987691765,5,24.0124484126447,5,41.0016195869482,1
"data_airfoil",28,23.4381985158052,5,23.3869857247529,5,23.4368299410776,5,41.8221337717185,1
"data_airfoil",29,23.1231404851148,5,23.1389761281433,5,23.1231801424183,5,39.0336595823279,1
"data_airfoil",30,24.26220097578,5,24.2176260079671,5,24.2610618816454,5,40.5852026579166,1
"data_airfoil",31,22.298999196956,5,22.2446957477246,5,22.2986461335289,5,40.5806072038726,1
"data_airfoil",32,24.2745373945492,5,24.1961668199983,5,24.274038760563,5,40.3437992285902,1
"data_airfoil",33,23.5796301914066,5,23.5343957091231,5,23.5775564340446,5,39.718033647847,1
"data_airfoil",34,21.6088384611992,5,21.5491068570684,5,21.6084945917117,5,38.1165900528836,1
"data_airfoil",35,24.221129044351,5,24.1344452331859,5,24.2185220048501,5,40.9046559679301,1
"data_airfoil",36,21.6495114079964,5,21.5550320078845,5,21.647801476605,5,39.7030520203052,1
"data_airfoil",37,24.1457194880934,5,24.1197479770214,5,24.1444580629093,5,40.4366668384146,1
"data_airfoil",38,23.3247052503826,5,23.3596094633217,5,23.3261414306468,5,39.013295818511,1
"data_airfoil",39,22.400005721274,5,22.4931272933566,5,22.4009413017511,5,41.0448407253311,1
"data_airfoil",40,22.8083998967673,5,22.8378077732698,5,22.8104215744745,5,39.8952101653708,1
"data_airfoil",41,21.6572703037959,5,21.6365428655236,5,21.6516017221395,5,38.4034977541436,1
"data_airfoil",42,22.6605026277462,5,22.6082570601923,5,22.6599526447199,5,40.7487878164816,1
"data_airfoil",43,24.4206052737843,5,24.3517873044849,5,24.4244801361335,5,40.3650149049175,1
"data_airfoil",44,24.1370642528828,5,24.1615015748896,5,24.1342835280126,5,41.9493120299966,1
"data_airfoil",45,20.7418509822428,5,20.7950819893568,5,20.74218668172,5,37.8075614913255,1
"data_airfoil",46,23.1948652450876,5,23.1403529199199,5,23.1952438899754,5,41.3697073135147,1
"data_airfoil",47,23.2912024758373,5,23.2954714399962,5,23.2921129973709,5,39.8518053425573,1
"data_airfoil",48,22.8856170966332,5,22.7917325100652,5,22.8856764719489,5,39.2216587534242,1
"data_airfoil",49,22.7834038026664,5,22.8555405339113,5,22.7840332974334,5,39.5431762733183,1
"data_airfoil",50,22.6686808798062,5,22.6444141870073,5,22.6686919018414,5,38.8871816650373,1
"data_airfoil",51,23.8728685126936,5,23.8829262512415,5,23.8743731921114,5,39.9172116252384,1
"data_airfoil",52,23.0142701883698,5,22.8676889459963,5,23.0143296451997,5,42.7089727522131,1
"data_airfoil",53,23.6019762546732,5,23.5961991729321,5,23.6018002793918,5,41.4297321292894,1
