"dataset","bootstrap_id","unilasso_loo_true_mse","unilasso_loo_true_support","unilasso_loo_false_mse","unilasso_loo_false_support","polish_unilasso_mse","polish_unilasso_support","lasso_cv_mse","lasso_cv_support","oob_sample_count"
"data_airfoil",65,24.9204652635947,5,24.9150783603869,5,24.9205739940046,5,40.5504317525412,1,385
"data_airfoil",66,25.6578706829181,5,25.6273182157552,5,25.660943839507,5,40.6333254436697,1,369
"data_airfoil",67,25.1328268829598,5,25.0907338170048,5,25.1331239458418,5,40.5448702172152,1,375
"data_airfoil",68,24.9069412128092,5,24.8882474303708,5,24.907896312841,5,40.4647202471689,1,373
"data_airfoil",69,24.9650043154782,5,24.9421416835912,5,24.9648122312871,5,40.7459574077274,1,375
"data_airfoil",70,24.9026636069516,5,24.8985229241095,5,24.9029040467116,5,40.5018665016446,1,374
"data_airfoil",71,25.327017901623,5,25.2925550825781,5,25.3275224261171,5,40.5504900849607,1,396
"data_airfoil",72,24.8855840194835,5,24.8650290695196,5,24.8858501727182,5,40.535962505624,1,366
"data_airfoil",73,25.1706792667111,5,25.1771436471299,5,25.1715556835077,5,40.4564791439975,1,369
"data_airfoil",74,25.0716753807238,5,24.9870824020643,5,25.0716388971346,5,40.493908088378,1,388
"data_airfoil",75,24.8602800021218,5,24.8697137702965,5,24.8616563235664,5,40.8208391360479,1,379
"data_airfoil",76,25.0498831374889,5,25.0459515888993,5,25.0505486016477,5,40.6342561696967,1,368
"data_airfoil",77,24.8197803571672,5,24.8318443195425,5,24.8192864693354,5,40.4545596343579,1,349
"data_airfoil",78,24.9693385875656,5,24.9730452390113,5,24.969426739015,5,40.4940340905024,1,374
"data_airfoil",79,25.0290717198117,5,24.9987791409004,5,25.029383583475,5,40.7923623818705,1,364
"data_airfoil",80,24.9161714249151,5,24.9201461083649,5,24.9170516177055,5,40.5776951085984,1,371
"data_airfoil",81,24.8191857204284,5,24.801550801873,5,24.8188846013785,5,40.5178551521942,1,379
"data_airfoil",82,25.1218061845077,5,25.1377956948355,5,25.1227166077737,5,40.6772919914269,1,369
"data_airfoil",83,24.8612411322356,5,24.8404207226678,5,24.8609967830968,5,40.4994005336924,1,366
"data_airfoil",84,25.0345251552382,5,25.030244431827,5,25.0353672415835,5,40.6475180048067,1,362
"data_airfoil",85,25.0448469819841,5,25.0490450342956,5,25.0471699977316,5,40.6631575451286,1,379
"data_airfoil",86,24.9159516164842,5,24.9147996427674,5,24.9169727842499,5,40.5698735061923,1,341
"data_airfoil",87,24.9900440592437,5,24.9690656516758,5,24.9916104394003,5,40.9307396679746,1,364
"data_airfoil",88,25.1944400287654,5,25.2251765763534,5,25.1947687131536,5,40.4635312440902,1,368
"data_airfoil",89,24.9215008428917,5,24.9326194250784,5,24.9217582954506,5,40.4690505366171,1,352
"data_airfoil",90,25.023445157562,5,25.0422950637506,5,25.0236898323633,5,40.59549379893,1,375
"data_airfoil",91,24.9811910076799,5,25.0009491454515,5,24.9816953561974,5,40.6188012446361,1,372
"data_airfoil",92,25.0948860249978,5,25.1220874794107,5,25.0942502823709,5,40.8853945474629,1,371
"data_airfoil",93,24.842123279538,5,24.8622428243936,5,24.8425131228448,5,40.4730270494427,1,361
"data_airfoil",94,25.0245654810459,5,25.0470585183156,5,25.0240833909744,5,40.5195795811123,1,371
"data_airfoil",95,24.9235560783246,5,24.8927766820553,5,24.9246203166732,5,40.4942048088674,1,381
"data_airfoil",96,24.8580515135171,5,24.8673114180481,5,24.8589658590767,5,40.6861887198253,1,368
"data_airfoil",97,25.0489559420712,5,25.0342426298933,5,25.0490384469353,5,40.4566521267966,1,365
"data_airfoil",98,24.8445840353992,5,24.8468312636926,5,24.8443990534879,5,40.4772771312374,1,372
"data_airfoil",99,24.8697274513759,5,24.8530602369641,5,24.8698451002945,5,40.4990315966305,1,369
"data_airfoil",100,24.876230039434,5,24.8819217669725,5,24.8756687799992,5,40.4989244373692,1,368
"data_ca_housing",1,4912856121.44432,7,4900251299.57965,7,4910446372.43037,8,4918063912.903,8,5105
"data_ca_housing",2,4817914078.63043,7,4812281081.74689,7,4786403249.86546,8,4847898235.83592,8,5052
"data_ca_housing",3,4813544320.39928,7,4806780368.95463,7,4778916509.81251,8,4866768961.77245,8,5059
"data_ca_housing",4,4873913986.72934,7,4861232563.44141,7,4822166873.05939,8,4919020415.46308,8,5049
"data_ca_housing",5,4916901038.84074,7,4907308978.23331,7,4864920247.72903,8,4950625642.57082,8,5097
"data_ca_housing",6,4843858912.93062,7,4834969187.23592,7,4841517634.59726,8,4907861118.65963,8,5080
"data_ca_housing",7,4923286816.16673,7,4918090041.07592,7,4892714982.59081,8,4929756762.34501,8,5107
"data_ca_housing",8,4863759061.13624,7,4853406153.87461,7,4820813763.30482,8,4895518752.51111,8,5024
"data_ca_housing",9,4893463428.66148,7,4883683539.3651,7,4862086223.43921,8,4928986451.3522,8,5094
"data_ca_housing",10,4852334959.4271,7,4839817189.10484,7,4822659607.63958,8,4879325752.43124,8,5098
"data_ca_housing",11,5365213106.93786,5,5364422968.13489,5,4791516844.71314,8,4911790906.66388,8,5093
"data_ca_housing",12,4857357393.38199,7,4837879113.00571,7,4808036757.71848,8,4917907965.95498,8,5068
"data_ca_housing",13,4820906668.32369,7,4812626839.51213,7,4783527541.77135,8,4893086021.67418,8,5058
"data_ca_housing",14,4834353699.41328,7,4824284720.87329,7,4797773071.11506,8,4871686216.41167,8,5070
"data_ca_housing",15,4811425095.56174,7,4805467526.37808,7,4784915776.08386,8,4876900218.1597,8,5126
"data_ca_housing",16,4879549197.88648,7,4866033494.99599,7,4839860217.12422,8,4900208379.4275,8,5140
"data_ca_housing",17,4822159884.42115,7,4814365672.10197,7,4783485001.46986,8,4882909068.95293,8,5118
"data_ca_housing",18,4892220469.25381,7,4840480591.75341,7,4793881914.42947,8,4902519180.61045,8,5030
"data_ca_housing",19,4885725258.16927,7,4875001395.45071,7,4856521177.35835,8,4930074799.11105,8,5084
"data_ca_housing",20,4850697620.99239,7,4843254217.47986,7,4850740422.09457,8,4887637776.13234,8,5134
"data_ca_housing",21,4916306217.04889,7,4873974433.21764,7,4827272551.02666,8,4901521579.80354,8,5107
"data_ca_housing",22,5364868929.03963,5,5364089495.5619,5,4866918723.73396,8,4977258991.30756,8,5041
"data_ca_housing",23,4861476549.61214,7,4850176753.24057,7,4830541494.78394,8,4890272737.60686,8,5104
"data_ca_housing",24,4847399326.21708,7,4838524858.70387,7,4813491786.51901,8,4890695245.95085,8,5057
"data_ca_housing",25,4824632878.43537,7,4813279791.84428,7,4782211481.73786,8,4894744573.72738,8,5069
"data_ca_housing",26,4832452174.18327,7,4823665274.40555,7,4794868531.9688,8,4884045030.22291,8,5114
"data_ca_housing",27,4900324160.43756,7,4895535194.58035,7,4874916205.73899,8,4950922546.64841,8,5189
"data_ca_housing",28,4886229853.67661,7,4836337581.9393,7,4791772113.52203,8,4878091801.26246,8,5127
"data_ca_housing",29,4814022124.09988,7,4806346151.796,7,4780513261.90913,8,4857029597.25078,8,5067
"data_ca_housing",30,4880436166.69171,7,4867806357.51557,7,4851344407.6399,8,4901995973.3889,8,5079
"data_ca_housing",31,4827707412.83197,7,4820252180.83756,7,4790379946.91634,8,4870503945.8306,8,5074
"data_ca_housing",32,4851558191.49969,7,4844195533.70624,7,4808536012.05703,8,4886569884.86009,8,5095
"data_ca_housing",33,4833068495.369,7,4821467036.68482,7,4791656428.56763,8,4890131614.18099,8,5088
"data_ca_housing",34,4861210670.51918,7,4851134946.5178,7,4830026529.05814,8,4910705524.67652,8,5102
"data_ca_housing",35,4879523698.22555,7,4874521868.23284,7,4845291687.30604,8,4943447751.73177,8,5107
"data_ca_housing",36,4897162155.40478,7,4883357086.98985,7,4821346861.53216,8,4938383106.08977,8,5094
"data_ca_housing",37,4852995442.78532,7,4841635388.0692,7,4825498192.38326,8,4895463940.5351,8,5042
"data_ca_housing",38,4847642536.98185,7,4841150965.92428,7,4846814244.99675,8,4879216814.65316,8,5116
"data_ca_housing",39,4865783915.21681,7,4853318065.29702,7,4843420433.90902,8,4901266889.86963,8,5096
"data_ca_housing",40,4830030277.52478,7,4816118191.65747,7,4787004291.8426,8,4891416649.39271,8,5047
"data_ca_housing",41,4832732306.61499,7,4826619128.99896,7,4808085183.48684,8,4864755289.34246,8,5026
"data_ca_housing",42,4820578128.09643,7,4814377726.06789,7,4787949563.20916,8,4878953259.14909,8,5138
"data_ca_housing",43,4851807630.35479,7,4842489433.12211,7,4830105220.14806,8,4882658287.80646,8,5034
"data_ca_housing",44,4836641606.24864,7,4817120563.12546,7,4788745128.0491,8,4877659610.05036,8,5096
"data_ca_housing",45,4817206541.59805,7,4811841925.69712,7,4784318724.049,8,4843437077.6337,8,5069
"data_ca_housing",46,4873170211.79159,7,4861634601.29114,7,4842523599.2122,8,4920088703.77985,8,5120
"data_ca_housing",47,4846043523.42099,7,4837684519.73602,7,4845373773.7567,8,4891443247.45246,8,5051
"data_ca_housing",48,4870445107.64934,7,4845716941.07134,7,4805317681.19705,8,4905052902.41692,8,5031
"data_ca_housing",49,4869900203.86372,7,4860812822.39974,7,4823812323.79976,8,4907232925.04846,8,5078
"data_ca_housing",50,4897677482.4976,7,4890504359.61443,7,4845871033.16742,8,4952350182.63396,8,5034
"data_ca_housing",51,5368493721.07285,5,5367604981.69257,5,4815382292.30215,8,4944847196.39447,8,5119
"data_ca_housing",52,4816976526.10397,7,4810197938.98042,7,4794713460.43729,8,4868091454.29729,8,5133
"data_ca_housing",53,4835074941.23633,7,4825933395.68865,7,4797834372.35863,8,4878284161.272,8,5107
"data_ca_housing",54,4869095021.24814,7,4860072227.1391,7,4841711438.4606,8,4909687116.86571,8,5068
"data_ca_housing",55,4866215867.11001,7,4851465555.24571,7,4813838934.7719,8,4923099642.34052,8,5049
"data_ca_housing",56,4961173741.06144,7,4956485678.60033,7,4906237715.47478,8,4989647835.69722,8,5059
"data_ca_housing",57,4839372818.70547,7,4832760464.31766,7,4818179179.58245,8,4887687920.09093,8,5047
"data_ca_housing",58,5363220565.32382,5,5363611862.91514,5,4786760105.27106,8,4889765050.48677,8,5149
"data_ca_housing",59,4857515234.86279,7,4839236891.83427,7,4799753123.24068,8,4920195582.80413,8,5070
"data_ca_housing",60,4832085666.45045,7,4823234900.23286,7,4802405767.96353,8,4889678502.45385,8,5112
"data_ca_housing",61,4847609601.99506,7,4836972412.93575,7,4846293478.84118,8,4881380810.45157,8,5007
"data_ca_housing",62,4858535801.08233,7,4849300965.1416,7,4834862259.38854,8,4892020053.46003,8,5016
"data_ca_housing",63,4895330152.84577,7,4883439609.33192,7,4841017368.46595,8,4929573476.04838,8,5029
"data_ca_housing",64,4815529472.47628,7,4809994671.11304,7,4782074037.16268,8,4866617571.79337,8,5108
"data_ca_housing",65,4884823469.91804,7,4874432635.36369,7,4850790961.87699,8,4932283799.84297,8,5076
"data_ca_housing",66,4869729296.8208,7,4857708888.86432,7,4840838990.79638,8,4924487847.85042,8,5167
"data_ca_housing",67,4846527034.7672,7,4835999270.89581,7,4845225207.66004,8,4910943517.37629,8,5082
"data_ca_housing",68,4808457896.64309,7,4803538641.99715,7,4787068948.46432,8,4865903969.72152,8,5050
"data_ca_housing",69,4868117099.75917,7,4854311261.7935,7,4838724803.29631,8,4889336139.21887,8,5092
"data_ca_housing",70,4833071212.98093,7,4824733150.93437,7,4809339248.77744,8,4882165225.21309,8,5119
"data_ca_housing",71,4885894193.48701,7,4879576848.33658,7,4856017807.06392,8,4921975659.14931,8,5105
"data_ca_housing",72,4836824479.05899,7,4824832656.45003,7,4799610426.68055,8,4878743919.09368,8,5084
"data_ca_housing",73,4869670433.37297,7,4862408101.2276,7,4821998101.79727,8,4924927400.79903,8,5089
"data_ca_housing",74,4854708825.66568,7,4844673903.42168,7,4827532079.2822,8,4890141313.19624,8,5062
"data_ca_housing",75,4817376765.31124,7,4809662144.63308,7,4789870633.2184,8,4865436975.41841,8,5084
"data_ca_housing",76,4880698666.22861,7,4872865877.68157,7,4849953791.03494,8,4909029905.14293,8,5138
"data_ca_housing",77,4824560933.97825,7,4817014491.92015,7,4788732500.1924,8,4872385535.99037,8,5108
"data_ca_housing",78,4879475657.38034,7,4871024925.13024,7,4849835006.20799,8,4919716561.25718,8,5044
"data_ca_housing",79,4811234782.98271,7,4807216367.24579,7,4794390271.16275,8,4849191072.80602,8,5062
"data_ca_housing",80,4898541725.58646,7,4828803056.04882,7,4792263035.82709,8,4908761976.76277,8,5049
"data_ca_housing",81,4850547262.59212,7,4838429928.22663,7,4823665918.0743,8,4914758210.43921,8,5146
"data_ca_housing",82,4836512262.79743,7,4830156784.08996,7,4833527853.38153,8,4888074905.62434,8,5071
"data_ca_housing",83,4956257669.87833,7,4866102157.51,7,4804269016.65163,8,4947137904.1958,8,5066
"data_ca_housing",84,4829763110.08714,7,4817944552.07432,7,4785604086.81137,8,4881098674.78508,8,5097
"data_ca_housing",85,4876004248.03606,7,4871932519.55566,7,4872233103.22903,8,4915086207.46382,8,5073
"data_ca_housing",86,5369513115.78591,5,5368975954.8359,5,4822976011.12615,8,4927659722.1574,8,5014
"data_ca_housing",87,4855599763.98985,7,4845901863.89237,7,4811686079.80971,8,4881916270.52617,8,5116
"data_ca_housing",88,4851369014.16235,7,4842975579.33591,7,4826233477.62155,8,4883891060.90895,8,5071
"data_ca_housing",89,4849419809.95819,7,4836669387.62875,7,4822822230.78388,8,4897171871.16673,8,5071
"data_ca_housing",90,4839899583.24454,7,4827479068.04108,7,4798676710.0363,8,4874546774.84294,8,5049
"data_ca_housing",91,4908233454.04885,7,4899053209.5306,7,4877472075.37949,8,4925397275.6274,8,5066
"data_ca_housing",92,4914868509.117,7,4905059012.2556,7,4860617522.80362,8,4947055011.00511,8,5086
"data_ca_housing",93,4845368833.58158,7,4836088419.1366,7,4844353234.55713,8,4874701356.15622,8,5101
"data_ca_housing",94,4887562794.31522,7,4871364811.66621,7,4868406232.82731,8,4919690350.21485,8,5078
"data_ca_housing",95,4891362609.76235,7,4880891596.50422,7,4842563086.28639,8,4929630119.37678,8,5095
"data_ca_housing",96,5125787243.90736,6,4952867775.30221,7,4824808319.24339,8,4918582129.55206,8,5107
"data_ca_housing",97,4846939501.19554,7,4827607234.31544,7,4792719887.91421,8,4898687252.92363,8,5125
"data_ca_housing",98,4876738298.24985,7,4865239377.96608,7,4844548316.83405,8,4916342957.49194,8,5074
"data_ca_housing",99,4917584763.9568,7,4915784560.73558,7,4886800826.17866,8,4927574081.96915,8,5058
"data_ca_housing",100,4903658701.37248,7,4891838661.31155,7,4900712107.86186,8,4923458630.45863,8,5107
"data_computer",1,108.236290553091,12,111.442602976117,13,106.859840457567,14,173.045329936908,3,2026
"data_computer",2,100.640137658062,10,100.493675786338,10,97.407075964766,12,172.414377514995,3,2069
"data_computer",3,100.415814461398,12,100.710855237417,12,97.4880489308299,14,173.171225616765,3,2039
"data_computer",4,101.073631957155,11,101.444243693271,11,97.5023309863838,17,172.717456165858,3,2018
"data_computer",5,106.442451397056,10,108.430823244784,10,104.696920673987,12,172.636808814637,3,2008
"data_computer",6,103.281547760211,11,103.965430910351,12,100.924252786097,13,173.093284485512,3,1970
"data_computer",7,102.523471466679,11,103.496621975223,11,100.236135655033,13,172.83520491717,3,2012
"data_computer",8,102.680722204063,11,103.601085710875,11,100.333188087969,12,173.625563707007,3,2027
"data_computer",9,101.083637662406,12,101.488438831562,12,98.1419638065747,14,172.926047479858,3,2006
"data_computer",10,102.394660953673,10,103.058610956852,10,100.114182886648,12,173.130014109502,3,2040
"data_computer",11,100.325352429641,9,100.342057952942,9,97.4497769503326,10,173.088826829937,3,2046
"data_computer",12,100.972605407485,9,100.796814686193,9,97.279671199273,10,172.742342264757,3,2015
"data_computer",13,103.089518351935,10,103.902370800856,11,100.726876189022,13,172.90664560795,3,2020
"data_computer",14,100.485408951518,10,100.612497518585,10,97.5415675022402,12,172.640041899751,3,2006
"data_computer",15,101.386703250523,11,101.847307604017,11,98.5122262475908,13,172.605818761771,3,1986
"data_computer",16,112.273993294724,12,114.759476996444,12,110.968991354821,14,173.026663498411,3,2033
"data_computer",17,101.232478553179,11,101.755623854808,11,98.5734048163911,17,172.269280270051,3,2015
"data_computer",18,100.625432024934,10,100.608618753232,10,95.996730178211,20,172.864992684889,3,1972
"data_computer",19,101.02746906707,11,101.285121208165,12,97.7001318083559,20,173.920233569375,3,2032
"data_computer",20,103.263011670736,11,104.030722702701,11,100.890644282353,12,173.136456797946,3,2014
"data_computer",21,101.163786563321,10,100.946351099831,10,97.6402262461604,11,172.591193923173,3,2004
"data_computer",22,100.897411789406,10,101.14372884563,10,98.0388789024239,12,172.860106522678,3,1985
"data_computer",23,103.646251495469,10,104.853878296683,10,101.439235517419,11,173.36512696686,3,2039
"data_computer",24,102.525086843581,10,103.032521844946,10,98.6511056734697,18,173.558096297535,3,1998
"data_computer",25,106.170895720517,11,107.731456029001,11,104.308114290035,13,173.107056026095,3,2015
"data_computer",26,100.243209507225,10,100.16426444906,11,97.1709345514099,11,172.454936585678,3,2024
"data_computer",27,100.49562884566,9,100.814306939229,11,97.7392209718263,11,173.228495240265,3,2058
"data_computer",28,100.760657044094,10,101.064666474635,10,98.3869269225543,17,172.574871035476,3,1979
"data_computer",29,100.855759776621,9,101.451158366358,10,98.2575579599845,11,172.851130280149,3,1998
"data_computer",30,107.93936001628,10,110.152602399617,10,106.088465477846,12,172.543952080443,3,1987
"data_computer",31,110.730548186298,11,113.120997758867,11,109.212738912974,13,172.926510847964,3,2017
"data_computer",32,100.209820040238,11,100.278519150826,11,96.3140539024314,17,172.791922271507,3,2030
"data_computer",33,102.154054006954,10,102.799193245683,11,99.7428006779078,11,173.132175634649,3,2049
"data_computer",34,103.405542599226,11,104.628420413389,12,101.147775429137,13,173.105702687811,3,2014
"data_computer",35,102.372615490781,10,102.95436392036,10,100.238226235596,12,174.170690269847,3,2019
"data_computer",36,100.907763813286,12,101.086569783439,12,98.844367239206,18,172.470612815364,3,1983
"data_computer",37,103.733543892988,11,105.262988789463,11,101.766774355661,13,172.376071157375,3,2033
"data_computer",38,106.507214109854,11,107.878423028558,11,104.756531758467,13,172.805388187474,3,2029
"data_computer",39,101.441186180915,10,101.684947225646,11,97.6425109772575,20,173.594272041646,3,2017
"data_computer",40,106.399303168936,12,108.733876146738,12,104.492167379558,13,173.182562905213,3,1986
"data_computer",41,102.793919880785,11,103.351795169165,11,99.9780949245177,13,173.111154324704,3,2000
"data_computer",42,101.832577593787,11,102.301366926527,13,99.0853177458535,13,173.079109209307,3,2035
"data_computer",43,107.708252019405,9,110.29418100938,9,106.155130261344,10,173.743018279789,3,1982
"data_computer",44,101.336637133456,9,101.782219653462,9,97.0787156803592,20,172.848323537695,3,2016
"data_computer",45,110.165034175472,12,112.107663874912,12,108.778383075881,14,172.799599476418,3,2008
"data_computer",46,103.266572026389,11,104.414633988573,11,101.085843005483,13,173.455477662486,3,2024
"data_computer",47,101.389518937113,9,102.119088227816,9,99.021612559663,11,172.238738388085,3,2032
"data_computer",48,102.177367218208,11,102.861969265054,11,100.031059431081,12,173.043623678879,3,1989
"data_computer",49,101.301409739005,11,101.648275027161,11,98.1325604369054,17,172.625111778317,3,2040
"data_computer",50,100.812165209304,10,100.807793850744,10,97.5765313768755,11,172.504649639193,3,2033
"data_computer",51,101.008041443066,10,101.150272175764,10,98.196901789396,12,173.646623096484,3,2049
"data_computer",52,100.972604711529,12,101.156928101924,12,97.8505031757714,14,172.902228534535,3,2033
"data_computer",53,114.230825327431,11,117.214905119094,11,113.231529889199,14,172.3679987557,3,2025
"data_computer",54,101.357681727673,10,101.184201051939,10,97.6792991798975,20,172.825095283925,3,2004
"data_computer",55,103.221247208398,10,104.926333212245,11,100.940587402262,12,173.813781444805,3,1994
"data_computer",56,103.379756736949,12,104.612177940163,13,101.106673897075,14,172.730945582849,3,2029
"data_computer",57,100.729059349002,11,100.708058743707,11,98.3820858828523,18,172.20370146408,3,2036
"data_computer",58,103.423298955917,11,104.602593836797,11,101.371744877785,13,172.77796302474,3,2007
"data_computer",59,101.695538735619,12,102.218574916034,11,98.2042727203325,20,172.398168305154,3,2007
"data_computer",60,100.940744215501,10,101.078280534239,10,98.1229643090922,12,172.801861140209,3,1977
"data_computer",61,100.807706281378,11,101.02800790952,11,97.6542093406943,20,173.464072842823,3,1999
"data_computer",62,102.177644593349,10,102.774818376947,10,99.5932707483006,12,172.515579934793,3,2022
"data_computer",63,103.993570246656,10,105.523614923544,10,102.129728023989,12,172.78160792191,3,2004
"data_computer",64,100.756084472994,12,100.90927821833,12,97.6699684048781,14,172.972652425331,3,2009
"data_computer",65,101.349669482232,11,101.288166094348,11,98.0235434852124,13,173.060006270749,3,2020
