"dataset","split_id","unilasso_loo_true_mse","unilasso_loo_true_support","unilasso_loo_true_sign_diff","unilasso_loo_true_nosign_mse","unilasso_loo_true_nosign_support","unilasso_loo_true_nosign_sign_diff","unilasso_loo_false_mse","unilasso_loo_false_support","unilasso_loo_false_sign_diff","polish_unilasso_mse","polish_unilasso_support","polish_unilasso_sign_diff","lasso_cv_mse","lasso_cv_support","lasso_cv_sign_diff","unireg_mse","unireg_support","unireg_sign_diff","least_squares_mse","least_squares_support","least_squares_sign_diff"
"elevator",37,1.90145139776208e-05,9,0,8.20025114580995e-06,17,5,1.90107236912036e-05,9,0,1.53474390048243e-05,13,3,8.19285856679114e-06,17,5,1.90157167067472e-05,9,0,8.19827628867324e-06,17,5
"elevator",38,2.03419077964748e-05,10,0,8.70109132035562e-06,14,3,2.0348413146486e-05,13,0,1.684590998432e-05,14,4,8.69192671776222e-06,15,3,2.03412657794839e-05,10,0,8.68698584246477e-06,15,5
"elevator",39,1.99695686737958e-05,11,0,8.67219837141519e-06,16,6,1.99662301893456e-05,11,0,1.66906271271537e-05,15,3,8.65502715938939e-06,17,6,1.9965193069264e-05,11,0,8.67207546894321e-06,17,7
"elevator",40,1.98525500105909e-05,10,0,8.33740919539124e-06,16,6,1.98557233786482e-05,11,0,1.62463527551058e-05,14,3,8.33808451294413e-06,15,5,1.98495280680441e-05,11,0,8.33441142582787e-06,16,7
"elevator",41,1.95787229075844e-05,9,0,8.18677630912262e-06,15,4,1.95777080181152e-05,10,0,1.56854367460447e-05,13,3,8.18180124321829e-06,17,5,1.95789216185985e-05,9,0,8.19179764321112e-06,16,5
"elevator",42,NA,NA,NA,NA,NA,NA,1.98678858514684e-05,11,0,NA,NA,NA,8.32401669887627e-06,17,5,NA,NA,NA,8.32373907014672e-06,15,5
"elevator",43,2.02335577944162e-05,9,0,8.34278984142579e-06,16,5,2.02378409727639e-05,11,0,1.67348605487566e-05,13,3,8.35445693737535e-06,15,5,2.02283313535633e-05,10,0,8.3498206389316e-06,16,7
"elevator",44,1.997897673966e-05,11,0,8.54791034470559e-06,17,4,1.99755825325172e-05,11,0,1.65564434398698e-05,15,3,8.55273143494701e-06,17,5,1.99766700533861e-05,11,0,8.5463528802301e-06,16,5
"elevator",45,1.94760146013553e-05,10,0,8.24340908971509e-06,16,5,1.94804061277337e-05,11,0,1.57663310273007e-05,14,3,8.23632057416464e-06,16,5,1.94834544217621e-05,11,0,8.23878852991268e-06,16,5
"elevator",46,2.00724179035947e-05,9,0,8.52958787968413e-06,15,3,2.0068164288919e-05,10,0,1.6493828511777e-05,13,4,8.5144936070821e-06,16,3,2.00668639296404e-05,10,0,8.50770288833233e-06,15,4
"elevator",47,1.9320157601782e-05,10,0,8.33951723518588e-06,16,4,1.93282761162944e-05,11,0,1.54074522818336e-05,14,3,8.33457760204578e-06,16,4,1.93237194732688e-05,11,0,8.33902801926532e-06,16,6
"elevator",48,1.8970534551476e-05,8,0,8.00824635281054e-06,15,4,1.89687560112629e-05,9,0,1.49859483631724e-05,12,3,7.99640263781984e-06,14,4,1.89719092129348e-05,8,0,8.00459683305923e-06,15,6
"elevator",49,1.95433808864326e-05,8,0,8.56274532452127e-06,14,4,1.95370577865747e-05,8,0,1.55397683272419e-05,12,3,8.56101553839868e-06,14,5,1.95437936799957e-05,8,0,8.5665639974836e-06,16,7
"elevator",50,NA,NA,NA,NA,NA,NA,1.96230519007882e-05,10,0,NA,NA,NA,8.2605960056682e-06,16,5,NA,NA,NA,8.25418640088163e-06,16,6
"elevator",51,2.08190566928152e-05,10,0,8.69965097879028e-06,13,3,2.08190826186696e-05,11,0,1.75630327795281e-05,14,4,8.70098076335937e-06,15,3,2.08117178711593e-05,10,0,8.68242451357333e-06,15,4
"elevator",52,1.98103682320456e-05,7,0,8.43350731029645e-06,13,4,1.98113440818646e-05,7,0,1.60633110029503e-05,11,3,8.42536579911931e-06,14,5,1.98125070616944e-05,7,0,8.42359169547242e-06,15,6
"elevator",53,2.07080483766228e-05,10,0,8.70824717703807e-06,16,5,2.07041319433304e-05,12,0,1.70304896717704e-05,14,3,8.72445784008342e-06,15,5,2.07012676798531e-05,11,0,8.71806991719409e-06,17,8
"elevator",54,NA,NA,NA,NA,NA,NA,2.03022287216564e-05,9,0,NA,NA,NA,8.61032738386304e-06,17,4,NA,NA,NA,8.60578811742414e-06,15,4
"elevator",55,1.96516003709026e-05,10,0,8.02620389157383e-06,17,5,1.96395057592072e-05,11,0,1.59606125892145e-05,14,3,8.03656707228556e-06,15,5,1.96462950853432e-05,11,0,8.02931731146697e-06,16,6
"elevator",56,2.07778979901375e-05,10,0,8.739755658628e-06,16,6,2.07774068502819e-05,12,0,1.72705306759874e-05,14,3,8.75217723050523e-06,16,6,2.07718808234897e-05,11,0,8.74251753707649e-06,17,7
"elevator",57,2.03266429915218e-05,9,0,8.6832337333111e-06,16,6,2.03288944725953e-05,9,0,1.69293391880962e-05,13,3,8.67641226852551e-06,17,6,2.03271866239546e-05,9,0,8.67758237390598e-06,16,6
"elevator",58,2.02774570222334e-05,8,0,8.55605725386213e-06,14,5,2.02779716180769e-05,8,0,1.66616597458864e-05,12,3,8.59343715187408e-06,15,6,2.02728285987893e-05,8,0,8.57185884856432e-06,16,7
"elevator",59,2.07424324854997e-05,10,0,8.96595736767211e-06,14,5,2.07429044336042e-05,10,0,1.68637345030986e-05,14,3,8.95731238663152e-06,15,5,2.07409013986558e-05,9,0,8.95474060402064e-06,14,5
"elevator",60,1.98465505963523e-05,10,0,8.38263391821823e-06,17,5,1.98444428813487e-05,11,0,1.5967884266478e-05,14,3,8.39613713159295e-06,16,4,1.98469861752269e-05,11,0,8.38490007030819e-06,15,5
"elevator",61,1.96633061276792e-05,8,0,8.37763550388161e-06,14,5,1.96512115388806e-05,12,0,1.58929963572905e-05,12,3,8.37477700610171e-06,15,5,1.96534641764631e-05,10,0,8.36863441252244e-06,17,7
"elevator",62,1.94366587480867e-05,11,0,8.33080826370934e-06,16,5,1.94293774698036e-05,11,0,1.56656852407495e-05,15,3,8.31682708521034e-06,15,4,1.94305463762899e-05,11,0,8.33934029265264e-06,15,5
"elevator",63,2.03643249877643e-05,8,0,8.68146190399093e-06,14,5,2.03571437327495e-05,8,0,1.65000055300442e-05,12,3,8.6855247469263e-06,15,6,2.03627653934685e-05,8,0,8.68030198587142e-06,16,7
"elevator",64,1.94118574341475e-05,11,0,8.04239785213064e-06,17,5,1.94112371469682e-05,10,0,1.60777959727806e-05,15,3,8.0532359302421e-06,16,5,1.94106500256188e-05,11,0,8.0503959742435e-06,15,5
"elevator",65,1.97335990818377e-05,11,0,8.2885188773026e-06,17,5,1.97339558280566e-05,11,0,1.61351926965158e-05,15,3,8.29377517622209e-06,16,6,1.97335399829916e-05,11,0,8.30001363588815e-06,16,7
"elevator",66,2.02761608922842e-05,10,0,8.49362528021112e-06,15,3,2.02792447097912e-05,12,0,1.66752718062409e-05,14,4,8.49516517010333e-06,16,3,2.02747533517104e-05,10,0,8.48743932830169e-06,15,5
"elevator",67,1.93580235488149e-05,9,0,8.26948223903681e-06,16,4,1.93538093752583e-05,9,0,1.55613506785787e-05,13,3,8.26933219916237e-06,17,5,1.93574617537009e-05,9,0,8.27646491398544e-06,16,6
"elevator",68,2.03305664328321e-05,7,0,8.84099196846337e-06,15,4,2.03327424296549e-05,7,0,1.67832211708207e-05,11,3,8.82947205835561e-06,15,4,2.03308150309643e-05,7,0,8.83431366542421e-06,15,5
"elevator",69,2.02124462441708e-05,10,0,8.51526638091996e-06,15,5,2.02027236331982e-05,12,0,1.67031868254474e-05,14,3,8.51328080083767e-06,15,4,2.0196742540818e-05,11,0,8.51056382216148e-06,17,6
"elevator",70,2.06682294319522e-05,11,0,8.72943887093601e-06,16,5,2.06705039105498e-05,11,0,1.72567125670688e-05,15,3,8.73848604655015e-06,17,5,2.06658765534107e-05,11,0,8.73922571061976e-06,16,6
"elevator",71,1.98872666699425e-05,10,0,8.25561868302745e-06,15,6,1.98886530177996e-05,10,0,1.63011109833881e-05,14,3,8.26040420046753e-06,14,5,1.98877857677951e-05,10,0,8.2568721945888e-06,14,5
"elevator",72,1.86259082095083e-05,10,0,7.89199858429472e-06,16,4,1.86250216560042e-05,11,0,1.51550462674741e-05,14,3,7.88218369522168e-06,17,4,1.862617059552e-05,10,0,7.89520481336123e-06,15,4
"elevator",73,2.02552156503164e-05,10,0,8.56058264847835e-06,15,5,2.02571170613699e-05,11,0,1.67901445138031e-05,14,3,8.57047858183321e-06,13,5,2.02530158881335e-05,10,0,8.57144914967871e-06,15,6
"elevator",74,1.96509692295354e-05,10,0,8.13336876998248e-06,14,4,1.96551738868192e-05,12,0,1.60832870626277e-05,14,3,8.13251936180205e-06,13,4,1.96501982549525e-05,10,0,8.13049803951878e-06,15,7
"elevator",75,1.9408848253716e-05,10,0,8.44889232153801e-06,14,4,1.93981378278505e-05,11,0,1.55869024059581e-05,14,3,8.44202075416026e-06,17,4,1.94069795146347e-05,10,0,8.43993687288844e-06,15,4
"elevator",76,2.00495328971412e-05,9,0,8.62203115342341e-06,15,4,2.00438116339125e-05,10,0,1.61948183548781e-05,13,3,8.62437858249339e-06,16,4,2.0048315901687e-05,9,0,8.62360137406327e-06,15,5
"elevator",77,2.06585575451759e-05,9,0,8.91130211743494e-06,15,3,2.06558456178935e-05,10,0,1.71151409155843e-05,13,3,8.91263589271117e-06,15,4,2.06541152588173e-05,10,0,8.90003350710463e-06,15,4
"elevator",78,1.93854080813496e-05,11,0,8.1938786856724e-06,16,4,1.93818918399182e-05,10,0,1.5686424472304e-05,15,3,8.1980247601724e-06,17,5,1.93835383224001e-05,11,0,8.1840766320767e-06,16,6
"elevator",79,2.00882284763422e-05,10,0,8.53144439844992e-06,16,4,2.00854153572005e-05,10,0,1.62951536125885e-05,14,3,8.51596311576229e-06,17,5,2.00882103182978e-05,10,0,8.52145635451364e-06,16,5
"elevator",80,1.9903743575544e-05,10,0,8.65782251371937e-06,16,4,1.98903089435093e-05,10,0,1.63549031028476e-05,14,3,8.65863882345603e-06,16,5,1.98883628853333e-05,10,0,8.65890208788331e-06,16,6
"elevator",81,2.01217064579712e-05,11,0,8.52005618168999e-06,16,3,2.01154989721529e-05,10,0,1.64566532209712e-05,15,3,8.50772491145542e-06,17,5,2.01188134979577e-05,11,0,8.5041063425616e-06,16,6
"elevator",82,2.06054165474594e-05,10,0,8.84208101058508e-06,14,4,2.06013394698016e-05,12,0,1.69395571278382e-05,14,4,8.82616645598635e-06,16,4,2.06012820964872e-05,11,0,8.81964497908825e-06,17,5
"elevator",83,1.95373673449339e-05,10,0,8.324411832474e-06,15,5,1.95346551913638e-05,11,0,1.61992681979369e-05,14,3,8.31637526639501e-06,16,5,1.9538373383324e-05,11,0,8.31565823307209e-06,16,5
"elevator",84,1.97586731678532e-05,8,0,8.36785232128703e-06,16,3,1.97455562541846e-05,10,0,1.5972139921811e-05,12,4,8.36701785057406e-06,16,4,1.97487672961001e-05,9,0,8.36307251771051e-06,16,5
"elevator",85,2.03485834652245e-05,8,0,8.64395895843215e-06,12,3,2.03413668800624e-05,8,0,1.67035732939922e-05,12,4,8.62888873429512e-06,14,4,2.03455402103691e-05,8,0,8.62663043853893e-06,15,5
"elevator",86,1.99705456432157e-05,10,0,8.41403062777292e-06,13,3,1.99733760821771e-05,12,0,1.64951064458523e-05,14,4,8.38572204282757e-06,15,3,1.99699135888229e-05,10,0,8.38092821660099e-06,15,5
"elevator",87,2.09981260010739e-05,11,0,8.82923185424957e-06,16,5,2.09864472383278e-05,12,0,1.763601607557e-05,15,3,8.83611223617555e-06,15,4,2.09866684965071e-05,11,0,8.82215227934686e-06,17,7
"elevator",88,1.99808836550507e-05,11,0,8.61727256490108e-06,17,6,1.99780364988801e-05,10,0,1.67454641511828e-05,15,3,8.6027244015131e-06,18,6,1.99801340683284e-05,11,0,8.6096536529881e-06,17,7
"elevator",89,1.9842097177713e-05,11,0,8.43919695863208e-06,15,4,1.98405413332202e-05,11,0,1.6032509831157e-05,15,3,8.4468852289337e-06,16,5,1.98413467987421e-05,11,0,8.43302817630807e-06,16,6
"elevator",90,1.98819493083253e-05,10,0,8.58966955376236e-06,16,5,1.98813610308191e-05,12,0,1.61671501520742e-05,14,3,8.58879060470274e-06,16,5,1.98845968994105e-05,11,0,8.58563702790361e-06,17,6
"elevator",91,2.03531279496914e-05,10,0,8.61725295602206e-06,16,5,2.03509701394977e-05,9,0,1.67825643024476e-05,14,3,8.60506879659941e-06,15,5,2.03521363144027e-05,9,0,8.61261955017067e-06,14,5
"elevator",92,2.07431220067315e-05,11,0,8.98759434564689e-06,14,3,2.07450128616473e-05,11,0,1.72040198186868e-05,15,4,8.96863150436069e-06,17,4,2.07428824334794e-05,11,0,8.95991020940041e-06,16,4
"elevator",93,1.96907824504017e-05,8,0,8.16458811982099e-06,13,4,1.96920780846578e-05,8,0,1.650934311966e-05,12,3,8.16250028591666e-06,14,5,1.96881517646985e-05,8,0,8.16065257175753e-06,15,6
"elevator",94,1.93616559682072e-05,8,0,8.3267046023837e-06,15,3,1.9352916780302e-05,9,0,1.54531767847538e-05,12,4,8.32277356084068e-06,16,4,1.93568324606229e-05,9,0,8.33566225703892e-06,15,3
"elevator",95,1.94351169548425e-05,8,0,8.24337166584977e-06,13,4,1.94273819618408e-05,8,0,1.55386096847487e-05,12,3,8.2575874479771e-06,13,5,1.94331193746858e-05,8,0,8.25493201670629e-06,16,7
"elevator",96,1.97431965816446e-05,11,0,8.54242306876175e-06,18,6,1.97389316619016e-05,11,0,1.59861964365523e-05,15,3,8.53756269804839e-06,17,5,1.97421845552542e-05,11,0,8.53226612869919e-06,17,7
"elevator",97,2.05330371219889e-05,10,0,8.81453308208096e-06,17,6,2.05299614437252e-05,12,0,1.67433983700057e-05,14,3,8.81164955132738e-06,14,4,2.05273269086311e-05,11,0,8.8178512766614e-06,17,7
"elevator",98,2.00338834212131e-05,10,0,8.65554020568617e-06,16,4,2.0023009860125e-05,10,0,1.65475081345851e-05,14,3,8.66404935469491e-06,14,4,2.00286141514567e-05,10,0,8.65817801321798e-06,14,4
"elevator",99,1.98481218274616e-05,8,0,8.3687352544894e-06,13,4,1.98472092577459e-05,8,0,1.62717658916251e-05,12,3,8.36290113228799e-06,13,5,1.9846553711796e-05,8,0,8.36826907411753e-06,15,7
"elevator",100,2.00918756089292e-05,9,0,8.58827321752858e-06,14,3,2.00915483239537e-05,9,0,1.62841879258741e-05,13,4,8.58832689555061e-06,14,3,2.0093110639919e-05,9,0,8.58558550191592e-06,15,5
"naval_propulsion",1,0.000248858049122049,6,0,0.000248858049122049,6,0,0.000249082665112074,6,0,6.65827173883992e-05,11,2,0.000232598398500955,9,1,1.94768646499146e-05,15,0,6.21574849714066e-07,20,8
"naval_propulsion",2,0.000254158259025755,6,0,0.000254158259025755,6,0,0.00025447380349143,6,0,6.83302689381334e-05,10,2,0.000235155492252907,9,1,1.89032119190376e-05,16,0,6.3000200214901e-07,20,8
"naval_propulsion",3,0.000251422076760098,6,0,0.000251422076760098,6,0,0.000251767499254986,6,0,6.66223939770551e-05,11,2,0.000230690532902087,9,1,1.91114540563337e-05,15,0,6.27502363629915e-07,20,8
"naval_propulsion",4,0.000255755638786053,6,0,0.000255755638786053,6,0,0.000256124676701195,6,0,6.84917323363177e-05,11,2,0.000244032294668501,9,1,1.79768507921282e-05,17,0,6.26297799762481e-07,20,9
"naval_propulsion",5,0.000258298275069922,6,0,0.000258298275069922,6,0,0.000258495471821365,6,0,6.95283766748468e-05,11,2,0.00024066538517651,8,0,1.93877975002646e-05,15,0,5.98901839625852e-07,20,8
"naval_propulsion",6,0.000253468997493882,6,0,0.000253468997493882,6,0,0.000253806201906804,6,0,6.50116483211824e-05,11,2,0.000232168195306749,9,1,1.84201108816726e-05,15,0,6.40895905763573e-07,20,8
"naval_propulsion",7,0.000252833809810349,6,0,0.000252833809810349,6,0,0.000253150104863801,6,0,6.77335002504423e-05,11,2,0.000236739213446821,9,1,1.95087338836227e-05,15,0,6.23483638376127e-07,20,8
"naval_propulsion",8,0.000263933310157476,6,0,0.000263933310157476,6,0,0.000264252339451068,6,0,6.79402926682027e-05,11,2,0.000249135882237583,9,1,1.90342804565487e-05,15,0,6.073378756646e-07,20,8
"naval_propulsion",9,0.000249210454318365,6,0,0.000249210454318365,6,0,0.000249496739665962,6,0,6.49642653766058e-05,11,2,0.000259047951803746,8,0,2.07243408106196e-05,12,0,6.27276263180599e-07,20,8
"naval_propulsion",10,0.00025481361340822,6,0,0.00025481361340822,6,0,0.000255154077878237,6,0,6.69969653161123e-05,11,2,0.000236800532572183,9,1,1.90560732510878e-05,15,0,6.27636957914411e-07,20,8
"naval_propulsion",11,0.000237729753258698,6,0,0.000237729753258698,6,0,0.0002379840973877,6,0,6.47635688345068e-05,11,2,0.000224003451351926,9,1,1.84403530010532e-05,15,0,6.17526426020532e-07,20,8
"naval_propulsion",12,0.000262602131543663,6,0,0.000262602131543663,6,0,0.000263362885779402,6,0,6.72591234593261e-05,11,2,0.000233079808207139,9,1,1.92401444645998e-05,15,0,6.31360357929273e-07,20,8
"naval_propulsion",13,0.000245428372342432,7,0,0.000245428372342432,7,0,0.000245587288878263,7,0,6.6101104301235e-05,12,2,0.000233331049820798,9,1,2.0991171937505e-05,14,0,6.3729887741508e-07,20,8
"naval_propulsion",14,0.000256478897621207,6,0,0.000256478897621207,6,0,0.000256697809451892,6,0,6.63236863645937e-05,10,2,0.000242592604546639,9,1,1.9792772754135e-05,16,0,6.23316811941252e-07,20,8
"naval_propulsion",15,0.000241752026357801,6,0,0.000241752026357801,6,0,0.000241977441495555,6,0,6.58159190487807e-05,11,2,0.000227102059710939,9,1,1.93647794493417e-05,15,0,6.26503126693607e-07,20,8
"naval_propulsion",16,0.0002533694190884,6,0,0.0002533694190884,6,0,0.00025372202227732,6,0,6.86103803916054e-05,10,2,0.000243285098803284,8,0,1.93110014774792e-05,15,0,6.02270858358959e-07,20,8
"naval_propulsion",17,0.000245811210269858,6,0,0.000245811210269858,6,0,0.000246152426383157,6,0,6.70537863726225e-05,11,2,0.000240346482370992,9,1,1.9500494908971e-05,16,0,5.9514888605211e-07,20,8
"naval_propulsion",18,0.000251262019347195,6,0,0.000251262019347195,6,0,0.000249052633668281,6,0,6.37849263708966e-05,11,2,0.000235001164641154,9,1,1.86205627938183e-05,15,0,6.4544306998923e-07,20,8
"naval_propulsion",19,0.000251717170726043,6,0,0.000251717170726043,6,0,0.000252139069878053,6,0,6.83052090599307e-05,11,2,0.00023940949439758,10,1,1.91537305946584e-05,15,0,6.27126037994668e-07,20,8
"naval_propulsion",20,0.000253421510192527,6,0,0.000253421510192527,6,0,0.000253884264467823,6,0,6.62127284084257e-05,10,2,0.000237557085425712,8,0,1.84615568735644e-05,15,0,6.30186560288389e-07,20,8
"naval_propulsion",21,0.000249768931237574,6,0,0.000249768931237574,6,0,0.000250050137718418,6,0,6.60316085051216e-05,11,2,0.000237182443965001,9,1,1.93483251529623e-05,15,0,6.07928617293483e-07,20,8
"naval_propulsion",22,0.000254125384206193,6,0,0.000254125384206193,6,0,0.000254423029910325,6,0,6.77944700107034e-05,11,2,0.000231650084236792,9,1,1.92466744750663e-05,15,0,6.28747331841798e-07,20,8
"naval_propulsion",23,0.000256810718686864,6,0,0.000256810718686864,6,0,0.000257068958088012,6,0,6.81610863648002e-05,10,2,0.00023864480723102,9,1,1.96205027094971e-05,15,0,6.0338068459493e-07,20,8
"naval_propulsion",24,0.00024284878245511,6,0,0.00024284878245511,6,0,0.00024311344227917,6,0,6.66083479999749e-05,11,2,0.000226983770281808,9,1,1.85839100833482e-05,15,0,6.31768012684432e-07,20,8
"naval_propulsion",25,0.000252650571391703,6,0,0.000252650571391703,6,0,0.000252943130444143,6,0,6.65261325830677e-05,11,2,0.000228980949920201,9,1,1.99574228584357e-05,16,0,6.72659070137359e-07,20,8
"naval_propulsion",26,0.000245995619097421,6,0,0.000245995619097421,6,0,0.000246388337861954,6,0,6.88009477635715e-05,11,2,0.000228537590984383,9,1,1.90265705567298e-05,16,0,6.28239485161952e-07,20,8
"naval_propulsion",27,0.000237826945724796,6,0,0.000237826945724796,6,0,0.000238257524410445,6,0,6.74010527599995e-05,11,2,0.000223367263454508,9,1,1.94532612902588e-05,15,0,6.19846932197148e-07,20,8
"naval_propulsion",28,0.000253398800127505,6,0,0.000253398800127505,6,0,0.000253809714514803,6,0,6.68585153338068e-05,11,2,0.000237454565991192,9,1,1.87810593719509e-05,15,0,6.07122762948713e-07,20,8
"naval_propulsion",29,0.000250435491071581,6,0,0.000250435491071581,6,0,0.000250708789350492,6,0,6.63384663765447e-05,11,2,0.000232733598393883,9,1,1.86331815338926e-05,15,0,6.11761187543442e-07,20,8
"naval_propulsion",30,0.000240252314895711,6,0,0.000240252314895711,6,0,0.000240460879836469,6,0,6.47527987814143e-05,11,2,0.000232277993131203,9,1,1.91044108302442e-05,16,0,6.02818621264744e-07,20,8
"naval_propulsion",31,0.000243319814032075,6,0,0.000243319814032075,6,0,0.000243597723074571,6,0,6.71113131307911e-05,11,2,0.000234632051767689,8,0,1.92255025764165e-05,15,0,6.14987018995651e-07,20,8
"naval_propulsion",32,0.000254972981004033,6,0,0.000254972981004033,6,0,0.000255531407730132,6,0,6.77110682342189e-05,11,2,0.000241814267059319,9,1,1.95441170967406e-05,16,0,6.00965458647252e-07,20,8
"naval_propulsion",33,0.000246898673627707,6,0,0.000246898673627707,6,0,0.000247208286761333,6,0,6.90410174400643e-05,11,2,0.000232609881482527,9,1,1.94915641066331e-05,16,0,6.19805046328612e-07,20,8
"naval_propulsion",34,0.000256657829753237,6,0,0.000256657829753237,6,0,0.000256915777129964,6,0,6.66362417510458e-05,11,2,0.000236593606608736,9,1,1.93317064404403e-05,15,0,6.09731089716617e-07,20,8
"naval_propulsion",35,0.000244059663051793,6,0,0.000244059663051793,6,0,0.000244312574020513,6,0,6.62347383295826e-05,11,2,0.000225574461444769,9,1,1.88991024137202e-05,16,0,6.1325782690165e-07,20,8
"naval_propulsion",36,0.00025577452350978,6,0,0.00025577452350978,6,0,0.000256106176624118,6,0,6.34013193113693e-05,11,2,0.000228614566067893,9,0,2.3346386842001e-05,16,0,6.17923812479863e-07,20,7
"naval_propulsion",37,0.000244543241131834,6,0,0.000244543241131834,6,0,0.000244836701109799,6,0,6.45611684834375e-05,11,2,0.000231930478103319,9,1,1.89772644827091e-05,15,0,5.98267487875418e-07,20,8
"naval_propulsion",38,0.000267853351125313,6,0,0.000267853351125313,6,0,0.000268115269460179,6,0,6.8095891985874e-05,11,2,0.000247775308207022,8,0,1.9151736372186e-05,15,0,6.21036668005717e-07,20,8
"naval_propulsion",39,0.000251831999213102,6,0,0.000251831999213102,6,0,0.000252149766838712,6,0,6.60675526186895e-05,11,2,0.000233808190695308,9,1,1.87752188981835e-05,15,0,6.20599836147408e-07,20,8
"naval_propulsion",40,0.000241564398348239,6,0,0.000241564398348239,6,0,0.000241912605742164,6,0,6.76911828353118e-05,10,2,0.000227122308554294,9,1,1.89807725393164e-05,15,0,6.19565988146302e-07,20,8
"naval_propulsion",41,0.000249429663556236,6,0,0.000249429663556236,6,0,0.000249787033978446,6,0,6.75612189533351e-05,10,2,0.000235768564799649,9,1,1.76955504053916e-05,16,0,6.06125751835585e-07,20,9
"naval_propulsion",42,0.000254182106811039,6,0,0.000254182106811039,6,0,0.000254610507863676,6,0,6.81462389310351e-05,11,2,0.000240962321742145,9,1,1.96279740134524e-05,15,0,6.23757300947059e-07,20,8
"naval_propulsion",43,0.000250601480843572,6,0,0.000250601480843572,6,0,0.000250892704169266,6,0,6.92619569867784e-05,11,2,0.000231661401828654,9,1,1.95596251338869e-05,15,0,6.36398904505532e-07,20,8
"naval_propulsion",44,0.000258831725800106,6,0,0.000258831725800106,6,0,0.000259062443577486,6,0,6.43481272502671e-05,11,2,0.000228766464593454,9,1,1.86302260209553e-05,16,0,6.06986891631692e-07,20,8
"naval_propulsion",45,0.000249627785501751,6,0,0.000249627785501751,6,0,0.00024988086320269,6,0,6.7997280135402e-05,11,2,0.000234549080450774,8,0,1.8874359355372e-05,16,0,5.853398735468e-07,20,8
"naval_propulsion",46,0.000249357129793607,6,0,0.000249357129793607,6,0,0.000249654430198317,6,0,6.6600121340266e-05,10,2,0.000233468401779785,9,1,1.94180108240243e-05,15,0,6.1609192048241e-07,20,8
"naval_propulsion",47,0.000249777752449727,6,0,0.000249777752449727,6,0,0.000249930786985176,6,0,6.59309581630592e-05,11,2,0.000230910437000493,9,1,1.87904009864831e-05,15,0,6.11705472330264e-07,20,8
"naval_propulsion",48,0.000244572777974631,6,0,0.000244572777974631,6,0,0.000244850516758932,6,0,6.70113892577567e-05,11,2,0.000231665581655586,9,1,1.87597205294204e-05,15,0,6.14964593937134e-07,20,8
"naval_propulsion",49,0.000236842508278528,7,0,0.000236842508278528,7,0,0.000237048556108789,7,0,6.55158245463133e-05,12,2,0.000244597053034146,8,0,2.17909041681941e-05,14,0,6.18338325299021e-07,20,8
"naval_propulsion",50,0.000250235942842454,6,0,0.000250235942842454,6,0,0.000250544739156609,6,0,6.81348012354873e-05,11,2,0.000236028103296428,9,1,1.94131776997622e-05,16,0,6.16019339343071e-07,20,8
"naval_propulsion",51,0.000258485536622084,6,0,0.000258485536622084,6,0,0.00025892626342626,6,0,6.58606500002856e-05,11,2,0.000245105810072491,9,1,1.91473587533488e-05,15,0,6.22978511208038e-07,20,8
"naval_propulsion",52,0.000249244491019309,6,0,0.000249244491019309,6,0,0.000249580019143356,6,0,6.74791962559501e-05,11,2,0.000237457922746168,9,1,1.92137140734055e-05,16,0,5.98102571917003e-07,20,8
"naval_propulsion",53,0.000247220064451166,6,0,0.000247220064451166,6,0,0.000247537317891399,6,0,6.80052112269259e-05,10,2,0.000237052737511955,9,1,1.89916533909752e-05,15,0,6.21674382911788e-07,20,8
"naval_propulsion",54,0.000257311307042113,7,0,0.000257311307042113,7,0,0.000257565819429625,7,0,6.71396901902859e-05,12,2,0.000265612377492057,8,0,2.19221041612892e-05,14,0,6.28232224297655e-07,20,8
"naval_propulsion",55,0.000247635696724126,6,0,0.000247635696724126,6,0,0.000247917367319703,6,0,6.62997506422592e-05,10,2,0.000230894682374351,9,1,1.85053361636535e-05,16,0,6.24112857085017e-07,20,8
"naval_propulsion",56,0.000254769604224471,6,0,0.000254769604224471,6,0,0.000254971139026225,6,0,6.74248651483048e-05,10,2,0.000268907966083494,8,0,1.84758863150248e-05,15,0,6.31681556464598e-07,20,8
"naval_propulsion",57,0.000255234574958453,6,0,0.000255234574958453,6,0,0.000255619730060042,6,0,6.63903032672988e-05,11,2,0.000238371292942221,9,1,1.91056547462869e-05,13,0,6.26215261082604e-07,20,7
"naval_propulsion",58,0.000262259474476373,6,0,0.000262259474476373,6,0,0.000262778405148262,6,0,6.96042453408512e-05,10,2,0.000243587204955474,9,1,1.91724772298562e-05,15,0,6.0042590431873e-07,20,8
"naval_propulsion",59,0.000245321819260866,6,0,0.000245321819260866,6,0,0.000245632140075077,6,0,6.56505402965074e-05,11,2,0.00023507074092398,9,1,1.88899635874318e-05,15,0,6.16929327617934e-07,20,8
"naval_propulsion",60,0.000255627846644472,6,0,0.000255627846644472,6,0,0.000255929000052039,6,0,6.79379886029882e-05,11,2,0.00023847588489656,9,1,1.89858429656717e-05,16,0,6.15265128126174e-07,20,8
"naval_propulsion",61,0.000249816883996748,6,0,0.000249816883996748,6,0,0.00025024968152963,6,0,6.72462485602661e-05,10,2,0.000226805713686704,9,1,1.90746838654472e-05,16,0,6.47601168896525e-07,20,8
