"dataset","split_id","unilasso_loo_true_mse","unilasso_loo_true_support","unilasso_loo_true_sign_diff","unilasso_loo_false_mse","unilasso_loo_false_support","unilasso_loo_false_sign_diff","polish_unilasso_mse","polish_unilasso_support","polish_unilasso_sign_diff","lasso_cv_mse","lasso_cv_support","lasso_cv_sign_diff","unireg_mse","unireg_support","unireg_sign_diff","least_squares_mse","least_squares_support","least_squares_sign_diff"
"ca_housing",33,4823320284.26092,7,0,4815727739.71208,7,0,4796270019.82358,8,1,4793991382.65969,8,1,4807681391.79867,7,0,4792063917.74372,8,1
"ca_housing",34,4877270792.55219,7,0,4882393675.63264,7,0,4867218296.60036,8,1,4854920153.52434,8,1,4884705952.32755,7,0,4855665083.08936,8,1
"ca_housing",35,4793011099.35654,7,0,4780404177.76425,7,0,4792631493.40828,8,1,4744484236.1694,8,1,4772170070.85617,7,0,4741451235.89044,8,1
"ca_housing",36,4798385171.15245,7,0,4800822663.73958,7,0,4782784357.52705,8,1,4778101761.40913,8,1,4802598649.20685,7,0,4781570304.65432,8,1
"ca_housing",37,4786370074.79579,7,0,4791262014.13455,7,0,4773716844.87958,8,1,4766338279.4241,8,1,4790900884.99057,7,0,4768457518.89688,8,1
"ca_housing",38,5031669171.15616,7,0,5035420290.85448,7,0,5013951221.94214,8,1,5010561529.45257,8,1,5037066636.43516,7,0,5013692641.56454,8,1
"ca_housing",39,4836420582.9491,7,0,4843742412.16554,7,0,4828996501.29823,8,1,4823092115.86631,8,1,4842748293.85552,7,0,4827211481.67587,8,1
"ca_housing",40,4829893723.26655,7,0,4832371904.34075,7,0,4815257261.25335,8,1,4803956437.37639,8,1,4830611838.42319,7,0,4802245274.97077,8,1
"ca_housing",41,4914318415.64526,7,0,4915279551.1035,7,0,4894829101.86617,8,1,4887025588.92519,8,1,4918275851.85318,7,0,4890456807.47692,8,1
"ca_housing",42,4691091735.42639,7,0,4681356730.20388,7,0,4663507500.72704,8,1,4664418322.00513,8,1,4683848890.67874,7,0,4665232264.2813,8,1
"ca_housing",43,4673849046.51078,7,0,4665886685.50563,7,0,4647749555.40842,8,1,4645298529.7626,8,1,4668194907.82322,7,0,4645861148.37668,8,1
"ca_housing",44,4781201462.31258,7,0,4776488834.60216,7,0,4781227415.23577,7,0,4732333723.32134,8,1,4767128935.61821,7,0,4729496035.83978,8,1
"ca_housing",45,4900483939.41258,7,0,4904524390.29418,7,0,4880203606.7555,8,1,4877649852.21209,8,1,4904006200.61071,7,0,4879047116.10881,8,1
"ca_housing",46,4930555011.33824,7,0,4935426058.367,7,0,4916538413.60038,8,1,4909519505.38516,8,1,4937354147.23652,7,0,4912979264.10493,8,1
"ca_housing",47,4836159318.92697,7,0,4825215638.92369,7,0,4810965675.42019,8,1,4792494637.61329,8,1,4820774406.55634,7,0,4789356747.10954,8,1
"ca_housing",48,4961556056.49412,7,0,4949330343.64282,7,0,4961539451.56666,7,0,4912713260.3971,8,1,4950842362.37689,7,0,4907970216.87734,8,1
"ca_housing",49,4820128551.3728,7,0,4822367101.93284,7,0,4806003942.03796,8,1,4801646509.93062,8,1,4824727753.19348,7,0,4806529782.15245,8,1
"ca_housing",50,4891130270.46072,7,0,4891092584.15835,7,0,4871981611.66868,8,1,4864156357.88106,8,1,4891204119.4608,7,0,4864458698.37459,8,1
"ca_housing",51,4939203085.07298,7,0,4953629234.30676,7,0,4939149885.75939,8,1,4932846994.9036,8,1,4947248553.25322,7,0,4934165694.26969,8,1
"ca_housing",52,4816842428.41932,7,0,4805786841.90366,7,0,4816846654.58081,7,0,4766594806.64241,8,1,4800911578.24106,7,0,4761541868.62891,8,1
"ca_housing",53,4995466619.14572,7,0,5002849485.748,7,0,4980341482.56664,8,1,4976771412.61315,8,1,5006069529.40463,7,0,4980013805.54237,8,1
"ca_housing",54,5004498551.32222,7,0,4990243374.14616,7,0,4979401609.31446,8,1,4968338933.51459,8,1,4983171830.69326,7,0,4968200913.01321,8,1
"ca_housing",55,4869332804.38525,7,0,4860082822.6708,7,0,4869333850.50342,7,0,4824566423.53363,8,1,4859038554.28826,7,0,4822012444.78774,8,1
"ca_housing",56,4703069079.24007,7,0,4696334338.43687,7,0,4700044982.23557,8,1,4664626397.11532,8,1,4693491533.30807,7,0,4663098616.16383,8,1
"ca_housing",57,4977118399.32563,7,0,4981377050.6172,7,0,4972296997.3366,8,1,4967624309.05952,8,1,4984786409.00312,7,0,4972997860.81408,8,1
"ca_housing",58,4770239102.77551,7,0,4766250681.77533,7,0,4765983644.91674,8,1,4731277944.65955,8,1,4759003560.97205,7,0,4727767989.82799,8,1
"ca_housing",59,4869064264.66035,7,0,4871348740.62118,7,0,4853015023.06502,8,1,4843526577.75908,8,1,4869695498.03567,7,0,4842979354.98239,8,1
"ca_housing",60,4947001099.43384,7,0,4943510691.90287,7,0,4926758542.99738,8,1,4925672995.14259,8,1,4933902250.96653,7,0,4925852738.24442,8,1
"ca_housing",61,5017309294.49426,7,0,5005814024.17736,7,0,4993135958.36574,8,1,4974400545.00655,8,1,4998752080.31276,7,0,4972364187.39018,8,1
"ca_housing",62,4760415260.98293,7,0,4751691372.07022,7,0,4745794841.66982,8,1,4721904654.29844,8,1,4747497840.41545,7,0,4719261573.47822,8,1
"ca_housing",63,4772378256.82261,7,0,4774317017.10249,7,0,4759865475.42111,8,1,4751356816.18323,8,1,4773534163.34568,7,0,4753334873.08799,8,1
"ca_housing",64,4896567907.48183,7,0,4900396201.67065,7,0,4878352774.57169,8,1,4874890544.81606,8,1,4903310589.0426,7,0,4877368893.34359,8,1
"ca_housing",65,4859304886.53959,7,0,4857339485.54748,7,0,4835872365.29212,8,1,4833842591.98857,8,1,4859489762.17176,7,0,4833881619.18916,8,1
"ca_housing",66,4783630054.22954,7,0,4774129393.75621,7,0,4761529826.71955,8,1,4749101445.65987,8,1,4769973955.87575,7,0,4747508405.87877,8,1
"ca_housing",67,4791995248.96321,7,0,4801404354.83308,7,0,4781401774.93116,8,1,4778695305.95602,8,1,4796500406.91949,7,0,4780127851.47745,8,1
"ca_housing",68,4858824101.37335,7,0,4862077142.95046,7,0,4842823342.82635,8,1,4841101998.75118,8,1,4861591749.27351,7,0,4843030564.79166,8,1
"ca_housing",69,4765604160.04973,7,0,4753913526.6467,7,0,4766453961.09195,8,1,4719515160.65542,8,1,4738609927.46176,7,0,4717987729.37861,8,1
"ca_housing",70,4911924331.36792,7,0,4911263141.941,7,0,4887039136.91028,8,1,4883048974.92962,8,1,4913743812.3203,7,0,4882411553.40419,8,1
"ca_housing",71,5038380554.4619,7,0,5038508207.49969,7,0,5022342981.85202,8,1,5017898256.13803,8,1,5038642578.90103,7,0,5019246392.44922,8,1
"ca_housing",72,4789389792.77954,7,0,4797134453.42436,7,0,4777145034.37714,8,1,4768674348.54996,8,1,4794994919.43812,7,0,4769238032.17792,8,1
"ca_housing",73,4923675872.18306,7,0,4916932549.12777,7,0,4922499881.22163,8,1,4883480764.30252,8,1,4906973858.0671,7,0,4880192613.32295,8,1
"ca_housing",74,4935096875.1637,7,0,4936237299.32264,7,0,4928674822.77566,8,1,4925089023.71817,8,1,4939286169.61429,7,0,4930397998.03204,8,1
"ca_housing",75,4974075201.17593,7,0,4976305673.52409,7,0,4960868512.87505,8,1,4951807579.46753,8,1,4976695515.05078,7,0,4952570100.78902,8,1
"ca_housing",76,4867118767.13568,7,0,4860278451.68084,7,0,4846433545.17257,8,1,4846974347.79185,8,1,4851947873.26622,7,0,4848947847.69518,8,1
"ca_housing",77,4901121007.68055,7,0,4902707345.84158,7,0,4884146079.63389,8,1,4876286145.2122,8,1,4903818395.36162,7,0,4877410846.07222,8,1
"ca_housing",78,5008982463.65208,7,0,5008438877.57613,7,0,4985591768.76565,8,1,4979617509.20376,8,1,5012218533.77748,7,0,4978522458.29928,8,1
"ca_housing",79,4851825714.15446,7,0,4845050031.28819,7,0,4851192816.68019,8,1,4800588961.87975,8,1,4833075680.46551,7,0,4795865792.97156,8,1
"ca_housing",80,4931042983.61636,7,0,4941917636.50371,7,0,4922033031.08759,8,1,4918055879.97462,8,1,4940490424.3022,7,0,4920266316.40677,8,1
"ca_housing",81,4909296120.46695,7,0,4903941437.27315,7,0,4909277301.69308,7,0,4862445473.86875,8,1,4886573670.15121,7,0,4856065887.75447,8,1
"ca_housing",82,4803818940.38002,7,0,4794966819.16409,7,0,4801227288.28145,8,1,4755658698.57536,8,1,4784575843.32069,7,0,4751233565.86519,8,1
"ca_housing",83,4830793271.35775,7,0,4832844993.46657,7,0,4812313403.78917,8,1,4806301327.66154,8,1,4833881312.90175,7,0,4807126895.21099,8,1
"ca_housing",84,4861151475.44802,7,0,4856364818.51011,7,0,4841573772.47361,8,1,4840583696.30377,8,1,4862140065.19479,7,0,4844252336.68445,8,1
"ca_housing",85,4810376565.84146,7,0,4809978016.44046,7,0,4804629723.36997,8,1,4784818833.02688,8,1,4810795522.68627,7,0,4786736651.96912,8,1
"ca_housing",86,4724147896.36911,7,0,4715838627.64223,7,0,4690502706.07436,8,1,4694175029.62169,8,1,4715714665.60182,7,0,4693209514.63632,8,1
"ca_housing",87,4739836748.14811,7,0,4736234545.67279,7,0,4738591527.20481,8,1,4708757386.57509,8,1,4725321835.80822,7,0,4709221134.56109,8,1
"ca_housing",88,4858381465.86235,7,0,4870401599.02465,7,0,4848334178.34858,8,1,4846854866.89582,8,1,4870294225.57781,7,0,4852465407.04419,8,1
"ca_housing",89,4797344197.73269,7,0,4802308742.99321,7,0,4784648224.11654,8,1,4775861388.28052,8,1,4803247568.57587,7,0,4778299215.91059,8,1
"ca_housing",90,4876814716.43964,7,0,4885103289.51208,7,0,4861817896.09629,8,1,4861259495.07001,8,1,4884516336.88315,7,0,4863555415.73478,8,1
"ca_housing",91,4981902348.79523,7,0,4972878774.30533,7,0,4943653977.86519,8,1,4954773891.5925,8,1,4972073010.41465,7,0,4954504395.6666,8,1
"ca_housing",92,4942614859.00422,7,0,4941074481.52416,7,0,4926179073.01057,8,1,4920921099.958,8,1,4932416735.05299,7,0,4921453664.93038,8,1
"ca_housing",93,4863882116.84802,7,0,4865149510.65168,7,0,4847176307.36042,8,1,4836828409.64521,8,1,4864772923.29103,7,0,4836251566.12655,8,1
"ca_housing",94,4824739886.09435,6,0,4819514065.07852,6,0,4824740549.75367,6,0,4782000790.26228,7,1,4817755608.6121,6,0,4779464872.36119,8,2
"ca_housing",95,4893337156.58543,7,0,4883742252.9888,7,0,4888593004.21544,8,1,4855750112.3241,8,1,4881658874.5659,7,0,4854585181.2383,8,1
"ca_housing",96,5010779454.55499,7,0,5003862499.10333,7,0,4990336688.2711,8,1,4978009684.28845,8,1,5003263202.01787,7,0,4977836358.83412,8,1
"ca_housing",97,4968211404.70392,7,0,4961382300.37176,7,0,4948000777.95369,8,1,4933031470.99776,8,1,4951671393.42448,7,0,4931037731.54505,8,1
"ca_housing",98,4778577807.33594,7,0,4771822081.2941,7,0,4750562833.79588,8,1,4736008674.40326,8,1,4769413552.83427,7,0,4734491414.3156,8,1
"ca_housing",99,5137228227.46873,7,0,5126043188.65579,7,0,5109439900.36699,8,1,5103717521.44247,8,1,5121409876.87936,7,0,5103295176.92636,8,1
"ca_housing",100,4785384232.48026,7,0,4777492616.43319,7,0,4766936529.47686,8,1,4741077635.33611,8,1,4765643132.54099,7,0,4738593118.55654,8,1
"computer",1,102.799741532344,10,0,104.174426994784,10,0,100.602725237829,12,1,100.456000797716,20,7,102.877992833096,10,0,100.572338846824,21,7
"computer",2,95.3059208301169,10,0,94.8351810177916,11,0,92.1396180370752,12,1,93.2062253226058,19,7,95.2396269939276,11,0,93.2231032018534,21,9
"computer",3,98.6814618912221,11,0,98.0855562348118,11,0,94.9836135641391,12,1,93.8923372318928,20,7,98.6703154223332,11,0,94.0012386370409,21,8
"computer",4,93.1364926049511,10,0,93.4509584742128,10,0,90.6762589702582,11,1,89.0971158321381,21,8,93.1207776875925,10,0,89.1564593904726,21,8
"computer",5,92.265419215915,10,0,91.4557506029911,10,0,88.7652567134206,11,1,87.1332652372075,18,7,92.2048959826743,10,0,87.1053396941437,21,7
"computer",6,100.436268435041,8,0,101.990790580717,8,0,98.7895697042258,9,1,97.2842642072534,21,8,100.516985734938,10,0,97.2852622379718,21,8
"computer",7,96.8546800825628,9,0,97.4068490355307,9,0,94.7940979793197,10,1,92.6400791084939,19,7,96.8442431253389,9,0,92.7307193295336,21,8
"computer",8,99.7191271034632,9,0,99.8217219997844,9,0,96.8555978379769,10,1,94.7608938450944,21,8,99.7215328787774,10,0,94.682588399902,21,8
"computer",9,98.6271433330887,10,0,99.6911944186876,10,0,96.07449833296,11,1,96.8702232018587,20,7,98.6551476363021,10,0,96.9632413604746,21,8
"computer",10,106.012134506549,10,0,108.274741056254,10,0,104.024103819533,11,1,102.352313191041,21,7,106.098878242284,10,0,102.367946581002,21,7
"computer",11,104.191081770176,10,0,103.807079111661,10,0,100.61803443521,11,1,99.3054542832208,19,6,104.208761100356,10,0,98.9916194096402,21,8
"computer",12,99.1457415683702,11,0,99.9374646382658,11,0,96.9895838658897,12,1,95.7006521312377,20,7,99.1463364762044,11,0,95.6696757456076,21,8
"computer",13,96.9527864821835,10,0,95.930382614032,10,0,93.6903052029574,12,1,91.3574867401841,20,8,96.703647413704,10,0,91.2597172664409,21,9
"computer",14,103.750787347438,11,0,105.381504017577,11,0,101.488357446574,12,1,100.576432488982,21,7,103.726173165049,10,0,100.650685382744,21,7
"computer",15,95.0229780740078,9,0,94.2474790567367,9,0,91.8793930081891,10,1,92.3111099689046,21,7,94.9686176917775,9,0,92.3493390528902,21,8
"computer",16,101.249471744674,10,0,100.762073862489,10,0,97.7111613394272,11,1,95.1759602781411,19,7,101.106279285586,11,0,94.9576420187871,21,7
"computer",17,101.275695710635,10,0,101.53909634807,10,0,97.9602488404061,11,1,96.6340038163576,19,6,101.279796032284,10,0,96.3103492917711,21,7
"computer",18,95.6181654190954,9,0,95.9931508319068,9,0,93.6654922735422,10,1,92.336915524547,20,8,95.6326380782037,10,0,92.297353887747,21,8
"computer",19,108.909649375358,11,0,110.179723675327,12,0,105.71811983846,13,1,103.799378573205,21,7,108.867805993877,12,0,103.646049921053,21,7
"computer",20,92.542641594203,9,0,91.8015479297843,11,0,89.4388622594244,10,1,90.2589927000958,20,6,93.2731690443522,11,0,90.3322280061651,21,7
"computer",21,99.935158317793,10,0,100.728044621801,11,0,97.2264090130618,12,1,96.6751338244535,20,8,99.9167738580766,10,0,96.6778506056079,21,9
"computer",22,99.7115384498679,10,0,99.0215808077749,10,0,95.4364106611797,11,1,94.4928517174186,20,8,99.6596870782344,10,0,94.5589558047975,21,8
"computer",23,97.0739144106727,12,0,96.6895390515631,12,0,93.5906547917751,13,1,91.3225907751263,21,7,97.0282345287164,12,0,91.1976065591817,21,7
"computer",24,93.7834202062334,9,0,93.2485832810343,9,0,90.61415810175,10,1,89.5469314031695,20,7,93.5157462702455,9,0,89.8057250432469,21,8
"computer",25,91.7145068219343,10,0,91.1908843355318,10,0,89.0498145070381,16,6,89.1395108069211,21,8,91.7103226187234,10,0,89.249313755495,21,8
"computer",26,98.9826029095901,11,0,98.8862417635661,11,0,95.6630040414935,12,1,94.2210583825683,21,8,98.9832759894866,11,0,94.2559529921281,21,8
"computer",27,92.2802610251285,9,0,91.6282183102074,9,0,89.4063003240798,10,1,87.7239091537979,21,8,92.2331424202746,9,0,87.7420280036245,21,8
"computer",28,94.5440614145314,10,0,94.5496153064457,10,0,91.6340524268348,12,1,89.9819073593497,19,7,94.5084858641632,10,0,89.8905956537823,21,8
"computer",29,94.5561136506355,10,0,93.5749210200475,10,0,91.2781676034859,12,1,89.3001678596616,20,7,94.433284200896,10,0,89.2966721481795,21,8
"computer",30,97.797520305385,10,0,100.609470649407,10,0,97.158310153994,11,1,95.8985800593861,21,9,98.0222659283033,10,0,95.9587470754708,21,9
"computer",31,96.1839081430661,10,0,95.4114383508446,10,0,92.2243564414723,12,1,90.5887670132256,20,8,96.1125473849315,10,0,90.2636177149621,21,8
"computer",32,99.7109188711824,11,0,99.3584464436411,11,0,96.1307660905963,13,1,94.9933215763411,21,8,99.7251477771619,11,0,95.1376140277805,21,8
"computer",33,96.3952021484672,10,0,96.5860022266115,10,0,93.4800778449097,11,1,91.9703530100801,21,7,96.4396207052766,11,0,91.998101619208,21,7
"computer",34,101.048512835446,10,0,100.565772798144,11,0,97.2274069782373,11,1,96.907665314954,21,8,100.977704037845,11,0,96.8466922688267,21,8
"computer",35,98.8732327854415,9,0,98.3050327207946,9,0,94.8664917487027,11,1,93.5787679261376,21,9,98.8950843954226,10,0,93.4587603171394,21,9
"computer",36,91.4657687139552,9,0,91.3678837185882,9,0,88.8878322583995,10,1,87.1897959460577,20,8,91.4012503346606,9,0,87.1217642080549,21,8
"computer",37,95.1631755432319,9,0,95.5771085536138,9,0,93.1172978937902,10,1,91.2553083960754,20,9,95.2094257910536,10,0,91.2519132001836,21,9
"computer",38,100.778087385596,9,0,101.892774468209,9,0,98.7803978528177,10,1,96.4856004892459,19,6,100.57932551609,12,0,96.5859792285583,21,7
"computer",39,107.019222876111,12,0,108.578117087182,12,0,104.97264238435,13,1,113.343936064304,21,8,107.196849458498,12,0,113.44247345839,21,8
"computer",40,99.1138881652534,11,0,99.4383564234545,11,0,96.2167679959548,13,1,95.1045063932384,21,8,99.1356554792806,11,0,95.0521469772715,21,8
"computer",41,102.247103048996,11,0,102.188318380545,11,0,98.7152166178868,13,1,96.4023907509349,20,7,102.214387331624,11,0,96.2732002682328,21,8
"computer",42,96.3404088053311,9,0,95.6571478576102,9,0,92.792512200549,11,1,90.7012145074813,19,6,95.9368958999076,11,0,90.5049229220965,21,7
"computer",43,97.2718530102438,11,0,96.0408702779556,11,0,92.8963044709462,14,2,92.0815873156219,20,7,97.1467477639937,11,0,92.2520643857817,21,7
"computer",44,123.63014822592,12,0,128.678498283099,12,0,122.294297142298,13,1,121.533031673134,21,8,123.674375987227,12,0,121.42158295239,21,8
"computer",45,94.6633980232853,11,0,94.6056996416014,11,0,91.9716855723907,12,1,91.8169853228986,20,8,94.5827437133673,11,0,91.7445915367691,21,9
"computer",46,101.926909920459,10,0,100.723439309936,10,0,97.7301610568929,11,1,95.2580832246072,21,9,101.793662016232,10,0,95.1521442989888,21,9
"computer",47,103.215613989929,9,0,103.670190056367,9,0,100.157220502619,10,1,98.4999634894567,21,8,103.245748462935,9,0,98.3638514336215,21,8
"computer",48,108.185088961616,12,0,111.978703592504,12,0,106.618220836663,14,1,107.393900708061,20,7,108.32499990162,12,0,107.413818154719,21,8
"computer",49,98.2178528559771,9,0,97.8764133350209,9,0,94.9359703824354,11,1,92.1927943969478,21,7,97.8002313516109,10,0,92.1016280617829,21,7
"computer",50,98.6008475657052,11,0,99.2364731833466,11,0,95.7491820345023,13,1,94.8975160096537,19,7,98.6110958254058,11,0,94.6522494894007,21,8
"computer",51,107.517176374887,12,0,109.017042952729,12,0,105.163873194816,14,1,103.746967733074,21,7,107.605439677142,12,0,103.805427575933,21,7
"computer",52,104.093529678518,10,0,105.256163836356,10,0,101.784162565964,11,1,100.438831555246,21,9,104.197442136837,11,0,100.62792608405,21,9
"computer",53,93.1296342829767,10,0,92.8162901198047,10,0,90.3867859541723,11,1,89.2533578937709,21,9,93.0533960860697,10,0,89.3779681217908,21,9
"computer",54,101.724788251425,11,0,103.256060658113,11,0,100.645245884261,13,1,97.6564702851151,20,8,101.710420326874,11,0,97.5852690621729,21,9
"computer",55,97.8431424369743,10,0,98.3332392908771,10,0,95.2980355167472,12,1,93.5534194634855,20,8,97.8150486913393,11,0,93.6338025950357,21,9
"computer",56,101.762396782832,11,0,100.715328097896,11,0,97.7048063444258,13,1,95.674345894859,21,8,101.719291416849,11,0,95.5971820460012,21,8
"computer",57,95.378446238589,11,0,94.8957253294566,11,0,91.7204638553227,12,1,91.3996608346504,21,7,95.3781967348364,11,0,91.4466934045236,21,7
"computer",58,97.6381505882985,11,0,97.8449722762046,11,0,94.7671628697859,12,1,93.2573696396011,20,7,97.6156573055235,11,0,93.2848835064711,21,7
"computer",59,90.9257732650075,10,0,91.1684396378603,10,0,88.7351842220838,11,1,86.9727435799278,21,8,90.9500374756347,10,0,86.9050884590846,21,8
"computer",60,98.8330481054795,9,0,99.3220199065112,9,0,96.5367138465216,10,1,95.3054168392408,20,8,98.718065983168,9,0,95.2129283309537,21,8
"computer",61,97.6903117138312,10,0,97.0317843354375,10,0,93.8820544236511,11,1,92.9197936906905,21,9,97.6008094071964,10,0,92.8453379125959,21,9
"computer",62,94.7559189107637,10,0,94.0430761888947,10,0,91.307005644049,11,1,90.2191453648919,20,9,94.6358607091043,10,0,90.3173674316306,21,9
"computer",63,99.1134535778377,11,0,99.1326650088203,11,0,95.8800119793476,12,1,94.0085977402365,21,7,99.109645924146,11,0,94.028371169125,21,7
"computer",64,96.823539064291,10,0,96.5306881768795,11,0,93.8489514459998,11,1,92.2131674432785,20,8,96.7960437501815,11,0,92.161992042345,21,8
"computer",65,94.3429093119651,11,0,93.5763459589658,11,0,90.9412730854104,12,1,89.6319366909175,21,8,94.2048967568963,11,0,89.76987488209,21,8
"computer",66,103.280911686327,9,0,102.939228445979,10,0,99.8601086760045,11,1,97.9299638703567,19,7,103.199450686323,10,0,97.9940670140198,21,7
"computer",67,95.5596954775334,9,0,95.7292665915896,9,0,92.5166503704915,10,1,90.871198532985,21,8,95.5890728526421,10,0,90.8817908314488,21,8
"computer",68,91.5345015929654,9,0,91.3762949254514,9,0,88.55755806941,11,1,86.7148868346567,21,7,91.4612149932933,9,0,86.6508570699902,21,7
"computer",69,101.148522231176,12,0,101.405439957414,12,0,97.9198720915023,13,1,96.4678126439588,21,7,101.188939155138,12,0,96.3809454993115,21,7
