"dataset","method","split_id","displacement","cylinders","horsepower","weight","acceleration","model_year","origin"
"auto_mpg","uni_loo",51,-0.0627721671381214,-3.59857039225747,-0.178931112601169,-0.0077569631828185,1.22029797785668,1.2305185380657,5.74737908029545
"auto_mpg","uni_loo",52,-0.0600685967764305,-3.61757409882284,-0.149157828205538,-0.00764657650923678,1.11916881413649,1.13270475172774,5.34051477938026
"auto_mpg","uni_loo",53,-0.0615255552302761,-3.66813980889961,-0.16016466566699,-0.00806842773989363,1.28631406670543,1.20683868253606,5.30078658142375
"auto_mpg","uni_loo",54,-0.0631926284086548,-3.72686315612946,-0.168442877565577,-0.00810785242378178,1.28977647156283,1.35466772151899,5.58327442280214
"auto_mpg","uni_loo",55,-0.0594642613314804,-3.52084262722624,-0.163822469290791,-0.00733968282395598,1.42362000885501,1.05477840255892,5.41013683010262
"auto_mpg","uni_loo",56,-0.0592412870380649,-3.54373325578116,-0.156635498688395,-0.00732082165004289,1.24946835522297,1.14073783956438,5.82380468404772
"auto_mpg","uni_loo",57,-0.06331698133713,-3.80759641499185,-0.160678946423142,-0.00763582832517593,0.998681677682743,1.27828213432787,5.93331675076399
"auto_mpg","uni_loo",58,-0.0602352767815166,-3.57572822461248,-0.15500198352615,-0.00792269196188783,1.17445947704463,1.26308165750239,5.04018126888217
"auto_mpg","uni_loo",59,-0.0614397099634249,-3.5419441374639,-0.156660567503375,-0.00798189547273673,1.29154309435208,1.13612927033162,5.81539619651348
"auto_mpg","uni_loo",60,-0.0580602742914685,-3.46575661072745,-0.139604860779602,-0.00758295899102427,0.890219975143224,1.02136498193375,5.55485797288573
"auto_mpg","uni_loo",61,-0.0621099531662244,-3.71462708052181,-0.158233402546173,-0.00805143107200533,1.39321496503749,1.21924881595699,5.64323600422514
"auto_mpg","uni_loo",62,-0.0621052059810817,-3.74731797354403,-0.154504091699733,-0.00776820689379045,1.33050367222517,1.37151257610559,6.14459748278319
"auto_mpg","uni_loo",63,-0.0565274403865801,-3.4990532985464,-0.149508101765105,-0.00761458331000115,1.20672339274343,1.24294383475553,5.28442902550586
"auto_mpg","uni_loo",64,-0.0610062113417019,-3.58923395621633,-0.15974912604125,-0.00774448630663446,1.21883071784672,1.32047166691165,5.4072537431048
"auto_mpg","uni_loo",65,-0.0625133437578765,-3.6432911305893,-0.167636489710956,-0.00764337935143837,1.26875264591305,1.27232847488476,5.93553825158546
"auto_mpg","uni_loo",66,-0.0624269429240594,-3.69698389458272,-0.162704046255828,-0.00780171337028961,1.17031144806227,1.26073807186064,6.12808219178082
"auto_mpg","uni_loo",67,-0.0569385973857753,-3.42359890062992,-0.144890825192752,-0.00725644796434426,1.32016514149862,1.08479311073137,6.34190669729634
"auto_mpg","uni_loo",68,-0.058318275726006,-3.47738028856207,-0.152405065125555,-0.007823262328446,1.33339970510169,1.30753031702738,4.62601196761703
"auto_mpg","uni_loo",69,-0.0634606196926868,-3.63996596643586,-0.168540175056409,-0.00798740296201327,1.38041362496504,1.28639918401241,5.99158729004581
"auto_mpg","uni_loo",70,-0.0567084132967358,-3.25244090657451,-0.157829029885008,-0.00743379240258123,1.20385662480851,1.14824143234176,5.0837341578867
"auto_mpg","uni_loo",71,-0.0576300362842274,-3.44883117335563,-0.153205036260984,-0.00741404731085192,1.27037009781759,1.22559087941874,5.20464817668208
"auto_mpg","uni_loo",72,-0.0578076590206652,-3.48678320384757,-0.153133943013738,-0.00734919367259643,1.30557286277965,1.23972792822244,5.22538283409278
"auto_mpg","uni_loo",73,-0.0625144325140748,-3.82347913149969,-0.159077654647645,-0.00811154335368003,1.25320737492813,1.28866803987043,6.00582586427657
"auto_mpg","uni_loo",74,-0.0571413887279058,-3.16225753984047,-0.153228276024298,-0.00754535067126812,1.0656448532457,1.06403106779405,5.17137007874016
"auto_mpg","uni_loo",75,-0.0610669111859052,-3.67583517013363,-0.166538187902255,-0.00781592289960341,1.47373849474756,1.3442380464913,5.8361328545781
"auto_mpg","uni_loo",76,-0.0621636619200153,-3.71811554521186,-0.158144189873006,-0.00796811120529634,1.47041197882101,1.37208998262676,6.24988729337118
"auto_mpg","uni_loo",77,-0.0603763409792237,-3.61693017808549,-0.160299351538103,-0.0076169259368927,1.10647052510968,1.27387866423029,6.24820237067274
"auto_mpg","uni_loo",78,-0.0583367779045196,-3.43031667184105,-0.162927013950988,-0.00767006766145126,1.2062769171269,1.12490598420465,4.67691358976335
"auto_mpg","uni_loo",79,-0.0571081036769333,-3.4315915946623,-0.149106987588982,-0.00745562416735667,1.34415217484191,1.11034050894835,5.37888397621588
"auto_mpg","uni_loo",80,-0.0597149719272189,-3.6011393014424,-0.154598979109241,-0.00780199105614546,1.23349170543486,1.16483491502045,5.65978465096113
"auto_mpg","uni_loo",81,-0.0641772405910318,-3.61503740818379,-0.173693741743796,-0.00779321930047783,1.36121587577685,1.28648180770229,5.33261304214088
"auto_mpg","uni_loo",82,-0.0609323611803242,-3.79419307797005,-0.156557603752057,-0.00794186179775272,1.11081918985021,1.26664769325033,5.13384049610614
"auto_mpg","uni_loo",83,-0.0601084694374391,-3.5892218755073,-0.152129997138262,-0.00770015160043982,1.12921781828404,1.27811559060508,5.25899592252803
"auto_mpg","uni_loo",84,-0.0611055631075856,-3.64824315805088,-0.167373435272173,-0.00771836276322263,1.33582176817523,1.22556834059651,5.1007646841522
"auto_mpg","uni_loo",85,-0.0585028864458519,-3.51875900734648,-0.150810744022814,-0.00752097117270995,1.18422872869326,1.2665949778259,5.58253157195082
"auto_mpg","uni_loo",86,-0.0625596050499537,-3.58722383941041,-0.164399876363033,-0.00768526920142776,1.33963078535446,1.32323018184649,5.79838250711397
"auto_mpg","uni_loo",87,-0.0606755912573764,-3.55096032716849,-0.154832627748337,-0.00761803848659004,1.11395460257934,1.23137939528755,5.38564811117323
"auto_mpg","uni_loo",88,-0.0608324052696733,-3.42497216317441,-0.161438475345827,-0.0076245516475496,1.03575550308984,1.18223230554159,5.91242113232943
"auto_mpg","uni_loo",89,-0.0537393636228759,-3.24825233078658,-0.145486874878281,-0.00723077908487259,1.27204968258465,1.06188636363638,5.20293446364526
"auto_mpg","uni_loo",90,-0.0581942187995638,-3.45180564060693,-0.159776036060557,-0.00744130555240793,1.19613765722627,1.10294180166472,5.58495318584804
"auto_mpg","uni_loo",91,-0.0591001023501152,-3.50250182404669,-0.151830323200176,-0.00732056359502999,1.11422093824743,1.12593869156742,4.58556963982069
"auto_mpg","uni_loo",92,-0.0615147535111326,-3.69340772693173,-0.154728388393923,-0.00804497140824054,1.32427232140296,1.35655971258673,5.92267399267399
"auto_mpg","uni_loo",93,-0.0618074471163912,-3.65813316210252,-0.165367507577602,-0.00792504237073215,1.15795226180739,1.26273932883517,5.62466771795449
"auto_mpg","uni_loo",94,-0.0585993199288737,-3.61012695600827,-0.149261793532036,-0.00766352737518017,1.33934414356123,1.27054014714254,5.16391741071429
"auto_mpg","uni_loo",95,-0.0549446629409453,-3.33714637567133,-0.14067909403267,-0.00748039833586699,1.11472636011431,1.10137133942892,4.77210711493354
"auto_mpg","uni_loo",96,-0.0571670337642553,-3.42176265329061,-0.151378303195656,-0.00737610667823258,1.09692690986444,1.20780730173316,5.39718078875439
"auto_mpg","uni_loo",97,-0.0625082702397775,-3.63245024158073,-0.16170773722881,-0.00811828447104991,1.09047270611528,1.3686597514348,5.42981680861321
"auto_mpg","uni_loo",98,-0.0623840831401635,-3.70779773321709,-0.162614439282025,-0.00779393423533068,1.28825408520857,1.20529070285094,5.61592466963465
"auto_mpg","uni_loo",99,-0.0604840964452629,-3.63140647142182,-0.15823822401563,-0.00788546617546656,1.18693679508036,1.33644146863508,5.67566402340442
"auto_mpg","uni_loo",100,-0.0598088563419295,-3.41686530029926,-0.154210468937378,-0.00771981740884567,1.21846753779789,1.10995143159297,5.440763861962
"auto_mpg","unilasso_loo_true",1,0,0,-0.0144757779398472,-0.00568051260048849,0,0.691846797893642,0.918432250754215
"auto_mpg","unilasso_loo_true",2,0,0,-0.00399310738424182,-0.00526602164318271,0.1893504040315,0.791788965801555,0.976721963779446
"auto_mpg","unilasso_loo_true",3,0,0,-0.0173813120835958,-0.00533557889232998,0,0.716975728009018,1.21429424197083
"auto_mpg","unilasso_loo_true",4,0,-0.185072557919935,-0.00785526489612245,-0.00542388877618174,0,0.666634994466046,1.69981932402743
"auto_mpg","unilasso_loo_true",5,0,0,0,-0.00562222878167968,0.177470739154377,0.752687333727889,1.36379777888639
"auto_mpg","unilasso_loo_true",6,0,0,0,-0.00607917143494192,0,0.688845605709944,1.03299135533353
"auto_mpg","unilasso_loo_true",7,0,0,0,-0.00605471961075749,0.0609823175297546,0.751037948750743,0.989329578740641
"auto_mpg","unilasso_loo_true",8,0,-0.0682011405673586,0,-0.00590587199085296,0.0929932006217943,0.74761948577244,0.799410004322031
"auto_mpg","unilasso_loo_true",9,0,-0.0576535721108269,-0.0221993098383125,-0.00508566348227044,0.0494308381988898,0.683594244278517,0.799072897846284
"auto_mpg","unilasso_loo_true",10,0,-0.0951035792133116,-0.00228341816293384,-0.00587445013385894,0,0.692444838842469,0.705263216015562
"auto_mpg","unilasso_loo_true",11,0,0,0,-0.00599309986557357,0,0.77569207725512,1.32863844387656
"auto_mpg","unilasso_loo_true",12,0,0,-0.0246436182216475,-0.0053002869378499,0,0.725109541823991,0.772269636251034
"auto_mpg","unilasso_loo_true",13,0,0,-0.00403527925346723,-0.00620635392358964,0,0.74939520247599,1.47542720907583
"auto_mpg","unilasso_loo_true",14,0,0,0,-0.00579593153149408,0.0540284762483283,0.738166910622444,1.48960468941257
"auto_mpg","unilasso_loo_true",15,0,-0.349511040576175,0,-0.00538750526663925,0,0.709717343935493,1.40529579195176
"auto_mpg","unilasso_loo_true",16,0,0,-0.00784929375613857,-0.00565686294652212,0,0.754419297734654,1.53297972307449
"auto_mpg","unilasso_loo_true",17,0,0,-0.00512498099857582,-0.00606318466234277,0,0.743280948648063,1.06390066446768
"auto_mpg","unilasso_loo_true",18,0,0,-0.0111084104147161,-0.00557256690201729,0,0.669004480704829,1.1451692554311
"auto_mpg","unilasso_loo_true",19,0,-0.0308809289982009,0,-0.00618121889573442,0,0.705151249388409,0.792539757563212
"auto_mpg","unilasso_loo_true",20,0,-0.361995672271363,0,-0.00549917888075671,0,0.74614419542935,1.06953151530983
"auto_mpg","unilasso_loo_true",21,0,0,-0.0156827843012395,-0.00520891700366833,0,0.70141561362401,1.57255753365834
"auto_mpg","unilasso_loo_true",22,0,0,-0.0197259912108785,-0.00528904540258453,0,0.630213895446635,0.846693533093213
"auto_mpg","unilasso_loo_true",23,0,-0.0481635354965303,0,-0.00570503495067695,0.0373221137486615,0.682802589359405,1.48922155240629
"auto_mpg","unilasso_loo_true",24,0,-0.145369059747461,0,-0.00516634508219895,0.0921041490956085,0.704289209340311,1.34564707299647
"auto_mpg","unilasso_loo_true",25,0,0,0,-0.00624233071773539,0.014920772723324,0.747031225379482,0.613574098475261
"auto_mpg","unilasso_loo_true",26,0,0,-0.00185485241738429,-0.00608862333496986,0,0.757995914224996,0.523344729505556
"auto_mpg","unilasso_loo_true",27,0,0,0,-0.00617941071928848,0,0.714377487316058,1.02939025007739
"auto_mpg","unilasso_loo_true",28,0,0,-0.00693070077731751,-0.00546874012207911,0,0.78188776427114,1.37430527804781
"auto_mpg","unilasso_loo_true",29,-0.00681961875547368,0,0,-0.00568879406620311,0,0.674165662546053,0.612863429421253
"auto_mpg","unilasso_loo_true",30,0,-0.234928588599836,0,-0.00505527813228631,0,0.707178343020813,1.62587055333501
"auto_mpg","unilasso_loo_true",31,0,0,-0.00123635390420138,-0.00611946264529294,0,0.66650472482752,1.07996144399683
"auto_mpg","unilasso_loo_true",32,0,-0.055945893395658,0,-0.00602050248036451,0,0.66817017956396,1.12775683283192
"auto_mpg","unilasso_loo_true",33,0,0,0,-0.00593276318892199,0,0.682406376775862,1.09349658613393
"auto_mpg","unilasso_loo_true",34,0,0,0,-0.00585441552734936,0.137381034298832,0.725411074208466,1.47266622791383
"auto_mpg","unilasso_loo_true",35,0,-0.0327072672708719,0,-0.00577641702889027,0,0.734916226175419,1.46281132591238
"auto_mpg","unilasso_loo_true",36,0,0,0,-0.00592962476126372,0.0754008346202563,0.720232217230419,1.1719575021519
"auto_mpg","unilasso_loo_true",37,0,0,-0.00830193418102774,-0.00569550247282489,0.127014222495601,0.746879534295117,1.63551938853188
"auto_mpg","unilasso_loo_true",38,0,0,0,-0.0060512324150992,0,0.744872773843149,1.23602208592605
"auto_mpg","unilasso_loo_true",39,0,0,0,-0.00576012029103024,0.185823385692979,0.730296283502204,1.23449762213077
"auto_mpg","unilasso_loo_true",40,0,0,0,-0.00587843595837021,0,0.71890720986625,1.35433614394983
"auto_mpg","unilasso_loo_true",41,0,0,-0.0183784829196028,-0.00505079540245274,0,0.659671897157214,1.55321409585873
"auto_mpg","unilasso_loo_true",42,0,0,-0.0134562612312494,-0.00581353285325012,0,0.754616710876512,0.901962346703437
"auto_mpg","unilasso_loo_true",43,0,0,-0.00954431870132757,-0.0055225592512224,0,0.76171028879621,1.18585625336107
"auto_mpg","unilasso_loo_true",44,0,0,0,-0.00574525003507658,0,0.74917729119282,1.2972510868094
"auto_mpg","unilasso_loo_true",45,0,0,-0.00763280051520718,-0.00566602856975606,0,0.784122673874601,1.38514239888496
"auto_mpg","unilasso_loo_true",46,0,0,-0.00219123598943903,-0.006313770532359,0,0.714064832469379,0.780431617842057
"auto_mpg","unilasso_loo_true",47,0,-0.0832974382799813,0,-0.00532574180279201,0,0.685610689857256,1.60950539008813
"auto_mpg","unilasso_loo_true",48,0,0,-0.0089844797606579,-0.00514528171857067,0,0.77553159182962,1.25744415360193
"auto_mpg","unilasso_loo_true",49,0,-0.279480936937957,-0.00220917826040659,-0.00589843509233465,0,0.689307311182312,1.0233283357846
"auto_mpg","unilasso_loo_true",50,0,-0.367390370763356,0,-0.00537016955375065,0,0.703730639137051,1.23599038693777
"auto_mpg","unilasso_loo_true",51,0,0,-0.00993471811966398,-0.00552238275601832,0,0.756589830259011,1.32253522337593
"auto_mpg","unilasso_loo_true",52,0,0,-0.010310086190436,-0.00559571688908109,0,0.679620255811208,1.17365005949655
"auto_mpg","unilasso_loo_true",53,0,0,-0.0104426030475267,-0.00584596552799788,0,0.693101174460071,1.17677398872684
"auto_mpg","unilasso_loo_true",54,0,0,-0.0168951965465222,-0.00596678720004101,0,0.764230523895343,0.74828805416171
"auto_mpg","unilasso_loo_true",55,0,0,-0.0162913476134392,-0.00540663910657263,0,0.702064784229379,1.34757152716804
"auto_mpg","unilasso_loo_true",56,0,-0.06682895659837,0,-0.00553746484055124,0.091700527494462,0.663156479079477,1.47642656639594
"auto_mpg","unilasso_loo_true",57,0,0,0,-0.00593208920490571,0,0.723998194214833,1.24038561832156
"auto_mpg","unilasso_loo_true",58,0,0,0,-0.0060369225300937,0.123300004356589,0.788054637950837,0.902000762904172
"auto_mpg","unilasso_loo_true",59,0,0,0,-0.00616681520380956,0,0.711306293721112,1.35172242629708
"auto_mpg","unilasso_loo_true",60,0,-0.0209292416153557,0,-0.00623849196055513,0,0.621884880695928,0.969767709965697
"auto_mpg","unilasso_loo_true",61,0,0,0,-0.00614646152364687,0.242393870700355,0.682897216568952,1.11276091667164
"auto_mpg","unilasso_loo_true",62,0,0,0,-0.00553644016355615,0.183466965964221,0.747008939403929,1.4776872627314
"auto_mpg","unilasso_loo_true",63,0,-0.143545656622004,-0.0129324676434948,-0.00489621983336599,0,0.759710916267429,1.39088650292163
"auto_mpg","unilasso_loo_true",64,0,0,0,-0.00594469181982987,0.119830471596507,0.776282055243284,1.03770023578796
"auto_mpg","unilasso_loo_true",65,0,-0.105318690938359,0,-0.00558733849645113,0.127512036102685,0.798121151622303,1.34945199955199
"auto_mpg","unilasso_loo_true",66,0,-0.107948974657105,-0.0145498046795651,-0.00528671696314397,0,0.625804077071841,1.2872662847279
"auto_mpg","unilasso_loo_true",67,0,-0.00128153340046091,0,-0.00530113752779845,0.17311163310402,0.618822881149838,1.99970622790288
"auto_mpg","unilasso_loo_true",68,0,0,-0.00711057411730453,-0.00599704129785268,0.00627287077625754,0.741954617582587,0.366561973730023
"auto_mpg","unilasso_loo_true",69,0,0,0,-0.0059217673962636,0.16942008674517,0.742431520047781,1.30652520289208
"auto_mpg","unilasso_loo_true",70,0,0,-0.0037223082242498,-0.00600614395203579,0,0.716140544016496,0.652946086040968
"auto_mpg","unilasso_loo_true",71,0,0,-0.00837440524893592,-0.00555081868497387,0,0.724510823217198,0.804735002465033
"auto_mpg","unilasso_loo_true",72,0,0,0,-0.00595393683077898,0,0.745966730959372,0.676439461489103
"auto_mpg","unilasso_loo_true",73,0,-0.102172617290319,0,-0.0062742159617377,0,0.69002946197378,1.20719559995222
"auto_mpg","unilasso_loo_true",74,0,0,0,-0.00593518702244124,0.152435965350897,0.705365957321821,1.04706604740572
"auto_mpg","unilasso_loo_true",75,0,0,-0.0106033718630443,-0.00521401447720322,0.0769100953178676,0.741123317736405,1.47492480847173
"auto_mpg","unilasso_loo_true",76,0,0,0,-0.00558893155468769,0.198670119002551,0.826136646175075,1.65073620906616
"auto_mpg","unilasso_loo_true",77,0,-0.00589204376177237,-0.00742982979627295,-0.00552222627235747,0,0.729673048827789,1.59533849099403
"auto_mpg","unilasso_loo_true",78,0,0,-0.0037945109738974,-0.0065777481978166,0,0.695183932588364,0
"auto_mpg","unilasso_loo_true",79,0,0,-0.0147438594075893,-0.00528714605407773,0,0.599523501474581,1.04958045552182
"auto_mpg","unilasso_loo_true",80,0,-0.0336890725967118,0,-0.00602965872327261,0,0.672514542965281,1.10442572777481
"auto_mpg","unilasso_loo_true",81,0,0,0,-0.00637625125439727,0.141388476132203,0.747981066231182,0.585386701763071
"auto_mpg","unilasso_loo_true",82,0,0,-0.00163703895902824,-0.00606017152206672,0,0.787951208228814,0.927277385875353
"auto_mpg","unilasso_loo_true",83,0,0,0,-0.00602734597719333,0,0.768091580616137,0.917926712987298
"auto_mpg","unilasso_loo_true",84,0,-0.0948607260095371,0,-0.00590242839113947,0.0805527865791681,0.769629785642501,0.949108049363924
"auto_mpg","unilasso_loo_true",85,0,-0.00806566554409787,0,-0.00558750192218,0.102068738050362,0.7694131365431,1.40023773594932
"auto_mpg","unilasso_loo_true",86,-0.00215557105529787,-0.0149205427600491,-0.0239105251423471,-0.00472507274605418,0,0.699154676718096,1.28141583089546
"auto_mpg","unilasso_loo_true",87,0,-0.269269500947847,0,-0.00541565122448783,0.0164773404365013,0.735679930299615,1.01315613339095
"auto_mpg","unilasso_loo_true",88,0,-0.16376037483789,-0.00611021793686055,-0.00543894689106371,0,0.701518170248073,1.49281951399742
"auto_mpg","unilasso_loo_true",89,0,0,-0.0012669074986265,-0.00607669243929783,0,0.692310129390262,0.721048644514819
"auto_mpg","unilasso_loo_true",90,0,0,-0.0142335939236069,-0.00556004417679846,0,0.717409542545119,1.15843505224841
"auto_mpg","unilasso_loo_true",91,0,0,-0.0100517718207676,-0.00566831694143086,0,0.67160076667848,0.551138147547793
"auto_mpg","unilasso_loo_true",92,0,0,0,-0.00604924325001771,0.123643796321103,0.786879823824771,1.10949845690645
"auto_mpg","unilasso_loo_true",93,0,0,-0.0185404468921075,-0.0053933185404454,0,0.731089622215943,1.14879471576644
"auto_mpg","unilasso_loo_true",94,0,0,0,-0.00571579835913511,0.179911397431013,0.751404105913204,1.15819830630793
"auto_mpg","unilasso_loo_true",95,0,0,0,-0.0061520239801465,0,0.690549172950991,0.708359274589459
"auto_mpg","unilasso_loo_true",96,0,-0.0460098315375592,-0.00786515420700603,-0.00550049489857243,0,0.701086989962072,0.889719917596011
"auto_mpg","unilasso_loo_true",97,0,-0.0499337492065962,-0.00397752802941703,-0.006125359834995,0,0.784900221107374,0.865683851685577
