feature,importance_rf
Roof_Area,0.24673283147472935
Relative_Compactness,0.23675158754923975
Surface_Area,0.20675151015684134
Overall_Height,0.1867928400589287
Glazing_Area,0.05272216094708235
Wall_Area,0.05077273890904764
Glazing_Area_Distribution,0.018639771229597805
Orientation_5,0.0003058105292667324
Orientation_4,0.00028211743576804564
Orientation_3,0.00024863170949843914
